specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
SD00010639,2007-03-20,2007,3,20,79,integrifolia,San Diego,"Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, ½ mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.",656,32.67444,-116.74806,,,,WGS84,cch2,500226,FL,Decomposed granite soil. Afternoon shade.,http://cch2.org/portal/collections/individual/index.php?occid=500226,,,,,,,,,
SD00010638,2007-03-01,2007,3,1,60,integrifolia,San Diego,"Cleveland National Forest, in Morena Village, W of Lake Morena Drive, E of Lupine Drive, S of Cleveland Forest Drive.",963,32.67636,-116.51032,,,,WGS84,cch2,500232,FL,"Fine loose sand, no rocks.",http://cch2.org/portal/collections/individual/index.php?occid=500232,,,,,,,,,
SD00010656,2005-01-20,2005,1,20,20,integrifolia,San Diego,"Rancho Jamul Ecological Reserve (California Dept. of Fish & Game): west of Hwy. 94, south of Jamul & north of Otay Lakes Road; central part of reserve just west of the main buildings, northeast-facing rocky slope",270,32.67861,-116.86,,,,WGS84,cch2,500195,FFL,some clay soils with granite boulders,http://cch2.org/portal/collections/individual/index.php?occid=500195,,,,,,,,,
SD00010526,2017-05-12,2017,5,12,132,integrifolia,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,700,32.68267,-116.69306,,,,WGS84,cch2,500330,FFL,granite substrates,http://cch2.org/portal/collections/individual/index.php?occid=500330,,,,,,,,,
SD00010646,2008-04-21,2008,4,21,112,integrifolia,San Diego,"Hauser Wilderness: Cleveland National Forest; W of Morena Reservoir, at Bronco Flats just S of Skye Valley Road",995,32.69457,-116.56417,,,,WGS84,cch2,500220,FFL,mostly granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500220,,,,,,,,,
SD00010635,2008-03-23,2008,3,23,83,integrifolia,San Diego,"Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.",942,32.69463,-116.50762,,,,WGS84,cch2,500243,FL,Decomposed granite & scattered boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500243,,,,,,,,,
SD00010578,1937-05-09,1937,5,9,129,integrifolia,San Diego,Lyons Valley,707.24,32.71175,-116.75089,1609,,,WGS84,cch2,500062,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500062,,,,,,,,,
SD00010600,2005-04-09,2005,4,9,99,integrifolia,San Diego,"Corral Canyon: Cleveland National Forest; south of Los Pinos Mountain and northwest of Lake Morena, near the road for the OHV area",980,32.71417,-116.58694,,,,WGS84,cch2,500198,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500198,,,,,,,,,
SD00010468,1935-03-24,1935,3,24,83,,San Diego,East of Jamul,441.67,32.71452,-116.83958,,,,WGS84,cch2,500144,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500144,,,,,,,,,
SD00010519,2010-03-20,2010,3,20,79,integrifolia,San Diego,Rancho San Diego; N side of San Miguel Mountain; along Millar Ranch Road; 0.8 miles SE of intersection with Highway 94 (Campo Road); 45 yds W of Millar Ranch Road on rock bench in seasonal creek,203,32.72141,-116.93084,,,,WGS84,cch2,500338,FL,"Granitic, rock bench in creekbed",http://cch2.org/portal/collections/individual/index.php?occid=500338,,,,,,,,,
SD00010516,2010-04-11,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,,,,,,,,,
SD00010619,2010-04-24,2010,4,24,114,integrifolia,San Diego,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountain; W of Millar Ranch Road; 0.37 miles SSW of junction with Highway 94 (Campo Road),125,32.72604,-116.94038,,,,WGS84,cch2,500325,FFL,"Granitic, near sandy bike path",http://cch2.org/portal/collections/individual/index.php?occid=500325,,,,,,,,,
SD00010610,1938-03-21,1938,3,21,80,integrifolia,San Diego,near Cañon Road Pt. Loma,41.5,32.72802,-117.23979,1126,,,WGS84,cch2,500065,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500065,,,,,,,,,
SD00010625,2010-05-06,2010,5,6,126,integrifolia,San Diego,"Cleveland National Forest, Buckman Springs area; along Pacific Crest Trail, E of Interstate 8, about 1 mi NNW of junction with Kitchen Creek Road",975,32.7324,-116.4779,,,,WGS84,cch2,500267,FL,Decomposed granite sand & granitic boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500267,,,,,,,,,
SD00010562,1884-01-23,1884,1,23,23,integrifolia,San Diego,San Diego,81.31,32.73409,-117.12945,9654,,,WGS84,cch2,500038,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500038,,,,,,,,,
SD00010653,2007-03-25,2007,3,25,84,integrifolia,San Diego,"Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine; north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon; note that this area was partially burned in 2006",635,32.75472,-116.66222,,,,WGS84,cch2,500208,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500208,,,,,,,,,
SD00010549,1982-04-16,1982,4,16,106,integrifolia,San Diego,"Pine Valley, Corte Madera Ranch",1200,32.76409,-116.57253,1609,,,WGS84,cch2,500146,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500146,,,,,,,,,
SD00010525,1994-05-05,1994,5,5,125,integrifolia,San Diego,"Corte Madera Ranch, west of Pine Valley. West of reservoir, along road edge in Long Valley, approx 1½ mi south of Bear Valley Rd.",1185,32.76818,-116.54245,,,,WGS84,cch2,500332,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500332,,,,,,,,,
SD00010511,2005-02-01,2005,2,1,32,integrifolia,San Diego,"Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, southwest of Loveland Reservoir; on the lower north side of Sycuan Peak, just southwest of a wet spring area along Sloan Canyon Road",265,32.76889,-116.81278,,,,WGS84,cch2,500196,FL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500196,,,,,,,,,
SD00010557,1938-04-10,1938,4,10,100,integrifolia,San Diego,Whispering Oaks near Sloane Ranch on Sweetwater River,295.17,32.77089,-116.7978,1609,,,WGS84,cch2,500066,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500066,,,,,,,,,
SD00010530,1979-04-20,1979,4,20,110,integrifolia,San Diego,About 5 m east of stream in oak woodland in south end of Fred Canyon,1340,32.77323,-116.43462,402,,,WGS84,cch2,500147,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500147,,,,,,,,,
SD00010566,1970-05-26,1970,5,26,146,integrifolia,San Diego,Pot-Hole Creek below Corte Madera Lake. Pine Valley,970,32.78736,-116.58513,1609,,,WGS84,cch2,500124,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500124,,,,,,,,,
SD00010597,2006-04-21,2006,4,21,111,integrifolia,San Diego,"Loveland Reservoir (land owned by the Sweetwater River Valley Authority): S of Alpine, S of Japatul Valley Road and E of its junction with Dehesa Rd.; extreme NE end of lake, S-side of valley on N-facing slope and along the south shore of the lake",415,32.79139,-116.75167,,,,WGS84,cch2,500201,FFL,mostly granitic substrates with some reddish clays,http://cch2.org/portal/collections/individual/index.php?occid=500201,,,,,,,,,
SD00010548,2004-03-25,2004,3,25,85,integrifolia,San Diego,"4 miles south of pine valley, bear valley rd. 1 mile east of corte madera rd.",1236,32.79583,-116.55,,,,WGS84,cch2,500190,FL,granite,http://cch2.org/portal/collections/individual/index.php?occid=500190,,,,,,,,,
SD00010524,1994-05-02,1994,5,2,122,integrifolia,San Diego,"Meadow north of small reservoir, south-east of Corte Madera Valley. North-west of Pine Valley",1151,32.80635,-116.54912,,,,WGS84,cch2,500331,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500331,,,,,,,,,
SD00010607,1936-04-23,1936,4,23,114,integrifolia,San Diego,burn in Habison Canyon,243.86,32.81302,-116.83831,2414,,,WGS84,cch2,500057,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500057,,,,,,,,,
SD00010654,2005-03-10,2005,3,10,69,integrifolia,San Diego,"4 mi SE of Alpine. Lucky Light Ranch (inholding in Cleveland National Forest) off of Bell Bluff Truck Trail, ~1 mi E of Bell Bluff, south of Sweetwater River",894,32.814,-116.672,,,,WGS84,cch2,500197,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500197,,,,,,,,,
SD00010591,2009-03-30,2009,3,30,89,integrifolia,San Diego,"Mission Trails Regional Park, .5 mi. southwest of trailhead at Big Rock Park on Mesa Road in Santee, about 1.0 mi W of Hwy 52.",162,32.8237,-117.0219,,,,WGS84,cch2,500285,FL,Red soil with occasional granitic outcrops,http://cch2.org/portal/collections/individual/index.php?occid=500285,,,,,,,,,
SD00010647,2006-05-02,2006,5,2,122,integrifolia,San Diego,"Descanso. Just N of I-8, ca. 1 1/3 mi E of its intersection with SR-79.",1098,32.8242,-116.6039,,,,WGS84,cch2,500215,FL,"decomposed granite, rock outcropings meadows",http://cch2.org/portal/collections/individual/index.php?occid=500215,,,,,,,,,
SD00010602,1895-03-08,1895,3,8,67,integrifolia,San Diego,La Jolla,128.16,32.8332,-117.25881,3218,,,WGS84,cch2,500025,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500025,,,,,,,,,
SD00010616,1935-02-27,1935,2,27,58,integrifolia,San Diego,North slope of Soledad Mt.,144.67,32.8442,-117.2525,644,,,WGS84,cch2,500045,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500045,,,,,,,,,
SD00010593,2004-05-22,2004,5,22,143,integrifolia,San Diego,"Laguna Mountains, Sunrise Highway, Kitchen Creek Truck Trail.",1562,32.8447,-116.4489,,,,WGS84,cch2,500179,FFL,Granitic with black topsoil.,http://cch2.org/portal/collections/individual/index.php?occid=500179,,,,,,,,,
SD00010520,2011-05-06,2011,5,6,126,integrifolia,San Diego,Laguna Mountains; near Sunrise Highway about 1/4 miles S of junction with Kitchen Creek Road,1785,32.8447,-116.4486,,,,WGS84,cch2,500337,FL,Soil comosed of surface organic loam over decomposed granite base.,http://cch2.org/portal/collections/individual/index.php?occid=500337,,,,,,,,,
SD00010620,2009-05-08,2009,5,8,128,integrifolia,San Diego,"Sunrise Highway, Laguna Mountains, Crouch Valley, north side. 5.49km north east of junction of Sunrise Highway and I-8",1554,32.8536,-116.4803,,,,WGS84,cch2,500263,FFL,Open field,http://cch2.org/portal/collections/individual/index.php?occid=500263,,,,,,,,,
SD00010515,2015-05-28,2015,5,28,148,integrifolia,San Diego,Cleveland National Forest. Mount Laguna.,1831,32.85686,-116.42813,,,,WGS84,cch2,500327,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500327,,,,,,,,,
SDSU06105,1990-05-06,1990,5,6,126,integrifolia,San Diego,"Found in the Laguna Mountains at 6000 feet, about 10 miles north of Interstate 8 on sunshine Highway, on raodside. Near by associates: Claytonia perfoliata, species of the families Brassicaceae Poaceae and Polemoniaceae, Quercus sp and Pinus sp.",1822.69,32.86077,-116.4217,806,,,WGS84,cch2,380510,,,http://cch2.org/portal/collections/individual/index.php?occid=380510,,,,,,,,,
SD00010651,2005-02-25,2005,2,25,56,integrifolia,San Diego,"Cleveland National Forest (Noble Canyon), Noble Canyon Trail (south of canyon), ca. 2½ mi from Noble Canyon Trailhead, accessed via Pine Valley, on Pine Creek Road.",1162,32.8627,-116.5106,,,,WGS84,cch2,500212,FL,"dark soil, decomposed granodiorite.",http://cch2.org/portal/collections/individual/index.php?occid=500212,,,,,,,,,
SD00010657,2003-06-12,2003,6,12,163,integrifolia,San Diego,Mack Trust property on Hwy 79 in Descanso (pre-acquisition survey),329,32.86417,-116.59389,,,,WGS84,cch2,500194,FR,loamy alluvium,http://cch2.org/portal/collections/individual/index.php?occid=500194,,,,,,,,,
SDSU06141,1971-03-14,1971,3,14,73,menziesii,San Diego,"El Capitan Reservoir, south side of Chocolate Arm.",229,32.86654,-116.79655,2414,,,WGS84,cch2,2889635,,,http://cch2.org/portal/collections/individual/index.php?occid=2889635,,,,,,,,,
SD00010539,2002-04-19,2002,4,19,109,integrifolia,San Diego,Kelley/Rebman Ranch at 565 Anderson Truck Trail on northwest side of Viejas Mountain: approx. 2 miles north of Victoria Road in Alpine,818,32.87278,-116.7475,,,,WGS84,cch2,500174,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500174,,,,,,,,,
SD00010537,2004-03-28,2004,3,28,88,integrifolia,San Diego,"Descanso, ca. ½ mile north of Hulburd Grove. Drainage running down to Sweetwater river, north-facing slope.",1100,32.873,-116.6255,,,,WGS84,cch2,500178,FL,decomposed granite soil,http://cch2.org/portal/collections/individual/index.php?occid=500178,,,,,,,,,
SD00010457,2004-03-19,2004,3,19,79,menziesii,San Diego,"El Capitan Reservoir, just east of dam, above main road.",305,32.87806,-116.80056,80,,,WGS84,cch2,500182,FL,"Sandy gravelly slopes; mesic to moderately xeric NW, NE, N aspect; slopes 30°-60°",http://cch2.org/portal/collections/individual/index.php?occid=500182,,,,,,,,,
SD00010552,1938-05-10,1938,5,10,130,integrifolia,San Diego,Laguna Camp Ground,1703.7,32.88727,-116.44724,805,,,WGS84,cch2,500068,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500068,,,,,,,,,
SD00010658,2004-04-30,2004,4,30,121,integrifolia,San Diego,At southern end of Cuyamaca Rancho State Park off Hwy 79 on the South Boundary Fire Road (entrance is directly across from the East Mesa Fire Road entrance).,329,32.88917,-116.57667,,,,WGS84,cch2,500193,FL,ashy granitic alluvium,http://cch2.org/portal/collections/individual/index.php?occid=500193,,,,,,,,,
SDSU13969,2002-04-02,2002,4,2,92,menziesii,San Diego,"Cuyamaca Mtn. State Park, Lower Descanso Creek Trail, ca. 1/2 mile from parking lot at Hwy 79 (at 3.1 mile marker), toward Oak Zanita Peak trail.",1241,32.89361,-116.5725,,,,,cch2,388286,,"Gravelly loam. Exposed, flat area. Open region adjacent to Quercus agrifolia var. oxyadenia woodland.",http://cch2.org/portal/collections/individual/index.php?occid=388286,,,,,,,,,
SDSU06135,1967-05-13,1967,5,13,133,integrifolia,San Diego,along the trail NE of Guymon Lodge,1724.73,32.8941,-116.438,402,,,,cch2,380540,,,http://cch2.org/portal/collections/individual/index.php?occid=380540,,,,,,,,,
SD00010563,1963-05-19,1963,5,19,139,integrifolia,San Diego,"in grassy spot under oaks, ca. 1 mile W of Monument Peak, Laguna Mountains",1800,32.8941,-116.43781,402,,,WGS84,cch2,500118,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500118,,,,,,,,,
SD00010564,1971-04-28,1971,4,28,118,integrifolia,San Diego,"In leaf litter, Echo Dell",960,32.9,-116.65,402,,,WGS84,cch2,500126,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500126,,,,,,,,,
SD00010558,1971-03-31,1971,3,31,90,integrifolia,San Diego,"Shaded area along dirt road east of small pond south of locked gate, Echo Dell 4 miles north of Descanso",960,32.9,-116.65,402,,,WGS84,cch2,500127,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500127,,,,,,,,,
SD00010590,2007-04-04,2007,4,4,94,integrifolia,San Diego,"Cleveland National Forest, Laguna Mountains, 1 mi SW of junction of Sunrise Hwy (S1) and Filaree Flat Rd S, N of Noble Canyon Creek",1577,32.90152,-116.47683,,,,WGS84,cch2,500252,FL,"Clay loam soil, gentle, S facing slope, partial shade",http://cch2.org/portal/collections/individual/index.php?occid=500252,,,,,,,,,
SD00010535,2004-05-08,2004,5,8,129,integrifolia,San Diego,"Square # 33: Noble Canyon Trail, 0.8 miles west of Sunrise Hwy trailhead; 100' east of Pine Creek Road junction",1661,32.90417,-116.4725,,,,WGS84,cch2,500180,FL,"granodiorite, brown, loamy soil; gentle slope, north facing",http://cch2.org/portal/collections/individual/index.php?occid=500180,,,,,,,,,
SD00010599,2005-06-29,2005,6,29,180,integrifolia,San Diego,"Laguna Mountains: Cleveland National Forest; vicinity of Penny Pines above Storm Canyon, E of Sunrise Highway and W of the Pacific Crest Trail, SW of Garnet Peak",1660,32.91444,-116.45778,,,,WGS84,cch2,500199,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500199,,,,,,,,,
SD00010565,1960-05-18,1960,5,18,139,integrifolia,San Diego,Green Valley,1250,32.91667,-116.56667,402,,,WGS84,cch2,500107,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500107,,,,,,,,,
SD00010459,1971-04-22,1971,4,22,112,,San Diego,"In forest leaf litter, Laguna Mountains",1590,32.91667,-116.46667,1609,,,WGS84,cch2,500129,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500129,,,,,,,,,
SD00010652,2006-04-29,2006,4,29,119,integrifolia,San Diego,"City of Lakeside. Silverwood Wildlife Sanctuary. 13003 Wildcat Canyon Road. Observation area, ¼ mi ESE of the intersection of Wildcat Canyon Rd and Old Barona Rd.",460,32.918,-116.8808,,,,WGS84,cch2,500209,FL,Stream bed with loose soil,http://cch2.org/portal/collections/individual/index.php?occid=500209,,,,,,,,,
SD00010568,1936-05-30,1936,5,30,151,integrifolia,San Diego,"Laguna Mts., near Garnet",1735.75,32.92561,-116.45807,2011,,,WGS84,cch2,500061,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500061,,,,,,,,,
SD00010572,1937-06-10,1937,6,10,161,integrifolia,San Diego,"So. Fork of Featherstone Creek, Barona Valley",499.58,32.92704,-116.83838,1207,,,WGS84,cch2,500064,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500064,,,,,,,,,
SD00010532,2003-04-08,2003,4,8,98,integrifolia,San Diego,Laguna Mountains: Lucky 5 Ranch; southern portion of new acquisition by California State Parks: west side of Sunrise Hwy (S-1) between Cuyamaca Lake and Mount Laguna,1600,32.93194,-116.49333,,,,WGS84,cch2,500186,FFL,mostly schist and granite,http://cch2.org/portal/collections/individual/index.php?occid=500186,,,,,,,,,
SDSU06117,1938-04-01,1938,4,1,91,integrifolia,San Diego,Cuyamaca,1570.4,32.93455,-116.6042,9654,,,WGS84,cch2,380522,,,http://cch2.org/portal/collections/individual/index.php?occid=380522,,,,,,,,,
SD00010606,1938-05-27,1938,5,27,147,integrifolia,San Diego,"Harper Ranch, Rattlesnake Valley",1435.6,32.94033,-116.51363,1207,,,WGS84,cch2,500071,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500071,,,,,,,,,
SD00010589,2008-03-19,2008,3,19,79,integrifolia,San Diego,"East end of Los Penasquitos Canyon Preserve, 1 mi east of intersection I-15 and Poway Rd, S side of Los Penasquitos Canyon Creek",123,32.9416,-117.0873,,,,WGS84,cch2,500257,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500257,,,,,,,,,
SD00010550,2004-05-18,2004,5,18,139,integrifolia,San Diego,"Rancho Cuyamaca State Park, West Mesa.",1387,32.94222,-116.57278,,,,WGS84,cch2,500189,UNK,"Moderate, NE-facing slope. Scattered boulders.",http://cch2.org/portal/collections/individual/index.php?occid=500189,,,,,,,,,
SDSU19900,2002-05-24,2002,5,24,144,integrifolia,San Diego,"Saddle, just northeast of Cuyamaca Peak.",1868,32.95028,-116.60639,,,,,cch2,394070,,Open meadow. Pteridium aquilinum + mixed herbs.,http://cch2.org/portal/collections/individual/index.php?occid=394070,,,,,,,,,
SD00010629,2010-04-07,2010,4,7,97,integrifolia,San Diego,"Cleveland National Forest: Northeast of El Cajon Mountain, west of the San Diego River and south of Barona Mesa; just west of El Cajon Mountain Truck Trail",670,32.95557,-116.79091,,,,WGS84,cch2,500250,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500250,,,,,,,,,
SD00010604,1935-04-27,1935,4,27,117,integrifolia,San Diego,"Picnic Grounds, Cuyamaca Rancho State Park",1483.79,32.95935,-116.57969,241,,,WGS84,cch2,500052,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500052,,,,,,,,,
SD00010450,2008-03-25,2008,3,25,85,menziesii,San Diego,"San Diego, Crest Canyon, ½ mile W of Interstate 5, 225 yds S of Race Track View Drive, northern section off main trail",33,32.96111,-117.25556,,,,WGS84,cch2,500265,FL,Detritus from Torrey Sandstone and fill from San Dieguito Lagoon,http://cch2.org/portal/collections/individual/index.php?occid=500265,,,,,,,,,
SDSU19911,2012-05-05,2012,5,5,126,integrifolia,San Diego,"Cuyamaca State Park, San Diego. Flat open, grassy area near Azalea Glen hiking trail.",1490,32.96251,-116.58741,,,,,cch2,394081,In flower.,Montane. Open grass area with some pine trees.,http://cch2.org/portal/collections/individual/index.php?occid=394081,,,,,,,,,
SD00010650,2005-03-06,2005,3,6,65,integrifolia,San Diego,"Poway. A field at the end of Meadowbrook Lane, W of Meadowbrook Middle School, W of Pomerado Rd.",211,32.964,-117.0705,,,,WGS84,cch2,500211,FL,"Linda Vista Formation, red sandy soil, some clay.",http://cch2.org/portal/collections/individual/index.php?occid=500211,,,,,,,,,
SD00010598,2006-04-27,2006,4,27,117,integrifolia,San Diego,"Monte Vista Ranch (owned by The Nature Conservancy): S of Ramona, NW of San Vicente Reservoir; S of San Vicente Road along Chuckwagon Road onto the Ranch; just east of the electric lines in Longs Gulch",337,32.96528,-116.87167,,,,WGS84,cch2,500202,FFL,clay and mud soils with some granite outcrops,http://cch2.org/portal/collections/individual/index.php?occid=500202,,,,,,,,,
SD00010660,2004-03-23,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,,,,,,,,,
SDSU12547,1996-04-21,1996,4,21,112,menziesii,San Diego,"Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.",1433,32.975,-116.55417,,,,,cch2,386895,,"Alpine meadow near open mountain forest. Associated species: Collinsia parviflora, Limnanhes gracilis spp. parishii, Pinus jefferyi, Salix lasiolepis, various exotic grasses.",http://cch2.org/portal/collections/individual/index.php?occid=386895,,,,,,,,,
