specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
UCSB030061,1946-02-27,1946,2,27,58,,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,,34.463,-119.6906,500,,,NAD83,cch2,306002,,On chaparral slopes,http://cch2.org/portal/collections/individual/index.php?occid=306002,,,,,,,,,
UCSB032711,1991-05-05,1991,5,5,125,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,,34.495975,-119.123119,2000,,,WGS84,cch2,317277,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",http://cch2.org/portal/collections/individual/index.php?occid=317277,,,,,,,,,
UCSB030076,1968-04-11,1968,4,11,102,,Santa Barbara,100 feet northeast of East Camino Cielo Road; 0.7 mile from its junction with Highway 154; San Marcos Pass; Santa Ynez Mountains,,34.5111,-119.8131,500,,,NAD83,cch2,305990,,In a grassy meadow; between Pteridium aquilinum stand and Quercus agrifolia; on northeast-facing slope; in sandy loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305990,,,,,,,,,
UCSB030097,1984-02-26,1984,2,26,57,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,,34.7219,-119.9544,750,,,NAD83,cch2,306027,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306027,,,,,,,,,
UCSB030053,1961-02-25,1961,2,25,56,,Santa Barbara,"Along the Alamo Pintado Creek from 7-8 miles north of Los Olivos; base of Figueroa Mountain, Birabent Canyon, San Rafael Range",,34.748,-120.053,1000,,,NAD83,cch2,305949,,On grassy slope; under Quercus agrifolia,http://cch2.org/portal/collections/individual/index.php?occid=305949,,,,,,,,,
UCSB030402,1946-04-06,1946,4,6,96,menziesii,Kern,Summit of Tehachapi Pass,,35.101482,-118.283635,2000,,,WGS84,cch2,306022,,Sunny; moist pasteur,http://cch2.org/portal/collections/individual/index.php?occid=306022,,,,,,,,,
UCSB039252,1982-06-28,1982,6,28,179,integrifolia,Kern,"Alta Sierra, Greenhorn Mt. 8 miles above Lake Isabella, off Hwy 155. Private Property (L. Theroux) abutting Sequuoia Nat'l Forest.; 35.738698 -118.555895; 35.738698 -118.555895",1768,35.738698,-118.555895,500,,,,cch2,1894958,,,http://cch2.org/portal/collections/individual/index.php?occid=1894958,,,,,,,,,
UCSB030058,1938-04-25,1938,4,25,115,,Tulare,Jack Ranch; near Posey P.O.,,35.805,-118.681,5000,,,NAD27,cch2,305999,,,http://cch2.org/portal/collections/individual/index.php?occid=305999,,,,,,,,,
UCSB030065,1961-03-10,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,,,,,,,,,
UCSB030085,1979-04-15,1979,4,15,105,,Fresno,Ellwood Road; Wonder Valley,,36.784553,-119.289851,5000,,,WGS84,cch2,305981,,With Mimulus guttatus and Trifolium sp.; in moist woodland; loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305981,,,,,,,,,
UCSB030094,2003-05-29,2003,5,29,149,integrifolia,Los Angeles,"Transverse Ranges; Verdugo Mountains region; W end of mtns.; at jct. of Vendugo motorway and Wildwood Fire Road; (Burbank 7.5 Quad.; T2N R14W S26, SW1/4) UTM Zone; 3787689N 0378361E",,34.22062,-118.309877,266,"CPA, WW",Vendugo changed to Verdugo; Verdugo did not have junction with Wildwood Fire Rd but did have a junction with another Fire Rd that is connected to Wildwood Fire Rd; maybe double check coordinates? could not figure out what they were saying,WGS84,cch2,304795,,"Thick chaparral cover north slope; plant assoc.: Adenostoma fasciculatum, Ceanothus crassifolius, Heteromeles arbutifolia, Xylococcus bicolor, Cercocarpus betuloides, Fraxinus dipetala, Rhamnus ilicifoliam, Prunus ilicifolia, Lonicera subspicata denudata, Galium angustifolium, Eriophyllum confertiflorum, Mimulus aurantiacus, Delphinium cardinale, Filago californica, F. gallica, Rafinesquia californica, Uropappus lindleyi, Melica imperfecta, Pterostegia drymarioides, Clarkia unguiculata, C. epilobioides, Agrostis pallens, Hirschfeldia incana, Parietara hespera californica, Pentegramma triangularis, Dichelostemma capitatum, Eucrypta chrysanthemifolia, Thysanocarpus laciniatus, Crassula connata, Bromus rubens, B. sterilis, Githopsis diffusa, Nemophilia menziesii integrifolia, Lomatium lucidum, Senecio vulgaris and Polycarpon tetraphyllum; (abandones road, as the ranch north of here at mouth of canyon down at La Tuna Canyon burned down a long time ago); we went down into a small draw northeast of saddle, then came back up another canyon to the east of the main fire road on the crest of the ridge (Verdugo Motorway) basically a triangle",http://cch2.org/portal/collections/individual/index.php?occid=304795,,,,,,,,,
UCSB030055,1979-03-13,1979,3,13,72,,Santa Barbara,North of Santa Barbara County Health Building,,34.445172,-119.781779,513,"CPA, WW",,WGS84,cch2,305947,,In grassy field; with Erodium and Poaceae; in clay-loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305947,,,,,,,,,
UCSB030054,1983-04-15,1983,4,15,105,,San Luis Obispo,East Cuesta Ridge Rd.; 2 miles from junction with Hwy. 101,,35.336685,-120.616449,441,"CPA, WW",,WGS84,cch2,305948,,With Quercus agrifolia and Lithocarpus densiflorus; on slight N-facing slope; in rocky clay soil,http://cch2.org/portal/collections/individual/index.php?occid=305948,,,,,,,,,
UCSB030051,1963-04-11,1963,4,11,101,,Santa Clara,In field west of 12179 Hilltop Drive; Los Altos Hills,,37.360987,-122.113592,154,CPA,,WGS84,cch2,305951,,,http://cch2.org/portal/collections/individual/index.php?occid=305951,,,,,,,,,
UCSB030049,1963-04-21,1963,4,21,111,,Santa Barbara,Lower end of Lake Cachuma; 4.7 miles east of Armour Ranch Road on State Highway 150,,34.571785,-119.954207,441,CPA,"Assumed the collector meant the 154 and not the 150; the 150 is not near Lake Cachuma and does not have a junction with Armour ranch, but the 154 is and does",WGS84,cch2,305953,,,http://cch2.org/portal/collections/individual/index.php?occid=305953,,,,,,,,,
UCSB030043,1983-04-16,1983,4,16,106,,Monterey,On Hastings Natural History Reservation; 2 miles off of Martin Road; 10 miles southeast of Jamesburg-Arroyo Seco Rd.,,36.405676,-121.545925,3328,CPA,,WGS84,cch2,305959,,"South facing, clayey slope; with Poa sp. and occasional Quercus douglasii",http://cch2.org/portal/collections/individual/index.php?occid=305959,,,,,,,,,
UCSB030042,1983-05-08,1983,5,8,128,,Marin,On the Panoramic Highway; 2.3 miles south of its junction with Ridgecrest Blvd.,,37.892361,-122.625137,335,CPA,"Update: Measured from junction w/ Pan Toll road (originates from Ridgecrest blvd), set error halfway to Hwy 1 (DG). Panoramic Highway and Ridgecrest blvd do not have a junction. Error radius covers entire Panoramic Highway",WGS84,cch2,305960,,Steep southeast facing slope; with Poa sp.; on rocky clay soil; near occasional Quercus wislizenii,http://cch2.org/portal/collections/individual/index.php?occid=305960,,,,,,,,,
UCSB030041,1983-05-14,1983,5,14,134,,Kern,On dirt road; 2.3 miles south of Interstate 202; 8.8 miles west of Mojave,,35.07,-118.370327,10239,CPA,"Though CA 202 and Mojave are nearby each other, I couldn't find a location both 2.3 mi s of the 202 AND 8.8 mi w of Mojave",WGS84,cch2,305961,,Steep north-facing slope; in loam soil; with various Poa sp. and Bromus sp.,http://cch2.org/portal/collections/individual/index.php?occid=305961,,,,,,,,,
UCSB030040,1979-04-29,1979,4,29,119,,San Luis Obispo,At Lunch Meadow; East Cuesta Ridge Rd.; 2 miles from U.S. 101,,35.336994,-120.616637,546,CPA,,WGS84,cch2,305962,,With Plagiobothrys nothofuluus; in valley grassland; under Quercus agrifolia; in sandy-loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305962,,,,,,,,,
UCSB030039,1977-04-01,1977,4,1,91,,Santa Barbara,1/2 miles up trail on Happy Cyn. Road; 5 miles NE of Highway 154,,34.627069,-119.978032,1506,ME,,WGS84,cch2,305963,,"On open, dry, south facing slope; with Lasthenia chrysotoma and Orthocarpus purpurascens",http://cch2.org/portal/collections/individual/index.php?occid=305963,,,,,,,,,
UCSB030038,1980-02-28,1980,2,28,59,,Santa Barbara,On top of Little Pine Mtn.; Los Padres National Forest; Santa Inez; 0.2 mi. south of Happy Hollow Campground,,34.599213,-119.746679,693,ME,,WGS84,cch2,305964,,"With Pinus ponderosa, Pteridium aquilinum; growing on grassy hillside; in weathered, calcareous shale",http://cch2.org/portal/collections/individual/index.php?occid=305964,,,,,,,,,
UCSB030037,1984-02-18,1984,2,18,49,,Santa Barbara,1/2 mile from Figueroa Mtn. Rd.; on trail leading away from left side of road; opposite Tunnel Rd. sign,,34.741141,-119.999367,606,ME,,WGS84,cch2,305965,,Among grasses; on west facing slope; somewhat shaded by Arctostaphylos sp.; on clay soil,http://cch2.org/portal/collections/individual/index.php?occid=305965,,,,,,,,,
UCSB030036,1973-04-11,1973,4,11,101,,San Luis Obispo,Growing near Shell Creek on State Highway 58,,35.458649,-120.333518,400,ME,,WGS84,cch2,305966,,,http://cch2.org/portal/collections/individual/index.php?occid=305966,,,,,,,,,
UCSB030035,1960-05-09,1960,5,9,130,,Santa Barbara,"25 yds. E of road, on Refugio Canyon Rd.; 6.7 mi. N of intersection at Hwy. 101",,34.530427,-120.065895,102,ME,,WGS84,cch2,305967,,Beneath Quercus agrifolia; Baby Blue-eyes,http://cch2.org/portal/collections/individual/index.php?occid=305967,,,,,,,,,
UCSB030030,1962-03-18,1962,3,18,77,,San Luis Obispo,2.0 miles west of La Panza on main road to Santa Margarita,,35.356155,-120.247584,3937,ME,"not sure what ""main road"" means- uncertainty could probably be more or less",WGS84,cch2,305972,,On roadbank,http://cch2.org/portal/collections/individual/index.php?occid=305972,,,,,,,,,
UCSB030028,1982-04-12,1982,4,12,102,,San Luis Obispo,On Pozo Road 2 miles east of the city of Pozo,,35.31062,-120.346776,301,ME,,WGS84,cch2,305974,,"On vernally moist, south slope; with Pinus sabiniana, Vicia sp. and Calandrinia sp.; in clay soil",http://cch2.org/portal/collections/individual/index.php?occid=305974,,,,,,,,,
UCSB030056,1965-02-21,1965,2,21,52,,Monterey,1 mile west of Lockwood; 15 miles west of Highway 101 near Bradley,,35.937774,-121.106443,369,ME,,WGS84,cch2,305975,,In grassy field; coarse sand,http://cch2.org/portal/collections/individual/index.php?occid=305975,,,,,,,,,
UCSB030027,1975-03-20,1975,3,20,79,,Los Angeles,2 miles east of Stunt Rd.; from Mulholland Hwy.; Santa Monica Mountains,,34.092958,-118.622827,1320,ME,,WGS84,cch2,305977,,On a N-facing slope; in sandy rocky soil; by a stream; in a canyon,http://cch2.org/portal/collections/individual/index.php?occid=305977,,,,,,,,,
UCSB030088,1979-03-10,1979,3,10,69,,San Diego,Old Julian Highway; 4 miles southeast of Ramona,,33.049052,-116.787666,1049,ME,the place marker is more due east as opposed to southeast,WGS84,cch2,305978,,In grassland of Southern Oak Woodland; with Adenostoma and Erioganum,http://cch2.org/portal/collections/individual/index.php?occid=305978,,,,,,,,,
UCSB030087,1978-03-07,1978,3,7,66,,Tulare,Sequoia National Park; Shepherd Saddle Road; 0.8 mi. above Corrals; Ash Mnt.,,36.492704,-118.845784,949,ME,,WGS84,cch2,305979,,"25 degree, east-facing slope; open grassland/Blue Oaks",http://cch2.org/portal/collections/individual/index.php?occid=305979,,,,,,,,,
UCSB030086,1967-03-26,1967,3,26,85,,San Luis Obispo,North shore of Lake Nacimiento; near Bee Rock Campground; access by Interlake and Bee Rock Roads,,35.754626,-120.933691,401,DC,,WGS84,cch2,305980,,With Quercus dumosa and Amsinkia intermedia; on steep east-facing slope; in sandy-clay soil,http://cch2.org/portal/collections/individual/index.php?occid=305980,,,,,,,,,
UCSB030084,1967-02-12,1967,2,12,43,,Colusa,Along roadside of Wilber Springs Road; 1.4 miles south of Wilber Springs; in Northern inner Coastal Ranges,,39.026888,-122.427175,478,DC,,WGS84,cch2,305982,,On east-facing slope; in serpentine soil,http://cch2.org/portal/collections/individual/index.php?occid=305982,,,,,,,,,
UCSB030083,1940-03-21,1940,3,21,81,,Sonoma,At junction of Pleasant Avenue Road and Chalk Hill Road; 2-3 miles southeast of Windsor,,38.540389,-122.774345,63,DC,,WGS84,cch2,305983,,"In open, grassy field",http://cch2.org/portal/collections/individual/index.php?occid=305983,,,,,,,,,
UCSB030082,1962-03-30,1962,3,30,89,,Santa Barbara,At summit of San Marcos Pass; 8 miles northwest of Santa Barbara,,34.503618,-119.802956,2639,DC,,WGS84,cch2,305984,,On grassy hillside; in shade,http://cch2.org/portal/collections/individual/index.php?occid=305984,,,,,,,,,
UCSB030080,1967-03-22,1967,3,22,81,,San Bernardino,Green Canyon Creek; Calif. 38; 1.4 miles west of Thurman Flats Campground; in the San Bernardino Mtns.,,34.092978,-117.03341,1900,DC,,WGS84,cch2,305986,,"With Quercus spp., Encelia farinosa, and grasses; on stream bank; on south slope; in loam soil",http://cch2.org/portal/collections/individual/index.php?occid=305986,,,,,,,,,
UCSB030078,1950-03-18,1950,3,18,77,,Contra Costa,Saddle between North and South Peaks of Mount Diablo,,37.881702,-121.914268,1807,DC,,WGS84,cch2,305988,,"Gravelly soil, in open",http://cch2.org/portal/collections/individual/index.php?occid=305988,,,,,,,,,
UCSB030075,1977-05-24,1977,5,24,144,,Mariposa,On Jersey Valley Rd.; 2 1/2 mi. from Scott Rd.,,37.533881,-119.835737,3442,DC,,WGS84,cch2,305991,,In a meadow; associated with Quercus lobata and Bromus mollis,http://cch2.org/portal/collections/individual/index.php?occid=305991,,,,,,,,,
UCSB030074,1962-03-18,1962,3,18,77,,Santa Barbara,3.7 miles south of Tepusquet Canyon Road on Foxen Canyon Road,,34.815291,-120.223705,811,DC,,WGS84,cch2,305992,,On sandstone roadcut,http://cch2.org/portal/collections/individual/index.php?occid=305992,,,,,,,,,
UCSB030072,1959-03-28,1959,3,28,87,,Santa Barbara,500 yds. below Lake Cachuma Look Out Point; 50 yds. from Lake,,34.580385,-119.973406,288,DC,,WGS84,cch2,305994,,Growing beneath the oaks; on loam soil; many grasses present,http://cch2.org/portal/collections/individual/index.php?occid=305994,,,,,,,,,
UCSB030071,1954-04-05,1954,4,5,95,,Santa Barbara,Middle Camp; Upper Santa Barbara Ynez Valley,,34.510775,-119.579638,1185,DC,,WGS84,cch2,305995,,"Shaded woodland meadow; """"Baby Blue Eyes""""",http://cch2.org/portal/collections/individual/index.php?occid=305995,,,,,,,,,
UCSB030070,1952-02-27,1952,2,27,58,,Santa Barbara,Above Rattlesnake Cnyn. Dam; 150 ft. NE of Las Canoas Rd.; Santa Barbara,,34.458054,-119.692398,300,DC,,WGS84,cch2,305996,,W-slope; woodland habitat,http://cch2.org/portal/collections/individual/index.php?occid=305996,,,,,,,,,
UCSB030057,1963-04-10,1963,4,10,100,,Los Angeles,"5.3 miles north of U.S. Highway 66; on San Dimas Canyon Road, San Dimas",,34.175004,-117.762659,1200,DC,,WGS84,cch2,305998,,In clumps; on streambank; in rocky soil,http://cch2.org/portal/collections/individual/index.php?occid=305998,,,,,,,,,
UCSB030059,1961-03-19,1961,3,19,78,,Santa Barbara,1 yd. S of W Camino Ciello; 0.6 road mi. E of Refugio Road (=Refugio Beach County Park- Santa Ynez road); Santa Ynez Mountains,,34.533981,-120.054986,65,DC,,WGS84,cch2,306000,,Foothill Woodland-Chaparral,http://cch2.org/portal/collections/individual/index.php?occid=306000,,,,,,,,,
UCSB030060,1967-03-11,1967,3,11,70,,Santa Barbara,About 1 mile southeast of Vandenberg Village; 3 miles south of Lompoc,,34.684205,-120.453205,9125,DC,Update: Good fix to probably typo. States opposing directions. Marker is located ~1mi south Vandenberg Village and 3 miles NORTH of Lompoc. Margin of error encompasses 3mi SOUTH of Lompoc.,WGS84,cch2,306001,,In sandy soil; in grassy openings; in chaparral,http://cch2.org/portal/collections/individual/index.php?occid=306001,,,,,,,,,
UCSB030062,1960-04-10,1960,4,10,101,,San Luis Obispo,.8 mile up Cambria Pines lodge Rd.,,35.558554,-121.08053,741,DC,,WGS84,cch2,306003,,"Growing in moist, shaded soil",http://cch2.org/portal/collections/individual/index.php?occid=306003,,,,,,,,,
UCSB030063,1979-04-04,1979,4,4,94,,Santa Barbara,On east side of bend in Figueroa Mtn. Road; 17.6 miles east from junction with Route 154; San Rafael Mtns.,,34.722241,-119.967796,423,DC,,WGS84,cch2,306004,,"With Lupinus nanus and Capsella bursapastoris; on disturbed, west-facing road-cut; in clay-loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306004,,,,,,,,,
UCSB030066,1974-02-16,1974,2,16,47,,Santa Barbara,Running Springs Ranch on Happy Canyon Rd.; about 6 mi. from Armour Ranch Rd.; in Santa Ynez Valley,,34.646287,-119.95286,320,DC,,WGS84,cch2,306007,,Found under Quercus agrifolia; on steep N-facing slope; in clay soil,http://cch2.org/portal/collections/individual/index.php?occid=306007,,,,,,,,,
UCSB030067,1979-04-13,1979,4,13,103,,San Luis Obispo,2 mi. east of Hwy. 101 on E. Cuesta Ridge Rd.,,35.336752,-120.615059,2291,DC,,WGS84,cch2,306008,,With Calandrinia ciliata and Orthocarpus purpurascens; in grassy meadow; in clay soil,http://cch2.org/portal/collections/individual/index.php?occid=306008,,,,,,,,,
UCSB030068,1966-04-09,1966,4,9,99,,San Luis Obispo,10 miles S of Shandon,,35.529202,-120.328741,4022,DC,"Measured along Shell Creek road, set error halfway to Wilson Corner (DG)",WGS84,cch2,306009,,Grassland,http://cch2.org/portal/collections/individual/index.php?occid=306009,,,,,,,,,
UCSB030091,1972-03-20,1972,3,20,80,atomaria,Humboldt,0.6 mi. along Black Sands Rd. from Shelter Cove Rd. junction; Shelter Cove,,40.028633,-124.072493,935,DC,,WGS84,cch2,306010,,In grassy roadside soil,http://cch2.org/portal/collections/individual/index.php?occid=306010,,,,,,,,,
UCSB030090,1962-04-17,1962,4,17,107,atomaria,Marin,End of road at tip of Point Reyes Peninsula,,37.994572,-123.005338,1691,DC,,WGS84,cch2,306011,,Exposed slope,http://cch2.org/portal/collections/individual/index.php?occid=306011,,,,,,,,,
UCSB030089,1962-04-17,1962,4,17,107,atomaria,Santa Clara,California Highway 9; 1.5 miles west of junction with Highway 5; 14 miles east of Big Basin,,37.260225,-122.108902,2177,WW,highway 9 does not have a junction with highway 5; coordinates found measuring 14 miles east of big basin on highway 9,WGS84,cch2,306012,,Growing beside shaded path,http://cch2.org/portal/collections/individual/index.php?occid=306012,,,,,,,,,
UCSB030092,1939-05-14,1939,5,14,134,atomaria,Sonoma,Bodega State Park,,38.420078,-123.102643,4388,WW,bodega state park could not be found (probably existed bc web results show some people citing the plate); possibly renamed to sonoma coast state park which is what was used for coordinates,WGS84,cch2,306013,,,http://cch2.org/portal/collections/individual/index.php?occid=306013,,,,,,,,,
UCSB030409,1995-04-01,1995,4,1,91,menziesii,Lake,"Jct. Hwys. 29 and 175; ca. 3 mi. SE of Kelseyville; Kelseyville U.S.G.S. Quadrangle, 15'; SE 1/4 of SW 1/4 Sect. 30; T18N, R8W",,38.942505,-122.792305,343,WW,,WGS84,cch2,306015,,,http://cch2.org/portal/collections/individual/index.php?occid=306015,,,,,,,,,
UCSB030407,1975-03-23,1975,3,23,82,menziesii,Santa Barbara,E. fork Cold Springs burn; 100 yds. S of Cold Springs- Hot Springs trail saddle; 1 mi. by trail on E. fork of Cold Springs trail; Mountain Dr.; Montecito,,34.462288,-119.649533,62,WW,Cold Springs Burn=Montecito Creek?; could not find Cold Springs/Hot Springs trail saddle (there is a cold springs trail saddle); coordinates found by measuring one mile from where Cold Springs Canyon Trail splits into West Fork Cold Springs Trail and Cold Springs Canyon Trail; used mapnik feature to find trails,WGS84,cch2,306017,,Among grasses and Cardamine oligosperma; on W-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=306017,,,,,,,,,
UCSB030401,1981-04-18,1981,4,18,108,menziesii,San Luis Obispo,Near Shell Creek in Avenales Wildlife Area; 19 miles from Santa Margarita on highway 58,,35.485976,-120.327035,2187,WW,measured 19 miles East from Santa Margarita on highway 58; Could not find Avenales Wildlife Area;,WGS84,cch2,306023,,"With Layia platyglossa and Lasthenia chrysostoma; on flat, sandy area",http://cch2.org/portal/collections/individual/index.php?occid=306023,,,,,,,,,
UCSB030100,1961-03-28,1961,3,28,87,menziesii,El Dorado,By Highway 49; 10 miles south of El Dorado; 15 miles south of Placerville; Sierra Nevada Foothills,,38.53771,-120.847715,1285,WW,,WGS84,cch2,306024,,Oak Woodland; moist roadside,http://cch2.org/portal/collections/individual/index.php?occid=306024,,,,,,,,,
UCSB030099,1978-04-02,1978,4,2,92,menziesii,Santa Barbara,On Figueroa Mountain Road trail; trailhead 1.5 miles from the Figueroa Mountain Station,,34.742205,-120.025206,871,WW,"UPDATE: Likely referring to Figueroa Mountain Ranger station. Measuring 1.5 mi both directions, there is a trail head close to the eastern measurement point (placed marker) Set error halfway to ranger station (DG). could not find figueroa mountain road trail; locality placed on Forest Service Road SN16 and uncertainty determined by halfway of 1.5 miles East from Figueroa Mountain Station (Figueroa Forest Service Ranger Station?)",WGS84,cch2,306025,,With Ceanothus sp. and Lupinus nanus; on south facing slope; in clay-loam soil,http://cch2.org/portal/collections/individual/index.php?occid=306025,,,,,,,,,
UCSB030096,1978-04-09,1978,4,9,99,menziesii,Santa Barbara,San Marcos Pass Road west right on Figueroa Mountain Road; about 2 miles north of Figueroa Mountain Campground; on east side of road,,34.744512,-119.984483,238,ME,not sure if they went north on Zaca Ridge Rd. or Forest Service Rd. 8N16,WGS84,cch2,306028,,With Pinus ponderosa and Avena sp.; in rocky soil; on a west-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=306028,,,,,,,,,
UCSB030095,1984-02-25,1984,2,25,56,menziesii,Santa Barbara,Figueroa Mountain Road; 4 miles off San Marcus; 2.5 miles past campground while ascending; 10 meters off side of road; San Raphael Mountains,,34.721678,-119.95211,448,DG,"Likely means Figueroa campground. Measured heading east (upward in elevation), set error to include junction w Forest Service road (DG). can't find campground they were referring; the campgrounds start much farther than 4 miles up the mountain",WGS84,cch2,306029,,"With Quercus, Geraniaceae, Pinus; on west-facing, gentle slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306029,,,,,,,,,
UCSB030410,1979-04-08,1979,4,8,98,menziesii,Santa Barbara,"Approximately 1.5 miles east of Ranger Peak, Figueroa Mountain",,34.721635,-119.920094,853,ME,,WGS84,cch2,306030,,"Along a northeast facing shale covered slope; found with Quercus wislizenii, Psuedotsuga macrocarpa, Q. chrysolepis",http://cch2.org/portal/collections/individual/index.php?occid=306030,,,,,,,,,
