specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
UC67153,1894-03-28,1894,3,28,87,integrifolia,San Diego,Encinitas,106.8,33.0435,-117.2639,3218,,,WGS84,cch2,3155222,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3155222,,,,,,,,,
UC486458,1932-06-01,1932,6,1,153,integrifolia,San Diego,Banner Grade,937.52,33.0782,-116.565,2575,,,WGS84,cch2,3153009,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3153009,,,,,,,,,
UC67154,1904-04-04,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,,,,,,,,,
UC24270,1894-04-01,1894,4,1,91,integrifolia,San Diego,Witch Creek,840.93,33.08272,-116.71691,3621,,,WGS84,cch2,3149419,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149419,,,,,,,,,
UC501545,1929-03-31,1929,3,31,90,,San Diego,"e Julian (Foster Grade, just below Banner); Foster Grade, e of Julian, just below Banner",1024.72,33.0828,-116.572,2575,,,WGS84,cch2,3333803,Flowering/Fruiting,growing under bushes,http://cch2.org/portal/collections/individual/index.php?occid=3333803,,,,,,,,,
UC168372,1894-06-16,1894,6,16,167,integrifolia,San Diego,El Volcan,1628.07,33.10202,-116.57905,403,,,WGS84,cch2,3151835,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3151835,,,,,,,,,
UC24212,1921-04-09,1921,4,9,99,,San Diego,Santa Ysabel,911.02,33.10921,-116.67308,1609,,,WGS84,cch2,3455119,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3455119,,,,,,,,,
UC1019605,1926-03-19,1926,3,19,78,,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,743.04,33.1125,-116.523,1609,,,WGS84,cch2,3293194,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3293194,,,,,,,,,
UC489143,1927-04-01,1927,4,1,91,integrifolia,San Diego,Escondido,229.44,33.12177,-117.06739,4828,,,WGS84,cch2,3155182,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3155182,,,,,,,,,
UC880906,1940-04-12,1940,4,12,103,,San Diego,10 mi s Warner's Hot Springs; s of Warner's Hot Springs,937.82,33.13577,-116.67753,4828,,,WGS84,cch2,3457909,Flowering/Fruiting,wash in chaparral,http://cch2.org/portal/collections/individual/index.php?occid=3457909,,,,,,,,,
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,,,,,,,,,
UC880913,1911-04-01,1911,4,1,91,,San Diego,Warners Springs,953.84,33.2817,-116.6336,3698,,,WGS84,cch2,3372248,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3372248,,,,,,,,,
UC880915,1913-04-09,1913,4,9,99,,San Diego,Warner's Hot Springs,956.05,33.2842,-116.63113,2414,,,WGS84,cch2,3348015,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3348015,,,,,,,,,
UC1745872,1947-05-18,1947,5,18,138,integrifolia,San Diego,Summit of Hot Springs Mtn.,1900.8,33.31375,-116.57718,403,,,WGS84,cch2,3154564,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3154564,,,,,,,,,
UC666595,1942-04-19,1942,4,19,109,integrifolia,San Diego,road to Palomar Mt. 2 1/2 mi from summit; road to Palomar Mt.,1500.44,33.3436,-116.8804,401,,,WGS84,cch2,3151913,Flowering/Fruiting,"dry, sandy road bank",http://cch2.org/portal/collections/individual/index.php?occid=3151913,,,,,,,,,
UC24268,1901-05-17,1901,5,17,137,integrifolia,San Diego,"Palomar French Valley (Smith Mt.), Palomar ((Smith Mt.) French Valley)",1828,33.36033,-116.88417,2414,,,WGS84,cch2,3151291,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3151291,,,,,,,,,
UC310216,1926-05-01,1926,5,1,121,,San Diego,Oak Grove trail to Palomar Mt.; Oak Grove trail to Palomar Mt.,1524,33.37773,-116.82082,3219,,,WGS84,cch2,3260018,Flowering/Fruiting,dry slope,http://cch2.org/portal/collections/individual/index.php?occid=3260018,,,,,,,,,
UC1979638,1995-04-06,1995,4,6,96,integrifolia,San Diego,"Palomar Range, Agua Tibia Wilderness Area, northeastern flank of Agua Tibia Mountain, Arroyo Seco tributary at the north base of Eagle Crag, from the Wildhorse Trail east to the main trunk of Arroyo Seco.",975,33.410278,-116.958333,,,,WGS84,cch2,3157549,Flowering,Chaparral on slopes. Benches and mesic slopes with dense woodland of Quercus agrifolia.,http://cch2.org/portal/collections/individual/index.php?occid=3157549,,,,,,,,,
UC484259,1931-03-06,1931,3,6,65,,Orange,"1 mi below Trabuco Camp Ground (Trabuco Canyon, w slope Santa Ana Mts.); w slope Santa Ana Mts., Trabuco Canyon",609,33.67,-117.53,2736,,,NAD27,cch2,3468353,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3468353,,,,,,,,,
UC63800,1901-06-01,1901,6,1,152,integrifolia,Riverside,"wooded slopes and benches of the s side San Jacinto Mts. San Jacinto Mountains, Shingle Val. (Shingle Val.)",1371,33.6784,-116.648,7250,,,WGS84,cch2,3153568,Flowering/Fruiting,wooded slopes and benches of the s side mountains,http://cch2.org/portal/collections/individual/index.php?occid=3153568,,,,,,,,,
UC131504,1903-04-04,1903,4,4,94,integrifolia,Riverside,Elsinore,387.4,33.6814,-117.3608,4000,,,WGS84,cch2,3156824,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3156824,,,,,,,,,
UC144187,1904-04-04,1904,4,4,95,,Riverside,Elsinore,387.4,33.6814,-117.3608,4000,,,WGS84,cch2,3478292,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3478292,,,,,,,,,
UC495298,1932-03-24,1932,3,24,84,,Riverside,n Elsinore; n of Elsinore,304,33.70889,-117.36083000000001,,,,,cch2,3284947,Flowering/Fruiting,in damp grassy flats,http://cch2.org/portal/collections/individual/index.php?occid=3284947,,,,,,,,,
UC880909,1937-04-09,1937,4,9,99,,Riverside,Riverside-Hemet Road near Winchester turnoff; Riverside-Hemet Road,494.39,33.74,-117.0847,5000,,,WGS84,cch2,3311644,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3311644,,,,,,,,,
UC702011,1943-04-17,1943,4,17,107,,Riverside,on road to Elsinore 12 mi s Corona; s of Corona,367.86,33.7415,-117.4298,755,,,WGS84,cch2,3542472,Flowering/Fruiting,in partial shade of grass and low shrubs on sandy flats,http://cch2.org/portal/collections/individual/index.php?occid=3542472,,,,,,,,,
UC63799,1901-05-17,1901,5,17,137,integrifolia,Riverside,Strawberry Valley fide Herb. Jepson! according to L. Constance 1938 Strawberry Valley fide Herb. Jepson! according to L. Constan,1632.48,33.74553,-116.71441,8047,,,WGS84,cch2,3153849,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3153849,,,,,,,,,
UC1242705,1962-03-16,1962,3,16,75,,Riverside,"8 mi se Corona (Temescal Canyon); se of Corona, Temescal Canyon",337.32,33.76088,-117.48075,894,,,WGS84,cch2,3392075,Flowering/Fruiting,on open hillside and forming patches 10-12 ft broad,http://cch2.org/portal/collections/individual/index.php?occid=3392075,,,,,,,,,
UC24223,1897-03-20,1897,3,20,79,,Riverside,Temescal Mine,402.09,33.7866,-117.4363,7400,,,WGS84,cch2,3394071,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3394071,,,,,,,,,
UC24216,1902-04-21,1902,4,21,111,,Riverside,Gavilan,680.91,33.8037,-117.3779,2500,,,WGS84,cch2,3540512,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3540512,,,,,,,,,
UC63801,1901-07-01,1901,7,1,182,integrifolia,Riverside,"Fuller's Mills Mountains San Jacinto Mountains, Fuller's Mills Mountains",1554,33.8139,-116.7394,1000,,,WGS84,cch2,3157989,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3157989,,,,,,,,,
UC1237990,1961-05-12,1961,5,12,132,integrifolia,Riverside,"1.6 mi se Poppet Flat Road (along road from Banning to Idylwild, San Jacinto Mountains); San Jacinto Mountains, rd fr Banning to Idylvild",1414.06,33.84547,-116.81934,420,,,WGS84,cch2,3163730,Flowering/Fruiting,in Quercus douglassii woodland,http://cch2.org/portal/collections/individual/index.php?occid=3163730,,,,,,,,,
UC1607998,1935-03-16,1935,3,16,75,,Orange,n Fullerton; n of Fullerton,60,33.87,-117.94,4828,,,NAD27,cch2,3454303,Flowering/Fruiting,among moist grass along hillside road,http://cch2.org/portal/collections/individual/index.php?occid=3454303,,,,,,,,,
UC1537401,1935-02-22,1935,2,22,53,,Riverside,Mockingbird Canyon,457,33.8701,-117.3882,4300,,,WGS84,cch2,3246403,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3246403,,,,,,,,,
UC643397,1930-04-09,1930,4,9,99,,Riverside,n Banning; n of Banning,776.29,33.933,-116.9,5000,,,WGS84,cch2,3446855,Flowering/Fruiting,grassy flat,http://cch2.org/portal/collections/individual/index.php?occid=3446855,,,,,,,,,
UC1537400,1935-03-01,1935,3,1,60,,Riverside,Box Springs,365,33.9456,-117.2921,2000,,,WGS84,cch2,3392774,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3392774,,,,,,,,,
UC64044,1895-04-20,1895,4,20,110,integrifolia,San Bernardino,Edgar Canyon San Bernardino Mts. Edgar Canyon (San Bernardino Mts.),1022.97,33.9975,-116.9604,3000,,,WGS84,cch2,3154626,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3154626,,,,,,,,,
UC24266,1897-03-15,1897,3,15,74,integrifolia,Los Angeles,Santa Monica,31.79,34.01944,-118.49028,,,,,cch2,3148545,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3148545,,,,,,,,,
UC126807,1906-05-19,1906,5,19,139,integrifolia,San Bernardino,"Crow Canyon, hills between Redlands and Yucaipa",647.49,34.03652,-117.12173,1876,,,WGS84,cch2,3164064,Flowering/Fruiting,hills,http://cch2.org/portal/collections/individual/index.php?occid=3164064,,,,,,,,,
UC56413,1903-03-01,1903,3,1,60,,Los Angeles,Elysian Park,181.55,34.07944,-118.23667,,,,,cch2,3199808,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3199808,,,,,,,,,
SFV112667,1961-05-20,1961,5,20,140,,Los Angeles,"Santa Monica Mountains; Old Topanga Canyon Road, 0.5 miles west of New Topanga Canyon Road, south of highway.",245,34.09,-118.61,1000,,,,cch2,613397,Flowering,Wooded area.,http://cch2.org/portal/collections/individual/index.php?occid=613397,,,,,,,,,
SFV112675,1961-03-10,1961,3,10,69,integrifolia,Los Angeles,"Santa Monica Mountains; Old Topanga Canyon Road, about 0.25 miles west of Topanga Canyon Blvd.",245,34.09,-118.61,1000,,,,cch2,613414,Flowering,Open grassy field and wooded hillside with Quercus and Rhus.,http://cch2.org/portal/collections/individual/index.php?occid=613414,,,,,,,,,
UC56876,1902-04-30,1902,4,30,120,,Los Angeles,North Pomona,318.79,34.09,-117.74944,,,,,cch2,3334198,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3334198,,,,,,,,,
UC535387,1929-04-01,1929,4,1,91,integrifolia,Los Angeles,"Mandeville Canyon Santa Monica Mountains, Mandeville Canyon",350,34.09394,-118.50264,4265,,,NAD27,cch2,3147457,Flowering/Fruiting,grassy bottom,http://cch2.org/portal/collections/individual/index.php?occid=3147457,,,,,,,,,
UC536816,1934-03-23,1934,3,23,82,,San Bernardino,Upland,370.05,34.094533,-117.648592,2400,,,WGS84,cch2,3431429,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3431429,,,,,,,,,
UC24271,1896-05-15,1896,5,15,136,integrifolia,San Bernardino,vicinity San Bernardino; vicinity of San Bernardino,304,34.113067,-117.291902,10000,,,WGS84,cch2,3149640,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149640,,,,,,,,,
UC126922,1906-04-20,1906,4,20,110,integrifolia,San Bernardino,San Bernardino Valley,300,34.113067,-117.291902,10000,,,WGS84,cch2,3162800,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3162800,,,,,,,,,
UC24221,1888-05-01,1888,5,1,122,,San Bernardino,San Bernardino,325.7,34.113067,-117.291902,10000,,,WGS84,cch2,3515978,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3515978,,,,,,,,,
UC24220,1898-04-02,1898,4,2,92,,San Bernardino,San Bernardino,325.7,34.1131,-117.2919,10000,,,WGS84,cch2,3515989,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3515989,,,,,,,,,
UC67156,1903-02-01,1903,2,1,32,,Los Angeles,Griffith Park,371.53,34.134533,-118.30477,3384,,,NAD27,cch2,3347073,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3347073,,,,,,,,,
UC24264,1882-04-01,1882,4,1,91,integrifolia,Los Angeles,Pasadena,263.41,34.14778,-118.14361,,,,,cch2,3162326,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3162326,,,,,,,,,
UC449910,1903-03-01,1903,3,1,60,integrifolia,Los Angeles,Pasadena,263.41,34.14778,-118.14361,,,,,cch2,3163416,Flowering/Fruiting,not poisoned,http://cch2.org/portal/collections/individual/index.php?occid=3163416,,,,,,,,,
UC284099,1903-04-01,1903,4,1,91,integrifolia,Los Angeles,near Pasadena; near Pasadena,263.41,34.14778,-118.14361,,,,,cch2,3163959,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3163959,,,,,,,,,
UC373304,1882-05-01,1882,5,1,121,integrifolia,Los Angeles,Pasadena,249.86,34.152867,-118.121454,6700,,,WGS84,cch2,3149658,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149658,,,,,,,,,
UC1426018,1973-03-29,1973,3,29,88,,Los Angeles,"Evey Canyon San Gabriel Mountains, Evey Canyon (0.3 mi from mouth canyon, San Gabriel Mountains)",713,34.166069,-117.683611,150,,,WGS84,cch2,3282758,Flowering/Fruiting,along roadside in open grassy area of mixed evergreen forest 0.3 mi from mouth canyon,http://cch2.org/portal/collections/individual/index.php?occid=3282758,,,,,,,,,
UC1400331,1971-06-09,1971,6,9,160,integrifolia,San Bernardino,"Cucamonga Canyon along truck trail San Bernardino National Forest, San Gabriel Mts.",792,34.18067,-117.63038,2000,,,WGS84,cch2,3151236,Flowering/Fruiting,along truck trail,http://cch2.org/portal/collections/individual/index.php?occid=3151236,,,,,,,,,
UC284097,1917-04-01,1917,4,1,91,integrifolia,San Bernardino,Cucamonga Canyon,914,34.1859,-117.6217,3000,,,WGS84,cch2,3148557,Flowering/Fruiting,sahdy bank,http://cch2.org/portal/collections/individual/index.php?occid=3148557,,,,,,,,,
UC197349,1885-04-01,1885,4,1,91,integrifolia,San Bernardino,East Twin Creek,609,34.1861,-117.2557,2000,,,WGS84,cch2,3152982,Flowering/Fruiting,foothills,http://cch2.org/portal/collections/individual/index.php?occid=3152982,,,,,,,,,
SFV112673,2001-05-16,2001,5,16,136,integrifolia,Los Angeles,San Rafael Hills; San Rafael Hills. Ridgetop along trailside on Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,457,34.19525,-118.2065833,1000,,,,cch2,616273,Flowering,"Associated plants included: Acourtia microcephala, Adenostoma fasciculatum, Anthriscus caucalis, Brassica, Bromus diandrus, Bromus sterilis, Centaurea melitensis, Cercocarpus betuloides, Eucrypta chrysanthemifolia, Hesperocnide tenella, Marah macrocarpus, Paeonia californica, Quercus berberidifolia, Quercus engelmannii X Q. durata, Rhus trilobata, Ribes aureum, Salvia mellifera, Solanum douglasii, and Sambucus mexicana.",http://cch2.org/portal/collections/individual/index.php?occid=616273,,,,,,,,,
UC1375274,1971-06-05,1971,6,5,156,integrifolia,San Bernardino,"San Sevaine Cow Camp San Bernardino National Forest, San Gabriel Mts. (San Gabriel Mts.)",1417,34.2023,-117.4873,500,,,WGS84,cch2,3148497,Flowering/Fruiting,"on burns; yellow pine forest with Quercus kelloggii, Pinus labertiana, Q. chrysolepis",http://cch2.org/portal/collections/individual/index.php?occid=3148497,,,,,,,,,
SFV112679,2003-02-10,2003,2,10,41,menziesii,Los Angeles,Verdugo Mountains; South side of Verdugo Mountains along dirt road (Brand Park Motorway) to top of crest at Verdugo Motorway. South side of slope at saddle of Verdugo Motorway and Brand Park Motorway on the crest of mountains.,823,34.20333333,-118.2647222,1000,,,,cch2,611803,Flowering,"Fire (Summer-Fall 2002) didn't burn down the north side of the mountains. Plants coming back are: Camissonia californica, Hirschfeldia incana, Ambrosia acanthicarpa, Schismus barbatus, Erodium cicutarium, Filago californica, F. gallica, Lupinus bicolor, Cryptantha intermedia, Pterostegia drymarioides, Bromus madritensis rubens, Lotus strigosus, Nemophila menziesii, and Chenopodium sp. Resprouting on south side of crest were: Malosma laurina, Adenostoma fasciculatum, Yucca whipplei, and Marah macrocarpus. At top of crest were: Arctostaphylos glandulosa, Hazardia squarrosa grindeliodes, and Delphinium cardinale resprouting. Near top but on north side were: Cercocarpus betuloides, Leptodactyloon californicum, Keckiella cordifolia, Ceanothus crassifolius, Arctostaphylos glauca, and Xylococcus bicolor (half of shrub burned and vigorously resprouting back).",http://cch2.org/portal/collections/individual/index.php?occid=611803,,,,,,,,,
UC314574,1926-05-07,1926,5,7,127,integrifolia,San Bernardino,Waterman Canyon,844.52,34.204324,-117.281563,3200,,,WGS84,cch2,3149649,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149649,,,,,,,,,
UC126808,1906-05-29,1906,5,29,149,integrifolia,San Bernardino,southern slope San Bernardino Mts.,1066,34.2092,-117.2866,4000,,,WGS84,cch2,3158457,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3158457,,,,,,,,,
UC284098,1917-06-08,1917,6,8,159,integrifolia,San Bernardino,"Canyon Diablo San Bernardino Mts., Canyon Diablo",609,34.2147,-117.3343,3500,,,WGS84,cch2,3149091,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149091,,,,,,,,,
SFV112670,1978-04-19,1978,4,19,109,integrifolia,Los Angeles,Verdugo Mountains; About 2 miles from end of Walnut Ave. on Stough Canyon fire road.,610,34.22,-118.31,1000,,,,cch2,613410,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613410,,,,,,,,,
UC450875,1931-03-07,1931,3,7,66,,Los Angeles,"Vineland Ave. , Vineland Ave. (Roscoe)",251.29,34.220536,-118.370733,1600,,,WGS84,cch2,3272449,Flowering/Fruiting,waste land growing under cactus,http://cch2.org/portal/collections/individual/index.php?occid=3272449,,,,,,,,,
UC880911,1920-07-08,1920,7,8,190,integrifolia,Los Angeles,Mt. Wilson,609,34.22639,-118.06528,,,,,cch2,3161354,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3161354,,,,,,,,,
SFV112672,2002-04-04,2002,4,4,94,integrifolia,Los Angeles,Verdugo Mountains; Southwest side. From saddle along main crest where the dirt roads of Verdugo Mountain Way and Chandler Fire Road meet (Thomas Guide 1998 street guide and directory) head north down Wildwood Fire Road (closed road and plants growing back onto road) to old home site near La Tuna Canyon Road.,532,34.22769444,-118.322,1000,,,,cch2,611352,Flowering,"Associated with: Mimulus aurantiacus, Eriogonum fasciculatum, Lessingia filaginifolia, Melica imperfecta, Artemisia californica, Eriophyllum confertiflorum, Heteromeles arbutifolia, Cercocarpus betuloides, Adenostoma fasciculatum, Prunus ilicifolia, Lithophragma affine, plus ferns of Aspidotis californica, Polypodium californicum, and Pentagramma triangularis.",http://cch2.org/portal/collections/individual/index.php?occid=611352,,,,,,,,,
UC168373,1889-06-11,1889,6,11,162,integrifolia,San Bernardino,near summit Waterman's Canyon; near Summit Waterman's Canyon,1219,34.2281,-117.301,1200,,,WGS84,cch2,3157399,Flowering/Fruiting,dry slope,http://cch2.org/portal/collections/individual/index.php?occid=3157399,,,,,,,,,
UC1562873,1987-05-24,1987,5,24,144,integrifolia,San Bernardino,"on Hwy 18 ca 1 mi w Rim Forest ((Rim of the World Dr), head of Strawberry Creek in San Bernardino Mts.); San Bernardino Mts., w of Rim Forest, Strawberry Creek",1676,34.2291,-117.2331,805,,,NAD27,cch2,3160619,Flowering/Fruiting,"in shade oftrees; hd creek; grassy e-fcg slopes mixed forest of Calocedrus, sugar pine & Q. kelloggi",http://cch2.org/portal/collections/individual/index.php?occid=3160619,,,,,,,,,
SFV112668,1994-05-14,1994,5,14,134,,Los Angeles,San Gabriel Mountains; 1 miles west on 2N23 from Newcomb's Saddle.,950,34.24,-118.02,1000,,,,cch2,613407,Flowering,"Chaparral - conifer-oak woodlands. Dominant associates include Pseudotsuga macrocarpa, Quercus berberidifolia, Quercus chrysolepis, Rhus ovata, Ceanothus leucodermis, and Ceanothus integerrimus.",http://cch2.org/portal/collections/individual/index.php?occid=613407,,,,,,,,,
SFV112666,1962-06-02,1962,6,2,153,,Los Angeles,San Gabriel Mountains; Roadside along Route 2 (Angeles Crest Highway) about 5 miles north of La Canada.,793,34.25,-118.19,1000,,,,cch2,613396,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613396,,,,,,,,,
UC880908,1935-06-05,1935,6,5,156,integrifolia,San Bernardino,"Sawpit Canyon San Bernardino Mts., Sawpit Canyon",1270,34.264,-117.3371,2500,,,WGS84,cch2,3151378,Flowering/Fruiting,deep shade on slope,http://cch2.org/portal/collections/individual/index.php?occid=3151378,,,,,,,,,
SFV112678,1998-05-28,1998,5,28,148,menziesii,Los Angeles,San Gabriel Mountains; Arroyo Seco near Switzer Picnic Area.,976,34.26666667,-118.1416667,1000,,,,cch2,613399,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613399,,,,,,,,,
UC1069189,1935-05-03,1935,5,3,123,integrifolia,San Bernardino,"1 1/2 mi nne of n end Grass Valley; Deep Creek Quad., San Bernardino NF, nne of Grass Valley",1463,34.287,-117.2157,805,,,NAD27,cch2,3147315,Flowering/Fruiting,Veg. Type: J Cp B ; sw slope,http://cch2.org/portal/collections/individual/index.php?occid=3147315,,,,,,,,,
UC1979852,2008-05-21,2008,5,21,142,integrifolia,San Bernardino,Transverse Ranges; San Bernadino Mountains region: East of Rock Camp Station. North of Lake Arrowhead.,1469,34.28903,-117.20592,,,,,cch2,3154326,Flowering/Fruiting,Northwest raining dry draw (dry at this point) that drains into the stream east of Rock Camp Station. This stream empties into Willow Creek. This draw is east of the stream. Grassy and sandy soil in draw.,http://cch2.org/portal/collections/individual/index.php?occid=3154326,,,,,,,,,
SFV112659,1995-04-09,1995,4,9,99,,Los Angeles,"San Gabriel Mountains; Angeles Forest Highway, 3.5 miles north of junction with Angeles Crest Highway. 100 m off highway.",915,34.3,-118.15,1000,,,,cch2,607801,Flowering,"Dominant associates include: Quercus berberidifolia, Eriogonum fasciculatum, and Ceanothus integerrimus. Other associates include Nemophila menziesii, Claytonia perfoliata, Avena barbata, and Castilleja affinis.",http://cch2.org/portal/collections/individual/index.php?occid=607801,,,,,,,,,
UC1518672,1979-05-10,1979,5,10,130,integrifolia,San Bernardino,"on road to Silverwood Lake above stream in Horsethief Canyon (s of junction with road to Hesperia); above stream Horsethief Canyon, rd to Hesperia",1097,34.30317,-117.337528,900,,,WGS84,cch2,3148507,Flowering/Fruiting,desert transition chaparral; in shade of large granitic boulders and shrubs,http://cch2.org/portal/collections/individual/index.php?occid=3148507,,,,,,,,,
