ID1,ID2,lat,long,el
PASA2115,1930,35.291071,-118.627869,400.02
PGM5923,1956,36.359849,-121.605476,969.38
PGM5926,1963,35.860185,-120.583716,421.57
POM17609,1923,35.7377404,-120.0468061,264.87
POM17632,1923,35.129942,-118.439018,1219.54
POM318298,1971,35.706898,-118.737311,1037
POM3486,1909,34.126238,-117.713942,452.38
POM3510,1918,34.060978,-117.769445,254.98
POM3534,1916,34.097013,-117.709445,362.89
POM3739,1909,34.126238,-117.713942,452.38
POM97226,1925,33.242538,-116.647948,1037
POM97447,1925,35.627796,-119.0167,318.53
POM273280,1966,38.170973,-122.123564,4.35
POM289746,1928,38.887586,-123.064153,549
POM65260,1902,38.33325,-123.048057,14.7
HSC79847,1971,34.265292,-117.843992,610
POM184665,1932,34.379062,-118.159504,1524
POM214383,1932,34.08546,-118.503724,457
POM3470,1906,34.126238,-117.713942,366
POM3509,1918,33.949625,-117.780364,338.73
POM3611,1916,34.096924,-117.707345,364.37
POM3619,1909,34.214863,-117.718405,1210.33
POM49021,1924,34.235426,-117.188881,1524
POM8272,1920,34.089922,-118.603534,152
POM97180,1925,32.890148,-116.44901,1524
PGM1065,1971,36.361806,-121.552704,555.71
PGM1097,1973,36.107751,-121.047864,127.38
PGM3838,1990,36.884011,-121.730164,16.9
POM125920,1920,36.156686,-121.168825,158.07
POM181492,1923,39.865397,-121.71493100000001,414.35
POM196283,1928,37.980757,-121.047996,30
POM216812,1933,38.488905,-122.697259,239.76
POM216813,1934,38.203895,-120.375539,1029.36
POM225897,1929,36.990852,-119.430329,457
POM226856,1914,37.413787,-122.192403,47.4
POM289745,1930,37.428502,-122.170746,91
POM289749,1932,37.02413,-119.933904,244
POM318982,1965,34.483263,-119.781818,305
POM320432,1972,38.544747,-122.160482,274
POM346565,1971,39.004237,-122.762016,427
POM65271,1902,37.404062,-122.180243,140.2
POM65284,1903,37.797656,-122.465372,79.75
POM65315,1906,37.719608,-122.492317,5.25
POM65318,1898,38.619855,-122.858861,49.25
POM88220,1925,37.076334,-120.192949,77.06
POM88642,1925,36.489982,-121.200137,666.78
RSA75878,1925,32.59699,-116.65411,686
RSA421497,1938,32.8433,-116.4806,1503.53
RSA421498,1925,32.87988,-116.45768,1656.74
RSA421367,1929,32.99264,-116.56513,1407.68
RSA421370,1947,33.1992,-116.5986,1067
RSA75880,1930,33.2417,-116.7631,854
RSA12318,1934,33.26802,-117.17116,122
RSA69060,1938,33.27763,-116.85549,1050
RSA668058,1957,33.31277,-116.86427,1646
RSA69363,1951,33.33853,-116.8983,1372
RSA43793,1949,33.34176,-116.90197,1425.36
RSA305715,1973,33.361789,-118.416738,244
RSA75875,1929,33.37724,-116.81395,1296
RSA587321,1995,33.3966,-116.973,1049
RSA763963,2010,33.416944,-116.827222,754
RSA421368,1945,33.42605,-116.8679,610
RSA613142,1997,33.4384,-117.0758,396
RSA421337,1973,33.459167,-116.907222,426
RSA523544,1990,33.464167,-116.956944,488
RSA5018,1932,33.473333,-117.315833,457
RSA543739,1991,33.476667,-116.870556,600
RSA524475,1990,33.5,-116.966667,610
RSA522735,1990,33.5025,-116.998611,396
RSA191997,1960,33.5028,-117.3433,669.29
RSA180273,1965,33.5051,-117.2834,627.12
RSA191996,1959,33.5068,-117.3643,599.21
RSA523514,1990,33.5363,-116.9537,701
RSA421345,1947,33.55,-117.395,762
RSA12926,1935,33.5963,-117.4647,762
RSA645309,2000,33.60533,-117.42316,677.96
RSA75874,1929,33.6093,-116.9354,793
RSA421340,1969,33.62205,-116.9371,335
RSA262102,1971,33.625,-117.375,1220
RSA483609,1988,33.63742,-116.70553,1677
RSA606291,1994,33.6382,-117.0313,660
RSA421339,1929,33.6804,-116.9711,502.33
RSA421335,1929,33.6814,-117.3608,387.4
RSA673728,2000,33.683333,-116.716667,1616
RSA496740,1988,33.704167,-117.28,488
RSA444484,1966,33.707306,-117.084694,449.18
RSA421331,1929,33.7181,-117.3896,391.32
RSA749469,1999,33.729722,-117.6575,396
RSA751918,2009,33.733333,-116.766667,1159
RSA421356,1955,33.7486,-117.5827,565.87
RSA421355,1929,33.758333,-117.494444,360.7
RSA421336,1929,33.7734,-116.7064,1677
RSA699273,1934,33.7806,-117.5871,887.49
RSA688918,2003,33.783333,-117.5,305
RSA736311,2008,33.8,-117.491667,274
RSA556434,1993,33.875,-117.1125,476
RSA615,1928,33.894589,-117.692445,244
RSA421334,1929,33.9092,-116.9646,808.8
RSA776228,2011,33.95674,-116.66391,762
RSA770697,2010,33.97288,-116.65146,610
RSA783108,1962,33.975,-117.2926,777
RSA421301,1902,33.995556,-119.715,1220
RSA770860,2010,34.01961,-116.668175,823
RSA772121,2010,34.02559,-116.69098,915
RSA768634,2010,34.04398,-116.71046,1188
RSA608634,1931,34.077121,-117.766439,321.35
RSA784260,1962,34.077884,-116.967137,1585
RSA652202,1940,34.08863,-117.18224,457
RSA421328,1929,34.091961,-118.601916,232.21
RSA79215,1952,34.129214,-117.742285,427
RSA421311,1928,34.130668,-117.719666,451.22
RSA250674,1971,34.134621,-117.731194,549
RSA421327,1925,34.135232,-118.438645,351.56
RSA489150,1988,34.1477,-116.4187,1128
RSA421313,1903,34.152867,-118.121454,249.86
RSA598950,1970,34.159237,-117.827908,412
RSA421268,1949,34.16018,-117.79704,854
RSA752003,2009,34.16294,-116.96795,1534
RSA233474,1969,34.1632,-117.6823,701
RSA276027,1974,34.163329,-117.781409,549
RSA81004,1952,34.1647,-116.4226,1220
RSA662611,1994,34.165664,-117.769058,457.09
RSA421316,1929,34.16667,-118.23342,229.41
RSA182182,1963,34.167795,-117.68615,808
RSA780656,2010,34.16851,-116.96044,1462
RSA226234,1971,34.171076,-117.828525,652.07
RSA656110,1985,34.171111,-116.988889,1159
RSA346567,1971,34.176391,-117.754213,480
RSA222969,1971,34.1773,-117.5361,915
RSA421482,1976,34.18511,-117.1419,1159
RSA764824,2009,34.186072,-117.523128,850
RSA66658,1924,34.1862,-117.6608,1019.67
RSA751393,2009,34.19115,-116.91871,1701
RSA247113,1966,34.195566,-118.022342,610
RSA597259,1968,34.2034,-117.487,1433
RSA421297,1963,34.203646,-118.043156,1159
RSA336454,1978,34.204211,-117.143464,500
RSA75881,1924,34.204263,-117.124695,1524
RSA346564,1971,34.206467,-117.455133,793
RSA721505,1995,34.208866,-117.666543,1220
RSA575409,1993,34.209167,-117.508611,1622
RSA29712,1932,34.214154,-117.667245,1113
RSA656407,1958,34.214438,-117.457673,732
RSA584043,1992,34.220266,-117.716422,1317
RSA733768,2000,34.223611,-117.901944,1384
RSA421366,1949,34.247872,-117.315236,1372
RSA584034,1991,34.249167,-117.801667,841
RSA421485,1932,34.256449,-117.219894,1524
RSA660848,1988,34.283344,-118.120515,1873.97
RSA309677,1979,34.283611,-117.344722,1037
RSA607025,1968,34.284317,-117.864724,1280
RSA554412,1992,34.286667,-117.185833,1463
RSA421377,1979,34.2909,-118.1705,915
RSA554391,1992,34.3,-117.216667,1494
RSA607224,1968,34.300557,-117.979918,1128
RSA650055,1974,34.30864,-117.32091,1037
RSA421495,1930,34.31497,-117.354998,1003.2
RSA421360,1949,34.3252,-117.4284,823
RSA421361,1934,34.3252,-117.4284,1220
RSA333764,1980,34.325556,-117.267222,976
RSA75884,1925,34.32692,-118.502841,381
RSA296798,1947,34.36437,-117.50296,1402
RSA421483,1929,34.3735,-117.6129,1067
RSA31814,1946,34.378,-119.299,121.44
RSA421302,1940,34.3785,-118.5286,610
RSA725200,2005,34.42548,-117.80429,1444
RSA589117,1992,34.429,-117.8374,1207
RSA616268,1998,34.433333,-118.35,579
RSA618787,1973,34.449722,-118.158333,945
RSA252917,1973,34.451769,-117.764984,1280
RSA771945,1973,34.457427,-117.81411,1159
RSA588054,1994,34.4662,-118.0305,1113
RSA421373,1944,34.498,-119.241,1307.49
RSA597821,1969,34.499427,-118.061306,1092.87
RSA421378,1933,34.511496,-118.346151,737.96
RSA44096,1947,34.519061,-119.361637,604.69
RSA611655,1998,34.543278,-118.159056,976
RSA509552,1989,34.583333,-118.166667,884
RSA579473,1994,34.610556,-118.571944,668
RSA595452,1995,34.611667,-118.326111,1098
RSA240754,1973,34.618611,-118.415556,1143
RSA599257,1997,34.687167,-118.662278,914
RSA600077,1997,34.691417,-118.55475,1341
RSA592849,1996,34.691667,-118.55,1524
RSA580464,1994,34.691944,-118.604167,1317
RSA599470,1997,34.692417,-118.604222,1317
RSA421312,1929,34.693645,-118.415685,1030.13
RSA598890,1997,34.696556,-118.4625,1183
RSA597768,1997,34.74125,-118.717194,1213
RSA747646,2009,34.942661,-119.381445,1089
RSA421287,1907,35.0142,-118.5999,1011.91
RSA421292,1930,35.3733,-119.0187,123.38
RSA421286,1973,35.381944,-118.553611,915
RSA730888,2008,35.418611,-118.256111,1372
RSA713429,2006,35.441917,-120.310267,492
RSA750477,1985,35.6,-118.458333,1000
RSA421285,1938,35.6319,-118.812,902.85
RSA346566,1971,35.705585,-118.752627,1006
RSA605958,1935,35.724,-120.296,457
RSA721842,1937,35.76889,-119.24611,96.15
RSA77919,1952,36.177229,-118.796146,457
RSA113487,1955,36.2742,-121.5045,1311
RSA651289,1981,36.324722,-117.028889,918.62
RSA603648,1944,36.5156,-121.94211,18.81
RSA381419,1971,36.906227,-119.268642,442
RSA421351,1933,37.217168,-119.905438,288.88
RSA15266,1927,37.404068,-122.236617,113.8
RSA51250,1950,37.7147,-122.3908,76
RSA733621,1946,38.38984,-122.2023,297.86
RSA2478,1922,38.978,-122.8394,421.73
RSA296068,1935,38.978,-122.8394,421.73
RSA114997,1955,40.92292,-123.80674,335
RSA33408,1929,40.991,-124.105,56.09
RSA0113523,1938,33.881957,-117.548428,189.32
RSA29514,1954,34.985478,-119.43092,792.67
RSA3166,1932,33.784628,-117.723532,305
RSA359870,1986,33.807061,-117.350257,610
RSA418541,1978,36.509391,-119.02094,159
RSA421300,1932,34.14047,-117.716689,412
RSA421307,1917,34.314575,-118.559156,734.67
RSA421308,1917,34.015013,-118.286464,51.74
RSA421315,1890,34.049958,-118.246432,84.96
RSA421317,1922,33.999778,-118.400586,10.29
RSA421318,1884,34.021979,-118.285396,56.26
RSA421322,1933,33.956448,-118.442286,21.61
RSA421324,1920,34.063586,-117.84359,305
RSA421329,1938,33.758389,-118.348468,360.81
RSA421357,1935,33.653539,-117.673768,212.31
RSA48449,1949,34.170985,-117.715707,1195.7
RSA49732,1949,35.36294,-118.553935,1280
RSA518016,1986,34.498992,-117.665806,1033.99
RSA59320,1950,34.985843,-119.432436,457
RSA608053,1931,36.916906,-121.539823,52.2
RSA610229,1997,33.541016,-117.591206,122
RSA652199,1969,34.168751,-117.690003,862.31
RSA652200,1961,34.219464,-118.06333,1573.36
RSA652201,1937,34.110821,-118.413733,239.44
RSA717060,2006,34.778287,-118.806119,1037
RSA746616,2009,34.891097,-119.454413,905
RSA783266,1962,33.586613,-116.63299,1448
RSA783331,1958,34.182068,-117.637243,1143
RSA785870,1954,34.08781,-117.799673,457
RSA785871,1966,34.301019,-117.220389,1494
RSA785873,1974,35.738164,-118.556322,1067
RSA101011,1950,37.595973,-122.426359,136.4
RSA10994,1928,38.941215,-123.07794,157.53
RSA15373,1927,37.906037,-122.544976,25.39
RSA421376,1929,37.924035,-122.596888,785.44
RSA74751,1951,41.172575,-123.918349,669.81
RSA75877,1926,37.84061,-122.55191,0.47
RSA79378,1952,40.449214,-123.499678,915
RSA156323,1902,34.17036,-118.044237,914
RSA191096,1967,34.195283,-118.023956,762
RSA225716,1971,34.158869,-117.924355,274
RSA274234,1978,36.046125,-117.77019,1488
RSA33902,1945,34.026804,-116.87492,1220
RSA421304,1973,34.496382,-118.325635,610
RSA421375,1932,34.2167,-118.05,762
RSA421484,1932,34.444162,-118.20952,776.31
RSA421496,1931,34.348612,-117.614777,1826.22
RSA421499,1944,33.335784,-116.866525,1555
RSA588711,1990,33.652863,-117.460629,994
RSA588783,1990,33.64673,-117.44303,750
RSA646981,2000,34.208727,-118.246446,518
RSA75867,1920,34.207197,-118.085277,732
RSA75883,1921,34.332174,-118.008084,960
RSA101759,1950,36.152153,-118.743485,549
RSA10643,1928,38.66901,-122.631993,1307.82
RSA120045,1904,37.318065,-122.180459,574.9
RSA124603,1956,36.661265,-120.141247,56.01
RSA128920,1950,38.373479,-122.715461,152
RSA131587,1953,35.95488,-120.306164,610
RSA132968,1933,36.29884,-121.568406,1318
RSA14384,1895,37.382998,-122.400252,52.04
RSA15112,1935,38.001318,-122.996942,91.1
RSA15640,1928,36.429917,-120.669105,732
RSA171992,1963,35.813785,-121.059845,335
RSA195363,1967,38.703874,-122.41859,213
RSA329566,1966,33.574005,-116.978325,558.57
RSA40756,1948,39.613317,-122.572372,243.8
RSA421299,1932,34.727671,-118.490474,976
RSA421347,1929,37.881837,-121.914268,1167.13
RSA421348,1929,36.61074,-119.464036,91.66
RSA421349,1930,36.040373,-120.264368,296.55
RSA421350,1967,38.091625,-122.930045,2.79
RSA585893,1993,35.737402,-120.8047,228.97
RSA603259,1940,35.358142,-120.232766,653.24
RSA696598,1953,35.121676,-120.582485,305
RSA75876,1926,38.972954,-123.116392,153.07
RSA798418,1995,36.081769,-121.273288,360
RSA88888,1953,36.903727,-119.290945,381
SBBG6145,1937,33.0124,-116.5613,1424.68
SEINET7072858,1963,33.1117,-116.602,1217.05
SD176710,2006,33.2395,-116.6631,900
UCSC009129,2015,33.2923,-116.8283,1428
SD262013,1917,33.38229,-117.28723,245
SEINET7067555,1947,33.4886,-117.2544,283.57
SEINET7063438,1947,33.5757,-116.9849,561
SEINET7073387,1963,33.6637,-117.2864,413.8
SEINET7073396,1963,33.6641,-117.2692,439.81
SEINET7063415,1947,33.6849,-117.2032,434
VVC259,1995,34.0975,-117.09722,732
SD113486,2015,34.122,-117.7176,431.14
SEINET5791646,1882,34.147785,-118.144516,263.32
SEINET3091596,1974,34.203,-117.09074,1835.91
SBBG27701,1967,34.251,-117.183,1615
SBBG127047,2011,34.2785,-118.072,1665
SBBG125441,2010,34.2795,-118.027,1295
SEINET3156484,1950,34.3442,-118.5313,335
SBBG82159,1955,34.386,-119.3804,338
SBBG122441,2000,34.4106,-119.2432,304
SBBG133171,2009,34.422,-119.794,30
SBBG64772,1929,34.4227,-118.5409,355.08
SBBG6144,1939,34.426,-117.3,969.94
SBBG48273,1973,34.4293,-119.706,45.32
SBBG64803,1928,34.442,-119.701,209.71
SBBG122480,1995,34.4535,-118.849,670
SBBG64777,1945,34.469,-119.231,452.44
SBBG39007,1966,34.48,-119.564,676.65
SBBG17321,1963,34.486,-119.5638,609
SBBG122442,2000,34.5192,-118.7639,502
SBBG82630,1956,34.521,-119.915,914
SBBG64807,1925,34.5235,-119.7933,887.96
SBBG82201,1947,34.601,-120.028,201.64
SBBG82469,1955,34.6515,-120.3135,167.92
SBBG114359,2001,34.694,-118.857,1021
SBBG82202,1956,34.7216,-119.9494,1355.26
SBBG124298,2003,34.733,-118.88,1188
SBBG64792,1929,34.7438,-119.985,1370.23
SBBG23031,1965,34.7558,-119.9827,1127
SEINET7072453,1963,34.7688,-120.5109,198.4
SBBG82204,1957,34.774,-119.642,1597.19
SBBG82157,1955,34.7832,-120.0169,1082.91
SBBG82606,1953,34.844,-120.45,126.43
SBBG114372,1998,34.895,-119.413,1219
SBBG82629,1963,34.941,-120.2073,358.32
SBBG24491,1966,34.942,-120.1995,457
SBBG82149,1967,35.0026,-120.2041,276.79
SEINET7063686,1947,35.1441,-120.3535,241
UCR97948,1997,35.405,-120.26,564
SBBG82088,1950,35.422,-119.931,1066
SBBG110918,1995,35.903,-121.132,300
SBBG113301,1995,36.0802,-121.2721,340
SD44664,1951,36.1291,-121.5213,762
SEINET10697901,2000,36.62777,-121.72972,60
SJSU15867,2016,37.15769,-121.88555,757
YM-YOSE117409,1967,37.5277643,-119.6413028,1219
SEINET7096613,1947,37.98297,-120.43433,591.01
SEINET7067240,1947,38.3111,-123.065,73.74
UCD83901,2010,38.984444,-122.480833,330
UC24254,1898,39.78802,-123.238846,419.52
SBBG6129,1939,40.356,-123.923,51.82
SEINET10780803,1935,37.88673,-122.236807,347.78
SEINET5521015,1967,38.21912,-119.88124,509
SEINET5521017,1962,39.050159,-120.879326,335
SEINET5521018,1959,39.223269,-120.771519,1829
SEINET5521019,1959,38.728917,-120.806083,549
SEINET5521020,1942,38.673621,-121.272172,70
SEINET5521021,1930,38.883263,-121.190184,236.43
SEINET5521022,1959,38.825277,-121.33996,49
SEINET5730453,1973,38.444514,-122.399423,40.64
SEINET5730455,1967,39.582802,-122.936036,1829
SEINET6971729,1955,33.667842,-117.587278,338.32
SEINET6971731,1955,32.555033,-117.019095,149.15
SEINET6971732,1955,36.142745,-118.804013,326.96
SEINET7040096,1963,35.903059,-120.689727,447.55
SJSU1031,1950,37.334191,-121.70999,460.26
SJSU8553,1975,38.096823,-122.963802,17.69
SJSU960,1948,37.25707,-122.1186,775.18
UC619287,1898,38.381127,-122.426041,331.58
UCD23396,1977,38.434793,-122.173595,298.12
UCD23404,1977,38.824016,-122.352255,304
UCSC000577,1989,35.467026,-120.327669,411.83
UCSC002111,1995,36.682896,-121.775596,41.78
UCSC004272,2004,37.065622,-122.232447,138.16
UCSC005030,2007,37.065467,-121.997358,201.02
UCSC000578,1979,38.407778,-122.471441,671
UCSC003914,1948,36.454369,-121.694721,610
SBBG6138,1940,37.951149,-122.595564,229.37
SEINET5521026,1955,38.989438,-121.068311,549
UCSC005047,1989,37.054348,-122.009877,174.7
UCSC007570,1989,37.071684,-122.231723,43.36
UCSC007610,2004,37.066616,-122.244083,157.07
SBBG15862,1935,34.12862,-118.23563,242.74
SBBG15951,1935,34.193639,-118.252672,606.43
SBBG46905,1942,34.448988,-119.731709,98.57
UCSC000895,1968,33.676265,-117.518112,533.92
SEINET5521034,1976,37.88926,-121.869688,122
SEINET10814721,1897,39.655906,-121.634899,213
UCSC009417,2015,36.616616,-121.720933,75.29
COLL-SD199224,2007,32.99873,-116.5696,1409
CSUSB91439,1966,33.08,-116.64139,1159
COLL-SD185718,2002,33.22,-116.6,1135
BSCA0945,1985,33.35175,-116.55051,1586.29
CSUSB91444,1975,33.74366667,-117.1144722,543
CSUSB91441,1965,33.83022222,-117.478,324
CSUSB91443,1966,33.94616667,-117.3796389,305
CSUSB91442,1966,33.98319444,-117.3068056,274
CSUSB91440,1966,34.02444444,-117.93875,213
CSUSB91438,1966,34.18466667,-117.5817778,1115.67
CSUSB90239,1977,34.23988889,-117.5268889,1711.63
CSUSB90327,1978,34.23988889,-117.5268889,1711.63
CSUSB90466,1976,34.23988889,-117.5268889,1711.63
CSUSB91437,1979,34.24738889,-117.2643889,1433
CSUSB93838,2014,34.31168,-117.4626,1200
AHUC100006,1949,38.038573,-120.456538,305
AHUC100007,1952,36.677055,-119.391129,122
AHUC100004,1941,37.479049,-120.031164,610
AHUC100008,1955,39.001841,-123.084724,254.64
AHUC100005,1941,37.455256,-120.070729,610
AHUC100009,1977,39.500373,-123.789098,4.42
AHUC100010,1940,36.810227,-119.38207,164.15
AHUC100011,1940,38.505108,-122.083495,214.06
JEPS1495,1933,33.5691,-116.5055,1358.7
LOB115765,1972,33.594332,-117.487955,305
LOB115764,1970,33.602245,-117.460321,366
LOB115763,1975,33.61255,-117.430611,607.28
JEPS3135,1927,33.7327,-116.7118,1676
JEPS1893,1908,33.74,-117.53,1052.61
DAV300331,1975,33.7627,-117.4655,335
DAV300368,1952,33.78999,-117.22652,443
LOB100072,2018,33.7969,-117.607,1130
LOB115754,2016,33.89014,-116.69586,515
DAV300340,1933,33.98152,-117.29485,612.95
DAV300371,1964,34.0457,-116.6202,884.78
JEPS1517,1928,34.134533,-118.30477,371.53
IRVC100600,2005,34.14472,-116.45222,1250
DAV300392,1974,34.167795,-117.68615,732
DAV300393,1993,34.188765,-117.273261,600
DAV300338,1961,34.193742,-117.676792,762
DAV300404,1971,34.201929,-117.5519,1223.71
DAV300395,1962,34.27027,-117.18365,1585
DAV300346,1945,34.4575,-119.6915,305
DAV300394,1978,34.512875,-118.236764,988
DAV300356,1980,34.766905,-118.857918,1169.59
JEPS1803,1941,34.77,-115.683,1371
JEPS1914,1927,35.1125,-118.43611,1258.69
DAV300344,1993,35.207474,-119.866929,589.53
DAV300372,1993,35.212387,-118.545448,1676
JEPS1492,1935,35.388786,-118.793434,287.08
DAV300334,1974,35.440416,-120.287907,460.96
JEPS79245,1980,35.970917,-119.3725,83
JEPS1493,1938,36.403248,-120.672295,914
JEPS3134,1915,36.47714,-118.85665,396
JEPS1912,1907,36.704,-118.957,1528.42
JEPS1796,1929,36.968315,-119.61253,198
JEPS81922,1983,37.083332,-122.25,76
JEPS82016,1983,37.083332,-122.25,85
JEPS82021,1983,37.083332,-122.25,97
JEPS1488,1938,37.121006,-119.77128,762
JEPS30298,1961,37.130318,-119.49819,405.14
JEPS1498,1933,37.26333,-121.87528,106
DAV300349,1967,37.619072,-121.864916,195.22
DAV300366,1958,37.66423,-120.46039,68.48
JEPS1916,1891,37.7198,-122.49132,5.66
JEPS127095,2016,37.807453,-121.746961,160
JEPS25353,1959,37.86474,-121.679,60
DAV300397,2002,37.866667,-121.883333,890
JEPS3131,1931,37.900337,-121.9519,304
JEPS3129,1917,37.90611,-122.54389,25.81
