specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
POM305712,1939-04-22,1939,4,22,112,NA,San Diego,East of Lake Henshaw.,869.59,33.23906,-116.69116,1610,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDA20118,2003-04-17,2003,4,17,107,menziesii,San Diego,Peninsular Ranges; 6 mi E of Rincon.,834.32,33.283333,-116.887778,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM155815,1903-04-26,1903,4,26,116,integrifolia,San Diego,"""Hills near Moro School, Falbrook.""",200.88,33.30764,-117.25945,1609,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM73920,1882-03-23,1882,3,23,82,integrifolia,San Diego,Fallbrook.,205.3,33.37642,-117.25115,4828.02,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM289751,1932-03-26,1932,3,26,86,NA,Riverside,Temecula Grade. Temecula Valley.,549,33.4667,-117.1362,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1656-623,1978-06-05,1978,6,5,156,NA,Riverside,San Jacinto Mountains,1493.52,33.5615,-116.5704,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM305648,1939-04-22,1939,4,22,112,NA,Riverside,"""Hemet-Anza, Bautista Creek Road.""",897.85,33.6401,-116.8018,10700,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM264311,1937-05-10,1937,5,10,130,integrifolia,Riverside,Lake Elsinore.,378.7,33.647222,-117.337222,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM13005,1922-05-19,1922,5,19,139,NA,Riverside,"""Keen Canyon, San Jacinto Mountains.""",1524,33.701,-116.7105,558,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM3455,1897-04-07,1897,4,7,97,NA,Riverside,"""Winchester, Riverside""",449.18,33.707306,-117.084694,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC699,1940-03-10,1940,3,10,70,NA,Riverside,Pleasant Valley near Winchester.,450.36,33.708611,-117.082778,16093.4,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM258226,1941-03-26,1941,3,26,85,NA,Riverside,Soboba Springs.,521.37,33.7996,-116.9277,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEPS29295,1962-03-25,1962,3,25,84,NA,Riverside,"""about 5 mi se Corona (on both sides of Temescal Wash from Santa Ana Canyon to Elsinore, just n of Bedford Canyon, eastern base of the Santa Ana Mountains); eastern base Santa Ana Mountains, n of Bedford Canyon""",304,33.8155,-117.5448,2300,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM347132,1926-03-13,1926,3,13,72,integrifolia,Orange,Santa Ana Canyon.,119.58,33.876448,-117.687658,3000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM126470,1908-02-02,1908,2,2,33,NA,Riverside,Box Springs Mts. Foothills,421.16,33.9382,-117.3195,1500,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1703-30,1966-03-09,1966,3,9,68,NA,Riverside,Riverside,213.36,33.9669,-117.347,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1528-548,1937-06-17,1937,6,17,168,NA,Riverside,Box Springs Mountains,747.75,33.9761,-117.2899,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1528-2987,1947-03-21,1947,3,21,80,NA,Riverside,Reche Canyon,545.45,33.9996,-117.2317,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM128992,1927-05-07,1927,5,7,127,NA,San Bernardino,"""South Bench, Yucaipa""",729.18,34.0039,-117.062,2000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1528-5660,1952-02-29,1952,2,29,60,NA,Riverside,Reche Canyon,457.2,34.0076,-117.2567,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC26054,1963-05-04,1963,5,4,124,NA,San Bernardino,Head of Wildwood Canyon above Yucaipa.,1066,34.014722,-117.001389,1609.34,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC701,1938-04-01,1938,4,1,91,integrifolia,San Bernardino,Redlands Wash,430.4,34.039722,-117.193333,4828.02,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM7063,1919-04-05,1919,4,5,95,integrifolia,Los Angeles,"""Puddingstone Canyon, near San Dimas.""",274,34.0872,-117.8135,1500,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM126458,1908-03-13,1908,3,13,73,NA,San Bernardino,San Bernardino Valley.,360,34.113067,-117.291902,10000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LA202608,1941-04-08,1941,4,8,98,menziesii,Los Angeles,"""Santa Monica Mountains, Sherman Oaks""",244.13,34.14330879,-118.4534229,9999,NA,NA,NAD27,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRVC15781,1978-04-26,1978,4,26,116,integrifolia,San Bernardino,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; back of Not Much Canyon, north-facing slope. Little San Bernardino Mountains""",1067,34.1523,-116.4557,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM73913,1882-03-07,1882,3,7,66,menziesii,Los Angeles,Pasadena.,249.86,34.152867,-118.121454,6700,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM296771,1945-03-30,1945,3,30,89,menziesii,Los Angeles,Canyon at Padua Hills above Claremont.,549,34.156915,-117.70179,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM347129,1971-05-14,1971,5,14,134,integrifolia,San Bernardino,"""San Gabriel Mountains, Lytle Creek Road, Lytle Creek Canyon, north of Fontana""",793,34.230087,-117.469389,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM293455,1949-05-12,1949,5,12,132,NA,San Bernardino,Road to Lake Arrowhead.,1280,34.2325,-117.2953,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM6534,1919-05-30,1919,5,30,150,integrifolia,San Bernardino,"""Dark Canyon, San Bernardino Mts.""",1587.58,34.241699,-117.245801,5000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM6902,1919-05-14,1919,5,14,134,integrifolia,San Bernardino,Lytle Creek Canyon.,989.71,34.256719,-117.491796,10000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLARK-A1045-560,1977-06-05,1977,6,5,156,integrifolia,San Bernardino,San Bernardino Mountains dirt road [unpaved State Highway 173] between Lake Arrowhead and Mojave River Forks Regional Park; ; Lake Arrowhead 7.5'Q,1524,34.2845,-117.1941,NA,NA,NA,WGS84/NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC61985,1993-04-04,1993,4,4,94,NA,Ventura,"""Ca. 1 m e of Happy Camp Trail and 0.6 km n of Happy Camp Park entrance, 7.2 km nne of Moorpark.""",70,34.338056,-118.864444,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM6554,1919-04-12,1919,4,12,102,integrifolia,San Bernardino,"""Cajon Pass, north side.""",1220,34.36844,-117.42656,1600,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM48804,1917-04-21,1917,4,21,111,integrifolia,San Bernardino,"""Hesperia, Mohave Desert.""",970.29,34.4267,-117.301,7800,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM229166,1937-05-07,1937,5,7,127,integrifolia,San Bernardino,5 miles SW of Victorville.,976,34.463112,-117.351939,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH93110,2006-04-29,2006,4,29,119,integrifolia,Unknown,"""Dead Man's Point, near victorville, Mohave Desert, Lower Sonoran zone, 925 m""",927.09,34.473101,-117.124596,2000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC7800,2015-03-11,2015,3,11,70,menziesii,San Bernardino,"""Granite Mountains: UC GMDRC field station, Granite Cove, wash near Director's residence""",1309,34.781367,-115.652233,30,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC4298,2010-04-02,2010,4,2,92,integrifolia,San Bernardino,"""Granite Mountains: eastern end of range in UC Granite Mtns Desert Research Center, upper Granite Cove in Granite Cove Spring area""",1331,34.784483,-115.6598,30,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC7692,2015-03-03,2015,3,3,62,integrifolia,San Bernardino,"""Granite Mountains: UC GM Desert Research Ctr; upper Granite Cove along Sybil Allanson Trail, 0.3 mi. west of trailhead""",1348,34.784817,-115.664,30,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC9674,2017-04-09,2017,4,9,99,integrifolia,San Bernardino,"""Granite Mountains: UC Granite Mtns Desert Research Center; upper Cottonwood Basin, approx 2 mi. west of parking area at mouth of basin""",1350,34.80558,-115.67141,30,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC3694,2005-05-01,2005,5,1,121,menziesii,San Bernardino,"""Granite Mountains: Granite Mountains: Cottonwood Basin, UC Granite Mountains Desert Research Center. USGS 7.5 minute Quad: Bighorn Basin 34 deg. 48.484' N 115 deg. 40.168' W. Elev. 4396 ft.""",1340,34.808067,-115.669467,30,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC9754,2017-04-01,2017,4,1,91,integrifolia,San Bernardino,"""Granite Mountains: UC Granite Mtns Desert Research Center; southeast end of Cottonwood Basin, approx 1 mi. southwest of trailhead parking area""",1280,34.80936,-115.65561,30,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDRC995,2001-04-04,2001,4,4,94,integrifolia,San Bernardino,"""Granite Mtns: Granite Mtns: Cottonwood Basin, on ne. side, at about 4030 ft elevation, in small grassy openings among pinyon Near 34 deg. 49.154' N 115 deg. 38.848' W. Elev. 4030 ft.""",1229,34.819233,-115.647467,30,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM7595,1920-03-30,1920,3,30,90,NA,San Bernardino,"""Bonanza, Providence Mountains.""",854,34.980763,-115.506651,2600,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM97174,1925-03-19,1925,3,19,78,NA,Kern,north side of Tehachapi Pass.,610,35.10194,-118.28429,400,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM118676,1924-04-22,1924,4,22,113,NA,Kern,Bakersfield.,123.38,35.3733,-119.0187,26500,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM202997,1933-04-20,1933,4,20,110,menziesii,San Luis Obispo,Santa Margarita.,308.5,35.389973,-120.609057,1136,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM307904,1941-03-22,1941,3,22,81,NA,Kern,Shafter.,105.88,35.501917,-119.273162,1500,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC47108,1986-04-10,1986,4,10,100,menziesii,Fresno,South side of Warthan Cr ca 5 1/2 mi west of Coalinga via hwy 198. Shrubby north-facing slope above the creek.,304,36.094167,-120.440556,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM199848,1932-03-10,1932,3,10,70,menziesii,Tulare,Tulare,87.95,36.2078,-119.3464,9930,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM65806,1917-04-02,1917,4,2,92,menziesii,Monterey,Point Lobos.,18.81,36.5156,-121.94211,990,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEPS1913,1919-03-23,1919,3,23,82,NA,Unknown,NA,94.65,36.570831,-119.611107,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC70018,1996-03-24,1996,3,24,84,menziesii,Fresno,"""Sierra National Forest, Trimmer Ranger Station, Heliport area.""",533,36.908056,-119.306667,201.1675,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC70378,1986-02-25,1986,2,25,56,menziesii,Merced,"""Canyon of Wildcat Creek, south from Los Banos Valley. Annual grassland slopes.""",190,36.940833,-121.027222,804.67,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM65372,1904-02-28,1904,2,28,59,menziesii,Santa Cruz,Santa Cruz.,3.41,36.97088,-122.0212,4479,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC55122,1986-03-06,1986,3,6,65,menziesii,Merced,North and eastern portions of Los Banos Valley.,198,36.975278,-121.053056,3218.68,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM289748,1931-04-18,1931,4,18,108,menziesii,Madera,5 miles W of Coarsegold. Sierra Nevada Mtn. Range. Fresno River.,518,37.262715,-119.795053,1000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM249028,1938-04-17,1938,4,17,107,menziesii,Mariposa,"""Near Mariposa Creek, 13 miles west of Mormon Bar, Sierra Nevada foothills.""",457,37.393056,-120.007778,8046.7,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JROH5546,2013-04-13,2013,4,13,103,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University; southeast side of creek and about 75 meters upstream of bridge on Trail 11""",136,37.401102,-122.230657,50,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JROH2738,1976-04-03,1976,4,3,94,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University""",125.63,37.407873,-122.245972,2814,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JROH2737,1903-04-01,1903,4,1,91,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University; Searsville Ridge""",125.63,37.4079,-122.246,2814,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JROH2740,1992-04-09,1992,4,9,100,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University""",125.63,37.4079,-122.246,2814,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC27746,1978-03-25,1978,3,25,84,NA,Mariposa,"""Highway 132, ca. .4 mi w of junction with Highway 49 at Coulterville.""",502,37.707778,-120.200833,201.1675,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC59744,1979-05-05,1979,5,5,125,NA,Tuolumne,"""100 ft west of South Fork Tuolumne River, 1.5 m south of bridge on Hwy 120.""",457,37.814444,-120.311667,201.1675,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS-BOT-BC422397,2014-04-26,2014,4,26,116,NA,Marin,Mount Tamalpais. Marin Municipal Water District lands: Less than 0.25 miles up Azalea Hill Trail from intersection with Bolinas-Fairfax Road. Plot on north side of trail near shallow drainage.,344.58,37.96388,-122.62416,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS-BOT-BC263265,2012-03-24,2012,3,24,84,NA,Marin,"""Mount Tamalpais. Marin Municipal Water District lands: Sky Oaks Meadow, outcrop near Meadow Club golf course""",205.75,37.96519,-122.61191,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC23125,1962-02-18,1962,2,18,49,atomaria,Marin,NW-facing slopes east of Point Reyes Lighthouse in area of coastal scrub.,152.05,37.996389,-123.006111,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC14010,1974-04-09,1974,4,9,99,NA,Calaveras,"""5 mi e of Hwy 4, 5 mi e of Murphys; w facing slope.""",914,38.176667,-120.391667,3218.68,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC31076,1980-04-02,1980,4,2,93,NA,Sonoma,Ca. 15 mi se of Petaluma. Ca. 1.3 mi w of jct of Warm Springs Rd and Sonoma Mountain Rd on s side of road.,225,38.363333,-122.560278,201.1675,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDA12056,1989-03-03,1989,3,3,62,menziesii,Napa,North Coast Biodiversity Arena; Along Hwy 128 approx. 2 miles W of Monticello Dam (Lake Berryessa).,250.71,38.5,-122.4,NA,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC57470,1990-04-12,1990,4,12,102,NA,Sonoma,610 m. N. of Stillwater Cove.,24,38.543333,-123.292778,201.1675,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC43316,1969-04-07,1969,4,7,97,NA,Napa,"""On moist soil of a road cut, near Lake Berryessa.""",243,38.556111,-122.186944,4828.02,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM263485,1939-03-31,1939,3,31,90,menziesii,Napa,Angwin. Howell Mtns.,533.6,38.5756,-122.4499,1350,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM126457,1907-03-31,1907,3,31,90,menziesii,Lake,Middletown.,337.42,38.7525,-122.615,5000,NA,NA,WGS84,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC700,1947-03-22,1947,3,22,81,NA,Placer,Lincoln.,91,38.891667,-121.291944,804.67,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC52401,1983-04-09,1983,4,9,99,menziesii,Lake,"""Kesloff property, ca 1 mi W of Lower Lake.""",528,38.908056,-122.770278,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC40119,1985-04-24,1985,4,24,114,NA,Mendocino,Ca 7 mi se of Boonville along w side of Hwy 128.,250.22,38.932222,-123.307222,804.67,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC24140,1976-04-03,1976,4,3,94,NA,Lake,"""Growing ca. 12 yds from road at intersection of Hwys. 29 and 175, 11 mi. s of Kelseyville.""",546.51,38.9425,-122.792222,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC27541,1978-04-09,1978,4,9,99,NA,Lake,"""Jct. hwy.29 and 175, ca. 3 mi se of Kelseyville.""",499,38.9425,-122.792222,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC27799,1978-04-08,1978,4,8,98,NA,Lake,"""Jct. Hwys. 29 and 175, ca. 3 mi. se of Kelseyville.""",463,38.9425,-122.792222,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC27517,1978-04-15,1978,4,15,105,integrifolia,Lake,Ca. 100 m s of junction of Hwy. 29 and Hwy. 175.,529,38.9425,-122.792222,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC90100,1991-04-06,1991,4,6,96,NA,Lake,"""Jct Hwys 29 and 175, ca. 3 mi se of Kelseyville.""",579,38.943056,-122.793333,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HREC495,1952-03-07,1952,3,7,67,NA,Mendocino,Vasser field near PG&E right of way.,152,38.989016,-123.079671,1343.98409,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HREC492,1953-02-12,1953,2,12,43,atomaria,Mendocino,Vassar Field - Hopland Field Station.,264.7,38.989016,-123.079671,1343.98409,NA,NA,NA,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC14017,1974-03-30,1974,3,30,89,NA,Colusa,Locally scattered along roadside ca. 0.5 mi w of jct of Hwys 20 and 16 on Hwy 20.,335,39.011667,-122.366667,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC36121,1980-04-12,1980,4,12,103,NA,Colusa,"""Ca. 0.3 mi w of jct of Hwys 20 and 16, s side of Bear Creek, ca. 18 mi sw of Williams.""",321,39.011667,-122.364444,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC59547,1992-04-05,1992,4,5,96,NA,Lake,"""0.8 mi sw of jct of Hwy 20 and High Valley Rd, ca. 1.5 mi n of Clearlake Oaks.""",536,39.036389,-122.692222,804.67,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC71117,1989-04-01,1989,4,1,91,NA,Lake,"""E side Clear Lake, 2.2 mi s of Lucern.""",396,39.055833,-122.781389,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC90532,1997-04-02,1997,4,2,92,menziesii,Lake,"""Mendocino National Forest--North Coast Ranges. North Fork Cache Creek Watershed. Bartlett Springs Rd., west of Hough Spring crossing No. Fork Cache Creek.""",762,39.1625,-122.615,402.335,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHSC12046,1970-03-23,1970,3,23,82,NA,Sutter,"""Ca. 700 yds. n of Cole House, Moore Canyon, Sutter Buttes.""",121,39.198889,-121.795,3218.68,NA,NA,NAD83,cch1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
