specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
UCSB030026,4/21/1928,1928,4,21,112,,San Bernardino,Near Lake Arrowhead; on Rim of the World Drive,1699.38,34.23496,-117.189624,3000,,,WGS84,cch2,305976,,,http://cch2.org/portal/collections/individual/index.php?occid=305976,JN,plants on bottom overlapping,6,Total,1,0,0,0,0,,,1
UCSB030026,4/21/1928,1928,4,21,112,,San Bernardino,Near Lake Arrowhead; on Rim of the World Drive,1699.38,34.23496,-117.189624,3000,,,WGS84,cch2,305976,,,http://cch2.org/portal/collections/individual/index.php?occid=305976,JN,top right,7,Total,1,0,0,0,0,,,1
UCSB030026,4/21/1928,1928,4,21,112,,San Bernardino,Near Lake Arrowhead; on Rim of the World Drive,1699.38,34.23496,-117.189624,3000,,,WGS84,cch2,305976,,,http://cch2.org/portal/collections/individual/index.php?occid=305976,JN,right middle bottom,8,Total,1,1,0,0,0,,,1.5
UCSB030026,4/21/1928,1928,4,21,112,,San Bernardino,Near Lake Arrowhead; on Rim of the World Drive,1699.38,34.23496,-117.189624,3000,,,WGS84,cch2,305976,,,http://cch2.org/portal/collections/individual/index.php?occid=305976,JN,bottom right corner,9,Total,5,3,1,0,0,,,1.555555556
UCSB030405,4/4/1934,1934,4,4,94,menziesii,San Bernardino,West Mojave Desert; near Hesperia,973.04,34.42407,-117.301134,5000,,,WGS84,cch2,306019,,,http://cch2.org/portal/collections/individual/index.php?occid=306019,JN,"top left plant, others are not whole",1,Total,0,1,0,0,0,,,2
UCSB030061,2/27/1946,1946,2,27,58,,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,319.65,34.463,-119.6906,500,,,NAD83,cch2,306002,,On chaparral slopes,http://cch2.org/portal/collections/individual/index.php?occid=306002,JN,,1,Total,0,1,0,1,0,,,3
UCSB030061,2/27/1946,1946,2,27,58,,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,319.65,34.463,-119.6906,500,,,NAD83,cch2,306002,,On chaparral slopes,http://cch2.org/portal/collections/individual/index.php?occid=306002,JN,,2,Total,1,0,1,1,0,,,2.666666667
UCSB030061,2/27/1946,1946,2,27,58,,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,319.65,34.463,-119.6906,500,,,NAD83,cch2,306002,,On chaparral slopes,http://cch2.org/portal/collections/individual/index.php?occid=306002,JN,,3,Total,0,1,0,0,0,,,2
UCSB032711,5/5/1991,1991,5,5,125,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,1477.75,34.495975,-119.123119,2000,,,WGS84,cch2,317277,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",http://cch2.org/portal/collections/individual/index.php?occid=317277,JN,top left plant,1,Total,3,2,4,4,4,,,3.235294118
UCSB032711,5/5/1991,1991,5,5,125,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,1477.75,34.495975,-119.123119,2000,,,WGS84,cch2,317277,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",http://cch2.org/portal/collections/individual/index.php?occid=317277,JN,top right plant,2,Total,0,3,1,2,1,,,3.142857143
UCSB032711,5/5/1991,1991,5,5,125,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,1477.75,34.495975,-119.123119,2000,,,WGS84,cch2,317277,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",http://cch2.org/portal/collections/individual/index.php?occid=317277,JN,bottom left plant,3,Total,1,2,4,4,2,,,3.307692308
UCSB032711,5/5/1991,1991,5,5,125,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,1477.75,34.495975,-119.123119,2000,,,WGS84,cch2,317277,,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",http://cch2.org/portal/collections/individual/index.php?occid=317277,JN,bottom right plant,4,Total,4,8,1,7,3,,,2.869565217
UCSB030076,4/11/1968,1968,4,11,102,,Santa Barbara,100 feet northeast of East Camino Cielo Road; 0.7 mile from its junction with Highway 154; San Marcos Pass; Santa Ynez Mountains,702.35,34.5111,-119.8131,500,,,NAD83,cch2,305990,,In a grassy meadow; between Pteridium aquilinum stand and Quercus agrifolia; on northeast-facing slope; in sandy loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305990,JN,no whole plants,NA,,,,,,,y,y,#DIV/0!
UCSB030097,2/26/1984,1984,2,26,57,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,1300.45,34.7219,-119.9544,750,,,NAD83,cch2,306027,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306027,JN,top plant,1,Total,2,2,0,1,0,,,2
UCSB030097,2/26/1984,1984,2,26,57,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,1300.45,34.7219,-119.9544,750,,,NAD83,cch2,306027,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306027,JN,left plant,2,Total,1,1,0,0,0,,,1.5
UCSB030097,2/26/1984,1984,2,26,57,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,1300.45,34.7219,-119.9544,750,,,NAD83,cch2,306027,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306027,JN,right plant,3,Total,2,1,0,0,0,,,1.333333333
UCSB030097,2/26/1984,1984,2,26,57,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,1300.45,34.7219,-119.9544,750,,,NAD83,cch2,306027,,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",http://cch2.org/portal/collections/individual/index.php?occid=306027,JN,bottom plant,4,Total,2,1,0,0,0,,,1.333333333
UCSB030053,2/25/1961,1961,2,25,56,,Santa Barbara,"Along the Alamo Pintado Creek from 7-8 miles north of Los Olivos; base of Figueroa Mountain, Birabent Canyon, San Rafael Range",444.46,34.748,-120.053,1000,,,NAD83,cch2,305949,,On grassy slope; under Quercus agrifolia,http://cch2.org/portal/collections/individual/index.php?occid=305949,JN,"bottom left plant, has quite a few branches but determined that it is a single whole plant",1,Total,3,4,1,1,0,,,2
UCSB030053,2/25/1961,1961,2,25,56,,Santa Barbara,"Along the Alamo Pintado Creek from 7-8 miles north of Los Olivos; base of Figueroa Mountain, Birabent Canyon, San Rafael Range",444.46,34.748,-120.053,1000,,,NAD83,cch2,305949,,On grassy slope; under Quercus agrifolia,http://cch2.org/portal/collections/individual/index.php?occid=305949,JN,larger middle plant,2,Total,12,7,1,1,0,,,1.571428571
UCSB030402,4/6/1946,1946,4,6,96,menziesii,Kern,Summit of Tehachapi Pass,1154.47,35.101482,-118.283635,2000,,,WGS84,cch2,306022,,Sunny; moist pasteur,http://cch2.org/portal/collections/individual/index.php?occid=306022,JN,top right,1,Total,1,1,0,0,0,,,1.5
UCSB030402,4/6/1946,1946,4,6,96,menziesii,Kern,Summit of Tehachapi Pass,1154.47,35.101482,-118.283635,2000,,,WGS84,cch2,306022,,Sunny; moist pasteur,http://cch2.org/portal/collections/individual/index.php?occid=306022,JN,middle,2,Total,0,1,0,0,0,,,2
UCSB030402,4/6/1946,1946,4,6,96,menziesii,Kern,Summit of Tehachapi Pass,1154.47,35.101482,-118.283635,2000,,,WGS84,cch2,306022,,Sunny; moist pasteur,http://cch2.org/portal/collections/individual/index.php?occid=306022,JN,bottom left,3,Total,3,1,2,1,0,,,2.142857143
UCSB039252,6/28/1982,1982,6,28,179,integrifolia,Kern,"Alta Sierra, Greenhorn Mt. 8 miles above Lake Isabella, off Hwy 155. Private Property (L. Theroux) abutting Sequuoia Nat'l Forest.; 35.738698 -118.555895; 35.738698 -118.555895",1768,35.738698,-118.555895,500,,,,cch2,1894958,,,http://cch2.org/portal/collections/individual/index.php?occid=1894958,DG,"EXCLUDE. odd leaf lobing, flower/fruit size",NA,,,,,,,n,y,#DIV/0!
UCSB030058,4/25/1938,1938,4,25,115,,Tulare,Jack Ranch; near Posey P.O.,1110.74,35.805,-118.681,5000,,,NAD27,cch2,305999,,,http://cch2.org/portal/collections/individual/index.php?occid=305999,JN,top left plant,1,Total,1,1,1,2,0,,,2.8
UCSB030058,4/25/1938,1938,4,25,115,,Tulare,Jack Ranch; near Posey P.O.,1110.74,35.805,-118.681,5000,,,NAD27,cch2,305999,,,http://cch2.org/portal/collections/individual/index.php?occid=305999,JN,"top right plant, bottom plants are not whole",2,Total,0,2,1,1,0,,,2.75
UCSB030065,3/10/1961,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,204.85,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,JN,top right plant,1,Total,2,2,0,2,0,,,2.333333333
UCSB030065,3/10/1961,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,204.85,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,JN,top left plant,2,Total,3,2,0,1,0,,,1.833333333
UCSB030065,3/10/1961,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,204.85,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,JN,bottom right plant directly above label,3,Total,3,3,0,2,0,,,2.125
UCSB030065,3/10/1961,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,204.85,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,JN,bottom left plant,4,Total,2,2,0,1,0,,,2
UCSB030065,3/10/1961,1961,3,10,69,,Fresno,Jacalitos Canyon; near Coalinga,204.85,36.10151,-120.31102,2000,,,WGS84,cch2,306006,,North slope of grassy hillside,http://cch2.org/portal/collections/individual/index.php?occid=306006,JN,bottom middle plant,5,Total,0,2,0,1,0,,,2.666666667
UCSB030085,4/15/1979,1979,4,15,105,,Fresno,Ellwood Road; Wonder Valley,233.18,36.784553,-119.289851,5000,,,WGS84,cch2,305981,,With Mimulus guttatus and Trifolium sp.; in moist woodland; loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305981,JN,"only one whole plant on this sheet, bottom right is a clipping",1,Total,3,2,1,7,1,,,3.071428571
UCSB030094,5/29/2003,2003,5,29,149,integrifolia,Los Angeles,"Transverse Ranges; Verdugo Mountains region; W end of mtns.; at jct. of Vendugo motorway and Wildwood Fire Road; (Burbank 7.5 Quad.; T2N R14W S26, SW1/4) UTM Zone; 3787689N 0378361E",625.84,34.22062,-118.309877,266,"CPA, WW",Vendugo changed to Verdugo; Verdugo did not have junction with Wildwood Fire Rd but did have a junction with another Fire Rd that is connected to Wildwood Fire Rd; maybe double check coordinates? could not figure out what they were saying,WGS84,cch2,304795,,"Thick chaparral cover north slope; plant assoc.: Adenostoma fasciculatum, Ceanothus crassifolius, Heteromeles arbutifolia, Xylococcus bicolor, Cercocarpus betuloides, Fraxinus dipetala, Rhamnus ilicifoliam, Prunus ilicifolia, Lonicera subspicata denudata, Galium angustifolium, Eriophyllum confertiflorum, Mimulus aurantiacus, Delphinium cardinale, Filago californica, F. gallica, Rafinesquia californica, Uropappus lindleyi, Melica imperfecta, Pterostegia drymarioides, Clarkia unguiculata, C. epilobioides, Agrostis pallens, Hirschfeldia incana, Parietara hespera californica, Pentegramma triangularis, Dichelostemma capitatum, Eucrypta chrysanthemifolia, Thysanocarpus laciniatus, Crassula connata, Bromus rubens, B. sterilis, Githopsis diffusa, Nemophilia menziesii integrifolia, Lomatium lucidum, Senecio vulgaris and Polycarpon tetraphyllum; (abandones road, as the ranch north of here at mouth of canyon down at La Tuna Canyon burned down a long time ago); we went down into a small draw northeast of saddle, then came back up another canyon to the east of the main fire road on the crest of the ridge (Verdugo Motorway) basically a triangle",http://cch2.org/portal/collections/individual/index.php?occid=304795,JN,"right plant, could not find good base on first plant",1,Total,6,1,4,11,13,,,3.685714286
UCSB030055,3/13/1979,1979,3,13,72,,Santa Barbara,North of Santa Barbara County Health Building,49.19,34.445172,-119.781779,513,"CPA, WW",,WGS84,cch2,305947,,In grassy field; with Erodium and Poaceae; in clay-loam soil,http://cch2.org/portal/collections/individual/index.php?occid=305947,JN,"top plant, bottom plant is not whole",1,Total,3,3,0,1,0,,,1.857142857
UCSB030054,4/15/1983,1983,4,15,105,,San Luis Obispo,East Cuesta Ridge Rd.; 2 miles from junction with Hwy. 101,613.92,35.336685,-120.616449,441,"CPA, WW",,WGS84,cch2,305948,,With Quercus agrifolia and Lithocarpus densiflorus; on slight N-facing slope; in rocky clay soil,http://cch2.org/portal/collections/individual/index.php?occid=305948,JN,top plant,1,Total,6,1,3,2,0,,,2.083333333
UCSB030054,4/15/1983,1983,4,15,105,,San Luis Obispo,East Cuesta Ridge Rd.; 2 miles from junction with Hwy. 101,613.92,35.336685,-120.616449,441,"CPA, WW",,WGS84,cch2,305948,,With Quercus agrifolia and Lithocarpus densiflorus; on slight N-facing slope; in rocky clay soil,http://cch2.org/portal/collections/individual/index.php?occid=305948,JN,bottom plant,2,Total,7,2,6,3,0,,,2.277777778
UCSB030051,4/11/1963,1963,4,11,101,,Santa Clara,In field west of 12179 Hilltop Drive; Los Altos Hills,89.12,37.360987,-122.113592,154,CPA,,WGS84,cch2,305951,,,http://cch2.org/portal/collections/individual/index.php?occid=305951,JN,,1,Total,8,8,3,9,1,,,2.551724138
UCSB030049,4/21/1963,1963,4,21,111,,Santa Barbara,Lower end of Lake Cachuma; 4.7 miles east of Armour Ranch Road on State Highway 150,233.65,34.571785,-119.954207,441,CPA,"Assumed the collector meant the 154 and not the 150; the 150 is not near Lake Cachuma and does not have a junction with Armour ranch, but the 154 is and does",WGS84,cch2,305953,,,http://cch2.org/portal/collections/individual/index.php?occid=305953,JN,top left plant,1,Total,1,2,0,1,0,,,2.25
UCSB030049,4/21/1963,1963,4,21,111,,Santa Barbara,Lower end of Lake Cachuma; 4.7 miles east of Armour Ranch Road on State Highway 150,233.65,34.571785,-119.954207,441,CPA,"Assumed the collector meant the 154 and not the 150; the 150 is not near Lake Cachuma and does not have a junction with Armour ranch, but the 154 is and does",WGS84,cch2,305953,,,http://cch2.org/portal/collections/individual/index.php?occid=305953,JN,middle plant with root structure,2,Total,2,2,0,1,0,,,2
UCSB030049,4/21/1963,1963,4,21,111,,Santa Barbara,Lower end of Lake Cachuma; 4.7 miles east of Armour Ranch Road on State Highway 150,233.65,34.571785,-119.954207,441,CPA,"Assumed the collector meant the 154 and not the 150; the 150 is not near Lake Cachuma and does not have a junction with Armour ranch, but the 154 is and does",WGS84,cch2,305953,,,http://cch2.org/portal/collections/individual/index.php?occid=305953,JN,,3,Total,0,2,1,1,1,,,3.2
UCSB030043,4/16/1983,1983,4,16,106,,Monterey,On Hastings Natural History Reservation; 2 miles off of Martin Road; 10 miles southeast of Jamesburg-Arroyo Seco Rd.,813.09,36.405676,-121.545925,3328,CPA,,WGS84,cch2,305959,,"South facing, clayey slope; with Poa sp. and occasional Quercus douglasii",http://cch2.org/portal/collections/individual/index.php?occid=305959,JN,left,1,Total,4,4,0,1,0,,,1.777777778
UCSB030043,4/16/1983,1983,4,16,106,,Monterey,On Hastings Natural History Reservation; 2 miles off of Martin Road; 10 miles southeast of Jamesburg-Arroyo Seco Rd.,813.09,36.405676,-121.545925,3328,CPA,,WGS84,cch2,305959,,"South facing, clayey slope; with Poa sp. and occasional Quercus douglasii",http://cch2.org/portal/collections/individual/index.php?occid=305959,JN,middle,2,Total,3,2,2,3,0,,,2.5
UCSB030043,4/16/1983,1983,4,16,106,,Monterey,On Hastings Natural History Reservation; 2 miles off of Martin Road; 10 miles southeast of Jamesburg-Arroyo Seco Rd.,813.09,36.405676,-121.545925,3328,CPA,,WGS84,cch2,305959,,"South facing, clayey slope; with Poa sp. and occasional Quercus douglasii",http://cch2.org/portal/collections/individual/index.php?occid=305959,JN,right,3,Total,0,2,2,2,3,,,3.666666667
