specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
LOB100072,5/23/2018,2018,5,23,143,,Orange,"Santa Ana Mountains, Cleveland National Forest, Trabuco District, Main Divide Truck Trail, just East of Pleasants Peak.",1130,33.7969,-117.607,,,,WGS84,cch2,1893507,flowers,Cliff face.,http://cch2.org/portal/collections/individual/index.php?occid=1893507,DG,"fruit completely hidden, but shadow and curved pedicel clear - scored. Also, several aborted fruits in this specimen - occur higher on stem than immature fruits. There may even be some aborted fruits as old as mature fruits… Some flowers pressed in angles that they resemble buds, but I scored as flowers.",1,Total,15,8,8,17,22,,,3.328571429
LOB115754,3/11/2016,2016,3,11,71,menziesii,Riverside,"near San Gorgonio Pass, W of Palm Springs, near town of Snow Creek, UC Natural Reserve Oasis de los Osos.",515,33.89014,-116.69586,5,,,,cch2,253761,flowers,"Rain in past month and week. Encelia scrub, N-facing slope. Granite boulders just E and N of waterfall.",http://cch2.org/portal/collections/individual/index.php?occid=253761,DG,bottom right; top left not full plant,1,Total,8,3,2,3,0,,,2
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",plant number annotated on picture file,1,Total,0,0,1,0,0,,,3
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,2,Total,0,1,0,0,0,,,2
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,3,Total,0,2,0,0,0,,,2
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,4,Total,1,1,0,0,0,,,1.5
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,5,Total,0,1,0,1,0,,,3
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,6,Total,1,1,0,0,0,,,1.5
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,7,Total,1,0,0,0,1,,,3
DAV300340,4/2/1933,1933,4,2,92,,Riverside County,Riverside County: Box Springs Hills.,612.95,33.98152,-117.29485,3072,,,WGS84,cch2,1372972,,,http://cch2.org/portal/collections/individual/index.php?occid=1372972,"WW, ME",,8,Total,2,1,0,0,0,,,1.333333333
DAV300371,3/26/1964,1964,3,26,86,,San Bernardino County,San Bernardino County: Dry Morongo Valley.,884.78,34.0457,-116.6202,2000,,,WGS84,cch2,1372847,,,http://cch2.org/portal/collections/individual/index.php?occid=1372847,"WW, ME",left,1,Total,2,1,0,0,0,,,1.333333333
DAV300371,3/26/1964,1964,3,26,86,,San Bernardino County,San Bernardino County: Dry Morongo Valley.,884.78,34.0457,-116.6202,2000,,,WGS84,cch2,1372847,,,http://cch2.org/portal/collections/individual/index.php?occid=1372847,"WW, ME",middle,2,Total,4,2,0,0,0,,,1.333333333
DAV300371,3/26/1964,1964,3,26,86,,San Bernardino County,San Bernardino County: Dry Morongo Valley.,884.78,34.0457,-116.6202,2000,,,WGS84,cch2,1372847,,,http://cch2.org/portal/collections/individual/index.php?occid=1372847,"WW, ME",right,3,Total,5,3,0,1,0,,,1.666666667
JEPS1517,4/18/1928,1928,4,18,109,integrifolia,Los Angeles,"Griffith Park Los Angeles, Griffith Park",371.53,34.134533,-118.30477,3384,,,NAD27,cch2,3266352,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3266352,"WW, ME",specimen sheet is blurry - plant numbers annotated on saved image files,1,Total,2,2,3,3,3,,,3.230769231
JEPS1517,4/18/1928,1928,4,18,109,integrifolia,Los Angeles,"Griffith Park Los Angeles, Griffith Park",371.53,34.134533,-118.30477,3384,,,NAD27,cch2,3266352,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3266352,"WW, ME",,2,Total,4,5,6,8,0,,,2.782608696
JEPS1517,4/18/1928,1928,4,18,109,integrifolia,Los Angeles,"Griffith Park Los Angeles, Griffith Park",371.53,34.134533,-118.30477,3384,,,NAD27,cch2,3266352,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3266352,"WW, ME",,3,Total,1,0,2,0,3,,,3.666666667
JEPS1517,4/18/1928,1928,4,18,109,integrifolia,Los Angeles,"Griffith Park Los Angeles, Griffith Park",371.53,34.134533,-118.30477,3384,,,NAD27,cch2,3266352,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3266352,DG,,4,Total,3,2,1,1,0,,,2
IRVC100600,2/13/2005,2005,2,13,44,,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve; middle part of the Resere on ridge between Boo"" and Jean"" canyons (tribs. to N Railroad Canyon). Decomposed granite soils with granite boulders",1250,34.14472,-116.45222,1000,,,WGS84,cch2,634908,Flowering & Fruiting,Pinyon juniper woodland,http://cch2.org/portal/collections/individual/index.php?occid=634908,"WW, ME",left most,1,Total,6,0,3,1,0,,,1.9
IRVC100600,2/13/2005,2005,2,13,44,,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve; middle part of the Resere on ridge between Boo"" and Jean"" canyons (tribs. to N Railroad Canyon). Decomposed granite soils with granite boulders",1250,34.14472,-116.45222,1000,,,WGS84,cch2,634908,Flowering & Fruiting,Pinyon juniper woodland,http://cch2.org/portal/collections/individual/index.php?occid=634908,"WW, ME",second left,2,Total,1,1,0,0,0,,,1.5
IRVC100600,2/13/2005,2005,2,13,44,,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve; middle part of the Resere on ridge between Boo"" and Jean"" canyons (tribs. to N Railroad Canyon). Decomposed granite soils with granite boulders",1250,34.14472,-116.45222,1000,,,WGS84,cch2,634908,Flowering & Fruiting,Pinyon juniper woodland,http://cch2.org/portal/collections/individual/index.php?occid=634908,"WW, ME",prev plant not whole,3,Total,2,1,0,0,0,,,1.333333333
DAV300392,4/27/1974,1974,4,27,117,integrifolia,Los Angeles County,"Los Angeles County: Evey Canyon, a side canyon of San Antonio Canyon. San Gabriel Mts. Mt. Range.",732,34.167795,-117.68615,700,,,WGS84,cch2,1372996,,,http://cch2.org/portal/collections/individual/index.php?occid=1372996,DG,"overlapping shoots all come from same origin, except for some loose structures (not scored). Second plant on sheet now whole",1,Total,7,4,8,4,3,,,2.692307692
DAV300393,3/28/1993,1993,3,28,87,integrifolia,San Bernardino County,"San Bernardino County: San Bernardino Mtns.: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at and below the 1st stream Xing of Old Waterman C. Rd. Along E cyn wall.",600,34.188765,-117.273261,400,,,WGS84,cch2,1372995,,,http://cch2.org/portal/collections/individual/index.php?occid=1372995,"WW, ME",No full plants,NA,,,,,,,y,y,#DIV/0!
DAV300338,3/24/1961,1961,3,24,83,,San Bernardino County,San Bernardino County: Barett Canyon one mile north of Ranger Station in San Antonio Canyon on Old Road. San Bernardino Mt. Range.,762,34.193742,-117.676792,1700,,,WGS84,cch2,1372971,,,http://cch2.org/portal/collections/individual/index.php?occid=1372971,"WW, ME",top row,1,Total,2,3,0,2,0,,,2.285714286
DAV300338,3/24/1961,1961,3,24,83,,San Bernardino County,San Bernardino County: Barett Canyon one mile north of Ranger Station in San Antonio Canyon on Old Road. San Bernardino Mt. Range.,762,34.193742,-117.676792,1700,,,WGS84,cch2,1372971,,,http://cch2.org/portal/collections/individual/index.php?occid=1372971,"WW, ME",bottom left,2,Total,4,1,1,0,1,,,2
DAV300338,3/24/1961,1961,3,24,83,,San Bernardino County,San Bernardino County: Barett Canyon one mile north of Ranger Station in San Antonio Canyon on Old Road. San Bernardino Mt. Range.,762,34.193742,-117.676792,1700,,,WGS84,cch2,1372971,,,http://cch2.org/portal/collections/individual/index.php?occid=1372971,"WW, ME",bottom right,3,Total,3,2,0,1,0,,,1.833333333
DAV300404,4/2/1971,1971,4,2,92,menziesii,San Bernardino County,"San Bernardino County: Day Canyon, San Bernardino National Forest.",1223.71,34.201929,-117.5519,3500,,,WGS84,cch2,1372998,,,http://cch2.org/portal/collections/individual/index.php?occid=1372998,"WW, ME",top right,1,Total,7,1,0,1,0,,,1.444444444
DAV300404,4/2/1971,1971,4,2,92,menziesii,San Bernardino County,"San Bernardino County: Day Canyon, San Bernardino National Forest.",1223.71,34.201929,-117.5519,3500,,,WGS84,cch2,1372998,,,http://cch2.org/portal/collections/individual/index.php?occid=1372998,"WW, ME",bottom left,2,Total,12,2,2,2,0,,,1.666666667
DAV300395,6/3/1962,1962,6,3,154,integrifolia,San Bernardino County,"San Bernardino County: Near Lake Arrowhead Hospital, N shore.",1585,34.27027,-117.18365,1479,,,WGS84,cch2,1372993,,,http://cch2.org/portal/collections/individual/index.php?occid=1372993,"WW, ME",top,1,Total,9,7,2,1,1,,,1.9
DAV300395,6/3/1962,1962,6,3,154,integrifolia,San Bernardino County,"San Bernardino County: Near Lake Arrowhead Hospital, N shore.",1585,34.27027,-117.18365,1479,,,WGS84,cch2,1372993,,,http://cch2.org/portal/collections/individual/index.php?occid=1372993,"WW, ME",bottom,2,Total,8,9,4,10,1,,,2.59375
DAV300346,4/7/1945,1945,4,7,97,,Santa Barbara County,"Santa Barbara County: Woodland of Rattlesnake Canyon, Santa Barbara.",305,34.4575,-119.6915,1500,,,WGS84,cch2,1372976,,,http://cch2.org/portal/collections/individual/index.php?occid=1372976,"WW, ME",,1,Total,9,5,6,6,5,,,2.774193548
DAV300394,4/1/1978,1978,4,1,91,integrifolia,Los Angeles County,Los Angeles County: West side of Sierra Hwy. and 1 mile north of State Hwy. 14.,988,34.512875,-118.236764,500,,,WGS84,cch2,1372994,,,http://cch2.org/portal/collections/individual/index.php?occid=1372994,"WW, ME",top,1,Total,2,2,1,0,0,,,1.8
DAV300394,4/1/1978,1978,4,1,91,integrifolia,Los Angeles County,Los Angeles County: West side of Sierra Hwy. and 1 mile north of State Hwy. 14.,988,34.512875,-118.236764,500,,,WGS84,cch2,1372994,,,http://cch2.org/portal/collections/individual/index.php?occid=1372994,"WW, ME",bottom,2,Total,2,2,0,0,0,,,1.5
DAV300356,4/1/1980,1980,4,1,92,,Los Angeles County,"Los Angeles County: Hungry Valley SVRA. (Exact location unknown. This park is mostly in Los Angeles county, but also includes parts of Ventura and Kern counties. Coordinates estimated by the label maker.)",1169.59,34.766905,-118.857918,8759,,,WGS84,cch2,1404681,,,http://cch2.org/portal/collections/individual/index.php?occid=1404681,DG,top right ,1,Total,8,4,5,1,9,,,2.962962963
DAV300356,4/1/1980,1980,4,1,92,,Los Angeles County,"Los Angeles County: Hungry Valley SVRA. (Exact location unknown. This park is mostly in Los Angeles county, but also includes parts of Ventura and Kern counties. Coordinates estimated by the label maker.)",1169.59,34.766905,-118.857918,8759,,,WGS84,cch2,1404681,,,http://cch2.org/portal/collections/individual/index.php?occid=1404681,DG,center. No other plants are whole. (XML file order switched in DGs scores),2,Total,2,0,4,3,4,,,3.538461538
JEPS1803,4/29/1941,1941,4,29,119,,San Bernardino,"Willow Springs Canyon Mohave Desert, Old Dad Mountains, Willow Springs Canyon (Old Dad Mountains, Mohave Desert)",1371,34.77,-115.683,393,,,WGS84,cch2,3315690,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3315690,"WW, ME",,1,Total,1,0,1,2,5,,,4.111111111
JEPS1803,4/29/1941,1941,4,29,119,,San Bernardino,"Willow Springs Canyon Mohave Desert, Old Dad Mountains, Willow Springs Canyon (Old Dad Mountains, Mohave Desert)",1371,34.77,-115.683,393,,,WGS84,cch2,3315690,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3315690,"WW, ME",,2,Total,5,2,3,3,2,,,2.666666667
JEPS1803,4/29/1941,1941,4,29,119,,San Bernardino,"Willow Springs Canyon Mohave Desert, Old Dad Mountains, Willow Springs Canyon (Old Dad Mountains, Mohave Desert)",1371,34.77,-115.683,393,,,WGS84,cch2,3315690,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3315690,"WW, ME",,3,Total,1,3,0,2,2,,,3.125
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME","numbering: left to right, then top to bottom",1,Total,4,3,0,1,0,,,1.75
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,2,Total,3,1,0,0,0,,,1.25
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,3,Total,3,3,0,1,0,,,1.857142857
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,4,Total,2,2,0,1,0,,,2
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,5,Total,3,2,0,1,0,,,1.833333333
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,6,Total,2,1,0,1,0,,,2
JEPS1914,4/9/1927,1927,4,9,99,,Kern,Tehachapi Valley,1258.69,35.1125,-118.43611,,,,,cch2,3475111,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3475111,"WW, ME",,7,Total,3,2,0,1,0,,,1.833333333
DAV300344,3/19/1993,1993,3,19,78,,San Luis Obispo County,"San Luis Obispo County: Carrizo Plain Natural Area, grassland along Soda Lake Rd., 2.3 miles NW of intersection with dirt road leading to Painted Rock and Education Center.",589.53,35.207474,-119.866929,1000,,,WGS84,cch2,1372974,,,http://cch2.org/portal/collections/individual/index.php?occid=1372974,"WW, ME",,1,Total,4,4,1,7,0,,,2.6875
DAV300344,3/19/1993,1993,3,19,78,,San Luis Obispo County,"San Luis Obispo County: Carrizo Plain Natural Area, grassland along Soda Lake Rd., 2.3 miles NW of intersection with dirt road leading to Painted Rock and Education Center.",589.53,35.207474,-119.866929,1000,,,WGS84,cch2,1372974,,,http://cch2.org/portal/collections/individual/index.php?occid=1372974,"WW, ME",last two not full plants,2,Total,3,4,2,4,1,,,2.714285714
DAV300372,4/25/1993,1993,4,25,115,,Kern County,"Kern County: Tehachapi Mountains., 1 mile N of Tehachapi Loop.",1676,35.212387,-118.545448,5000,,,WGS84,cch2,1372848,,,http://cch2.org/portal/collections/individual/index.php?occid=1372848,"WW, ME",,1,Total,5,3,1,2,0,,,2
JEPS1492,2/10/1935,1935,2,10,41,,Kern,"12 mi ne Bakersfield (low hills s Kern River, Cottonwood Creek, Greenhorn foothills); Greenhorn foothills, s of Kern River, Cottonwood Creek",287.08,35.388786,-118.793434,4036,,,NAD27,cch2,3560291,Flowering/Fruiting,low hills,http://cch2.org/portal/collections/individual/index.php?occid=3560291,"WW, ME",top left,1,Total,3,3,2,1,0,,,2.111111111
JEPS1492,2/10/1935,1935,2,10,41,,Kern,"12 mi ne Bakersfield (low hills s Kern River, Cottonwood Creek, Greenhorn foothills); Greenhorn foothills, s of Kern River, Cottonwood Creek",287.08,35.388786,-118.793434,4036,,,NAD27,cch2,3560291,Flowering/Fruiting,low hills,http://cch2.org/portal/collections/individual/index.php?occid=3560291,"WW, ME",base of plant is messy; middle right,2,Total,4,5,0,1,0,,,1.8
JEPS1492,2/10/1935,1935,2,10,41,,Kern,"12 mi ne Bakersfield (low hills s Kern River, Cottonwood Creek, Greenhorn foothills); Greenhorn foothills, s of Kern River, Cottonwood Creek",287.08,35.388786,-118.793434,4036,,,NAD27,cch2,3560291,Flowering/Fruiting,low hills,http://cch2.org/portal/collections/individual/index.php?occid=3560291,"WW, ME",bottom left,3,Total,3,2,1,0,0,,,1.666666667
DAV300334,4/22/1974,1974,4,22,112,,San Luis Obispo County,"San Luis Obispo County: In Commatti Canyon (aka Camatta Canyon), 1.1 miles N of CA 58.",460.96,35.440416,-120.287907,1000,,,WGS84,cch2,1372967,,,http://cch2.org/portal/collections/individual/index.php?occid=1372967,"WW, ME","Not scored. Architecture, sepals, and leaves very unlike N. menziesii; possibly a subspecies, local ecotype, or weird mutatnt. Features and locality not consistent with N. pulchella or N. pedunculata. Label likely referring to Comatta Canyon (along Comatta Creek Rd) in SLO.",NA,,,,,,,y,y,#DIV/0!
JEPS79245,4/6/1980,1980,4,6,97,,Tulare,0.5 mi ssw of junction of Avenue 72 and Road 10 (Pixley National Wildlife Refuge); Pixley National Wildlife Refuge,83,35.970917,-119.3725,7351,,,NAD27,cch2,3560145,Flowering/Fruiting,along poorly marked dirt road. Valley grassland community.,http://cch2.org/portal/collections/individual/index.php?occid=3560145,ME,,1,Total,1,2,1,1,1,,,2.833333333
JEPS79245,4/6/1980,1980,4,6,97,,Tulare,0.5 mi ssw of junction of Avenue 72 and Road 10 (Pixley National Wildlife Refuge); Pixley National Wildlife Refuge,83,35.970917,-119.3725,7351,,,NAD27,cch2,3560145,Flowering/Fruiting,along poorly marked dirt road. Valley grassland community.,http://cch2.org/portal/collections/individual/index.php?occid=3560145,ME,,2,Total,0,1,0,1,3,,,4.2
JEPS79245,4/6/1980,1980,4,6,97,,Tulare,0.5 mi ssw of junction of Avenue 72 and Road 10 (Pixley National Wildlife Refuge); Pixley National Wildlife Refuge,83,35.970917,-119.3725,7351,,,NAD27,cch2,3560145,Flowering/Fruiting,along poorly marked dirt road. Valley grassland community.,http://cch2.org/portal/collections/individual/index.php?occid=3560145,ME,,3,Total,0,1,0,2,2,,,4
JEPS79245,4/6/1980,1980,4,6,97,,Tulare,0.5 mi ssw of junction of Avenue 72 and Road 10 (Pixley National Wildlife Refuge); Pixley National Wildlife Refuge,83,35.970917,-119.3725,7351,,,NAD27,cch2,3560145,Flowering/Fruiting,along poorly marked dirt road. Valley grassland community.,http://cch2.org/portal/collections/individual/index.php?occid=3560145,ME,,4,Total,0,1,0,6,0,,,3.714285714
JEPS1493,5/25/1938,1938,5,25,145,,San Benito,"1 mi s Idria; Inner South Coast Ranges, San Carlos Range",914,36.403248,-120.672295,2995,,,NAD27,cch2,3303659,Flowering/Fruiting,open shale banks in Quercus douglasii & Pinus sabiniana,http://cch2.org/portal/collections/individual/index.php?occid=3303659,ME,,1,Total,0,1,17,26,41,,,4.258823529
JEPS3134,3/28/1915,1915,3,28,87,,Tulare,"Shepherd Cove , Shepherd Cove (Sequoia National Park)",396,36.47714,-118.85665,673,,,NAD27,cch2,3230631,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3230631,WW,overlapping plants,NA,,,,,,,y,y,#DIV/0!
JEPS1912,5/23/1907,1907,5,23,143,,Tulare,Limekiln Creek,1528.42,36.704,-118.957,3219,,,NAD27,cch2,3314766,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3314766,WW,"too tangly, not scored. overlapping plants",NA,,,,,,,y,y,#DIV/0!
JEPS1796,3/28/1929,1929,3,28,87,,Fresno,Little Dry Creek near Sparkville; Little Dry Creek near Sparkville,198,36.968315,-119.61253,818,,,NAD27,cch2,3510862,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3510862,WW,sheet is a bit blurry ,1,Total,2,2,2,0,0,,,2
