specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
UCR0077072,2/10/2005,2005,2,10,41,,Riverside,"E of Temecula, Rancho California, SE of intersection of Mesa Verdugo and Calle Vista, N of Pauba Valley and south of Buck Mesa",393,33.51103,-117.06725,,,,,cch2,1586180,,"Eriogonum fasciculatum dominant, where not cleared. Large lot housing on all surrounding tracts.",http://cch2.org/portal/collections/individual/index.php?occid=1586180,DG,From training set,1,Total,15,13,7,3,4,,,2.238095238
UCR0077091,4/6/2001,2001,4,6,96,,Riverside,"Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route",366,33.52528,-117.12389,,,,,cch2,1486397,,Rolling hills with coastal sage scrub and grassland.,http://cch2.org/portal/collections/individual/index.php?occid=1486397,CF,,1,Total,7,5,1,1,1,,,1.933333333
UCR0077091,4/6/2001,2001,4,6,96,,Riverside,"Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route",366,33.52528,-117.12389,,,,,cch2,1486397,,Rolling hills with coastal sage scrub and grassland.,http://cch2.org/portal/collections/individual/index.php?occid=1486397,CF,top right,2,Total,5,3,1,1,1,,,2.090909091
UCR0077091,4/6/2001,2001,4,6,96,,Riverside,"Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route",366,33.52528,-117.12389,,,,,cch2,1486397,,Rolling hills with coastal sage scrub and grassland.,http://cch2.org/portal/collections/individual/index.php?occid=1486397,CF,,3,Total,3,3,0,1,0,,,1.857142857
UCR0077213,3/27/2003,2003,3,27,86,,Orange,Canyon bottom and W-facing slopes above Canada Gobernadora,91,33.53333,-117.58333,,,,,cch2,1597208,,"Coastal sage scrub and weedy grasslands on slopes, Salix scrub along stream channel and cultivated barley on valley floor.",http://cch2.org/portal/collections/individual/index.php?occid=1597208,CF,no whole plants,NA,,,,,,,y,y,#DIV/0!
UCR0077102,3/26/2003,2003,3,26,85,menziesii,Riverside,"Wilson Valley Mitigation Bank (Center for Natural Lands Management), NE of Wilson Valley Road and west of Wilson Creek",854,33.53417,-116.8675,,,,,cch2,1554125,,"Open sage scrub and non-native grassland with granitic outcrops dotting the area. Amazing year for wildflowers, this only one species of many.",http://cch2.org/portal/collections/individual/index.php?occid=1554125,CF,not convoluted but take care in separating the two bc there is some overlap,1,Total,7,4,2,0,0,,,1.615384615
UCR0077102,3/26/2003,2003,3,26,85,menziesii,Riverside,"Wilson Valley Mitigation Bank (Center for Natural Lands Management), NE of Wilson Valley Road and west of Wilson Creek",854,33.53417,-116.8675,,,,,cch2,1554125,,"Open sage scrub and non-native grassland with granitic outcrops dotting the area. Amazing year for wildflowers, this only one species of many.",http://cch2.org/portal/collections/individual/index.php?occid=1554125,CF,   ,2,Total,12,13,10,3,2,,,2.25
UCR0077081,5/9/1970,1970,5,9,129,,Riverside,"State Hwy 74 [Palms to Pines Hwy], 1 mile west of Santa Rosa Mountain Road",1220,33.56833,-116.5275,,,,,cch2,1447227,,,http://cch2.org/portal/collections/individual/index.php?occid=1447227,CF,,1,Total,0,2,0,7,1,,,3.7
UCR0077081,5/9/1970,1970,5,9,129,,Riverside,"State Hwy 74 [Palms to Pines Hwy], 1 mile west of Santa Rosa Mountain Road",1220,33.56833,-116.5275,,,,,cch2,1447227,,,http://cch2.org/portal/collections/individual/index.php?occid=1447227,CF,,2,Total,0,2,0,4,2,,,3.75
UCR0077082,4/17/1980,1980,4,17,108,,Riverside,Pine Meadow in upper Garner Valley,1433,33.57944,-116.59583,,,,,cch2,1447224,,"At edge of meadow dominated by Artemisia tridentata, Poa secunda, Sitanion, etc., and bordered by chaparral.",http://cch2.org/portal/collections/individual/index.php?occid=1447224,CF,,1,Total,4,8,0,3,1,,,2.3125
UCR0077082,4/17/1980,1980,4,17,108,,Riverside,Pine Meadow in upper Garner Valley,1433,33.57944,-116.59583,,,,,cch2,1447224,,"At edge of meadow dominated by Artemisia tridentata, Poa secunda, Sitanion, etc., and bordered by chaparral.",http://cch2.org/portal/collections/individual/index.php?occid=1447224,CF,,2,Total,3,5,0,3,0,,,2.272727273
UCR0077082,4/17/1980,1980,4,17,108,,Riverside,Pine Meadow in upper Garner Valley,1433,33.57944,-116.59583,,,,,cch2,1447224,,"At edge of meadow dominated by Artemisia tridentata, Poa secunda, Sitanion, etc., and bordered by chaparral.",http://cch2.org/portal/collections/individual/index.php?occid=1447224,CF,,3,Total,0,2,0,1,1,,,3.25
UCR0077082,4/17/1980,1980,4,17,108,,Riverside,Pine Meadow in upper Garner Valley,1433,33.57944,-116.59583,,,,,cch2,1447224,,"At edge of meadow dominated by Artemisia tridentata, Poa secunda, Sitanion, etc., and bordered by chaparral.",http://cch2.org/portal/collections/individual/index.php?occid=1447224,CF,,4,Total,2,2,2,1,0,,,2.285714286
UCR0077082,4/17/1980,1980,4,17,108,,Riverside,Pine Meadow in upper Garner Valley,1433,33.57944,-116.59583,,,,,cch2,1447224,,"At edge of meadow dominated by Artemisia tridentata, Poa secunda, Sitanion, etc., and bordered by chaparral.",http://cch2.org/portal/collections/individual/index.php?occid=1447224,CF,,5,Total,3,2,1,1,0,,,2
UCR0077094,3/15/1997,1997,3,15,74,,Riverside,Lake Skinner area: hill (1864) east of Skinner Lake at NW end of Tucalota Hills,488,33.59,-117.02333,,,,,cch2,1467104,,Rocky gabbro and granite hill dominated by coastal sage scrub with much Salvia mellifera.,http://cch2.org/portal/collections/individual/index.php?occid=1467104,CF,,1,Total,5,3,0,1,0,,,1.666666667
UCR0077094,3/15/1997,1997,3,15,74,,Riverside,Lake Skinner area: hill (1864) east of Skinner Lake at NW end of Tucalota Hills,488,33.59,-117.02333,,,,,cch2,1467104,,Rocky gabbro and granite hill dominated by coastal sage scrub with much Salvia mellifera.,http://cch2.org/portal/collections/individual/index.php?occid=1467104,CF,,2,Total,15,12,2,1,1,,,1.741935484
UCR0077069,4/7/2003,2003,4,7,97,,Riverside,"powerline trail west of Juan Diego Flats toward Reed Valley, NW of Cahuilla Mountain",1037,33.59278,-116.82611,,,,,cch2,1581640,,"Chaparral dominated by Adenostoma sparsifolium, A. fasciculatum and Arctostaphylos glauca, with lesser amounts of Prunus ilicifolia, Rhamnus ilicifolia and Eriogonum fasciculatum, plus few small groves of Quercus agrifolia.",http://cch2.org/portal/collections/individual/index.php?occid=1581640,CF,"only counted left most plant, others are clippings or missing ",1,Total,3,8,2,2,0,,,2.2
UCR0077049,3/22/2013,2013,3,22,81,integrifolia,Riverside,"southern end of Menifee Valley, between Hwy 215 and Winchester Rd (Hwy 79), south of Los Alamos Rd, rocky slopes flanking Warm Springs Creek",396,33.59806,-117.14194,,,,,cch2,1659237,,"Disturbed coastal sage scrub in rural residential area, with Artemisia californica, Eriogonum fasciculatum foliolosum, Acourtia microcephala, weedy grasses and annuals.",http://cch2.org/portal/collections/individual/index.php?occid=1659237,CF,,1,Total,11,7,2,4,0,,,1.958333333
UCR0077049,3/22/2013,2013,3,22,81,integrifolia,Riverside,"southern end of Menifee Valley, between Hwy 215 and Winchester Rd (Hwy 79), south of Los Alamos Rd, rocky slopes flanking Warm Springs Creek",396,33.59806,-117.14194,,,,,cch2,1659237,,"Disturbed coastal sage scrub in rural residential area, with Artemisia californica, Eriogonum fasciculatum foliolosum, Acourtia microcephala, weedy grasses and annuals.",http://cch2.org/portal/collections/individual/index.php?occid=1659237,CF,,2,Total,12,6,7,2,2,,,2.172413793
UCR0077097,3/15/1997,1997,3,15,74,menziesii,Riverside,Grassland at base of Bachelor Mtn. and adjoining chapararal.,488,33.6,-117.045,,,,,cch2,1478810,,"Mild, grassy slope.",http://cch2.org/portal/collections/individual/index.php?occid=1478810,CF,,1,Total,4,4,1,4,1,,,2.571428571
UCR0077097,3/15/1997,1997,3,15,74,menziesii,Riverside,Grassland at base of Bachelor Mtn. and adjoining chapararal.,488,33.6,-117.045,,,,,cch2,1478810,,"Mild, grassy slope.",http://cch2.org/portal/collections/individual/index.php?occid=1478810,CF,,2,Total,8,2,2,1,0,,,1.692307692
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,1,Total,2,3,4,1,0,,,2.4
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,2,Total,5,8,3,3,0,,,2.210526316
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,3,Total,1,1,0,0,0,,,1.5
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,4,Total,1,4,1,0,0,,,2
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,5,Total,1,0,0,0,0,,,1
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,6,Total,2,1,0,1,0,,,2
UCR0077068,4/13/2000,2000,4,13,104,,Riverside,"Southwestern Riverside County Multispecies Reserve, c. 3 mi NE of Skinner Reservoir",457,33.6,-117.01667,,,,,cch2,1592979,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=1592979,CF,,7,Total,3,1,1,0,0,,,1.6
UCR0077099,4/5/1989,1989,4,5,95,,Riverside,"Shipley Multi-species Reserve, blue-line stream on the southeastern flank of Bachelor Mtn.",470,33.60833,-117.04167,,,,,cch2,1495930,,"Coast live oak riparian forest w/ Quercus agrifolia, Claytonia perfoliata, Urtica dioica holosericea, Solidago californica, Elymus condensatus Verbena lasiostachys, Eleocharis palustris.",http://cch2.org/portal/collections/individual/index.php?occid=1495930,"CF,WW, DG","Re-scored (DG), very difficult sheet. Loose branches v likely belong to same plant. devin can you look pls: dense and blurry",1,Total,5,6,2,5,1,,,2.526315789
UCR0077071,4/18/2001,2001,4,18,108,,Riverside,Bautista Canyon near Tripp Flats Rd.,1143,33.60833,-116.74167,,,,,cch2,1584432,,Mixed chaparral with Adenostoma sparsiflora and Artemisia tridentata dominant.,http://cch2.org/portal/collections/individual/index.php?occid=1584432,CF,,1,Total,10,8,1,3,0,,,1.863636364
UCR0077071,4/18/2001,2001,4,18,108,,Riverside,Bautista Canyon near Tripp Flats Rd.,1143,33.60833,-116.74167,,,,,cch2,1584432,,Mixed chaparral with Adenostoma sparsiflora and Artemisia tridentata dominant.,http://cch2.org/portal/collections/individual/index.php?occid=1584432,CF,,2,Total,13,7,1,4,2,,,2.074074074
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,1,Total,0,0,0,0,0,,,#DIV/0!
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,2,Total,2,1,0,1,0,,,2
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,3,Total,0,1,0,0,0,,,2
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,4,Total,2,2,0,0,0,,,1.5
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,5,Total,3,1,0,0,0,,,1.25
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,6,Total,0,1,0,0,0,,,2
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,7,Total,0,2,0,0,0,,,2
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,8,Total,0,1,0,1,0,,,3
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,9,Total,0,1,0,1,0,,,3
UCR0077079,3/31/1996,1996,3,31,91,,Riverside,"Bundy Canyon, SE of Lake Elsinore; c. 1 road mile (± 0.2 mi) east of Bundy Canyon Road exit from Hwy I-15. About 40 ft. south of road along mapped intermittent blueline stream",439,33.625,-117.25,,,,,cch2,1476988,,"Quercus agrifolia riparian woodland, with Salix laevigata, Platanus racemosa along stream; adjacent N- and W-facing slopes covered by mixed chaparral and coastal sage scrub species.",http://cch2.org/portal/collections/individual/index.php?occid=1476988,CF,,10,Total,1,1,0,0,0,,,1.5
UCR0077048,4/9/2014,2014,4,9,99,,Riverside,"Menifee, c. 4 mi southeast of Canyon Lake, northeast corner of Bundy Canyon Road and Sunset Avenue",534,33.64194,-117.2225,,,,,cch2,1668839,,"Flat terrain; non-native grassland with remnant patches of coastal sage scrub including Rhamnus crocea, Rhus aromatica, Eriogonum fasciculatum foliolosum, Adenostoma fasciculatum, Sambucus nigra. Grassland of Avena barbata is disked annually and supports scattered native and weedy annuals.",http://cch2.org/portal/collections/individual/index.php?occid=1668839,CF,,1,Total,8,5,3,2,1,,,2.105263158
UCR0077048,4/9/2014,2014,4,9,99,,Riverside,"Menifee, c. 4 mi southeast of Canyon Lake, northeast corner of Bundy Canyon Road and Sunset Avenue",534,33.64194,-117.2225,,,,,cch2,1668839,,"Flat terrain; non-native grassland with remnant patches of coastal sage scrub including Rhamnus crocea, Rhus aromatica, Eriogonum fasciculatum foliolosum, Adenostoma fasciculatum, Sambucus nigra. Grassland of Avena barbata is disked annually and supports scattered native and weedy annuals.",http://cch2.org/portal/collections/individual/index.php?occid=1668839,CF,,2,Total,7,3,0,0,2,,,1.916666667
