specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
UC67153,1894-03-28,1894,3,28,87,integrifolia,San Diego,Encinitas,106.8,33.0435,-117.2639,3218,,,WGS84,cch2,3155222,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3155222,DG,"single plant, blurry. Couple stems missing; small structures",1,Total,1,4,3,7,3,,,3.388888889
UC486458,6/1/1932,1932,6,1,153,integrifolia,San Diego,Banner Grade,937.52,33.0782,-116.565,2575,,,WGS84,cch2,3153009,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3153009,SA,EXCLUDE: No whole plants,NA,,,,,,,y,y,#DIV/0!
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,top; top far right is 2 plants so not counted,1,Total,3,1,0,0,0,,,1.25
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,far top left,2,Total,2,1,0,0,0,,,1.333333333
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,top middle,3,Total,0,2,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,top horizontal plant,4,Total,3,0,0,0,0,,,1
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,5,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,middle horizontal plant,6,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,7,Total,1,1,0,0,0,,,1.5
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,far right horizontal,8,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,next row,9,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,10,Total,0,1,0,1,0,,,3
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,11,Total,1,1,0,0,0,,,1.5
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,last row,12,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,13,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,14,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,15,Total,0,1,0,0,0,,,2
UC67154,4/4/1904,1904,4,4,95,integrifolia,San Diego,Witch Creek,792,33.08272,-116.71691,3621,,,WGS84,cch2,3149139,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149139,SA,,16,Total,1,1,0,0,0,,,1.5
UC24270,1894-04-01,1894,4,1,91,integrifolia,San Diego,Witch Creek,840.93,33.08272,-116.71691,3621,,,WGS84,cch2,3149419,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149419,SA,(DG) - manual adjustment - 2 buds instead of 1. top right,1,Total,2,4,0,0,0,,,1.666666667
UC24270,1894-04-01,1894,4,1,91,integrifolia,San Diego,Witch Creek,840.93,33.08272,-116.71691,3621,,,WGS84,cch2,3149419,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149419,SA,large middle plant,2,Total,7,12,4,1,0,,,1.958333333
UC24270,1894-04-01,1894,4,1,91,integrifolia,San Diego,Witch Creek,840.93,33.08272,-116.71691,3621,,,WGS84,cch2,3149419,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149419,SA,bottom right,3,Total,6,14,5,0,0,,,1.96
UC501545,3/31/1929,1929,3,31,90,,San Diego,"e Julian (Foster Grade, just below Banner); Foster Grade, e of Julian, just below Banner",1024.72,33.0828,-116.572,2575,,,WGS84,cch2,3333803,Flowering/Fruiting,growing under bushes,http://cch2.org/portal/collections/individual/index.php?occid=3333803,SA,EXCLUDE: Whole plants were overlapping and the rest were not whole,NA,,,,,,,y,y,#DIV/0!
UC168372,1894-06-16,1894,6,16,167,integrifolia,San Diego,El Volcan,1628.07,33.10202,-116.57905,403,,,WGS84,cch2,3151835,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3151835,SA,,1,Total,5,11,10,8,1,,,2.685714286
UC168372,1894-06-16,1894,6,16,167,integrifolia,San Diego,El Volcan,1628.07,33.10202,-116.57905,403,,,WGS84,cch2,3151835,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3151835,SA,,2,Total,8,48,20,19,5,,,2.65
UC24212,4/9/1921,1921,4,9,99,,San Diego,Santa Ysabel,911.02,33.10921,-116.67308,1609,,,WGS84,cch2,3455119,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3455119,SA,top,1,Total,4,2,3,1,0,,,2.1
UC24212,4/9/1921,1921,4,9,99,,San Diego,Santa Ysabel,911.02,33.10921,-116.67308,1609,,,WGS84,cch2,3455119,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3455119,SA,bottom,2,Total,2,3,0,3,0,,,2.5
UC1019605,3/19/1926,1926,3,19,78,,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,743.04,33.1125,-116.523,1609,,,WGS84,cch2,3293194,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3293194,SA,"top left; bottom plant was two plants intertwined, was not counted",1,Total,0,1,2,1,0,,,3
UC1019605,3/19/1926,1926,3,19,78,,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,743.04,33.1125,-116.523,1609,,,WGS84,cch2,3293194,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3293194,SA,top right,2,Total,1,2,0,1,0,,,2.25
UC489143,4/1/1927,1927,4,1,91,integrifolia,San Diego,Escondido,229.44,33.12177,-117.06739,4828,,,WGS84,cch2,3155182,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3155182,SA,EXCLUDE:These are mutliple large plants that are overlapping so I can't tell the difference between them,NA,,,,,,,y,y,#DIV/0!
UC880906,4/12/1940,1940,4,12,103,,San Diego,10 mi s Warner's Hot Springs; s of Warner's Hot Springs,937.82,33.13577,-116.67753,4828,,,WGS84,cch2,3457909,Flowering/Fruiting,wash in chaparral,http://cch2.org/portal/collections/individual/index.php?occid=3457909,SA,Left,1,Total,0,1,0,0,0,,,2
UC880906,4/12/1940,1940,4,12,103,,San Diego,10 mi s Warner's Hot Springs; s of Warner's Hot Springs,937.82,33.13577,-116.67753,4828,,,WGS84,cch2,3457909,Flowering/Fruiting,wash in chaparral,http://cch2.org/portal/collections/individual/index.php?occid=3457909,SA,Right,2,Total,9,14,4,6,7,,,2.7
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,1,Total,1,4,0,2,1,,,2.75
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,2,Total,0,2,1,7,2,,,3.75
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,3,Total,0,5,1,1,0,,,2.428571429
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,4,Total,0,3,1,2,3,,,3.555555556
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,5,Total,3,5,1,2,1,,,2.416666667
UC107233,1895-04-16,1895,4,16,106,,San Diego,San Felipe,1071.83,33.1992,-116.5986,1609,,,WGS84,cch2,3354437,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3354437,SA,,6,Total,5,3,1,1,1,,,2.090909091
