specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
SD00010611,5/22/1941,1941,5,22,142,integrifolia,San Diego,Burn between Campo and Canyon City,708.61,32.5987,-116.50384,3218,,,WGS84,cch2,500079,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500079,"CPA, DC",,1,Total,1,0,11,20,28,,,4.233333333
SD00008034,5/14/1983,1983,5,14,134,menziesii,Imperial,"In-Ko-Pah Mountains, south of I-8. (IPB 10/07)",1158,32.63057,-116.0937,241,,,WGS84,cch2,500148,FL,"Damp, sandy d.g.",http://cch2.org/portal/collections/individual/index.php?occid=500148,"CPA, DC",,1,Total,2,2,4,6,0,,,3
SD00008034,5/14/1983,1983,5,14,134,menziesii,Imperial,"In-Ko-Pah Mountains, south of I-8. (IPB 10/07)",1158,32.63057,-116.0937,241,,,WGS84,cch2,500148,FL,"Damp, sandy d.g.",http://cch2.org/portal/collections/individual/index.php?occid=500148,"CPA, DC",,2,Total,0,1,1,0,0,,,2.5
SD00008034,5/14/1983,1983,5,14,134,menziesii,Imperial,"In-Ko-Pah Mountains, south of I-8. (IPB 10/07)",1158,32.63057,-116.0937,241,,,WGS84,cch2,500148,FL,"Damp, sandy d.g.",http://cch2.org/portal/collections/individual/index.php?occid=500148,"CPA, DC",,3,Total,0,1,1,0,0,,,2.5
SD00008034,5/14/1983,1983,5,14,134,menziesii,Imperial,"In-Ko-Pah Mountains, south of I-8. (IPB 10/07)",1158,32.63057,-116.0937,241,,,WGS84,cch2,500148,FL,"Damp, sandy d.g.",http://cch2.org/portal/collections/individual/index.php?occid=500148,"CPA, DC",,4,Total,0,1,1,1,0,,,3
SD00008033,3/16/2001,2001,3,16,75,integrifolia,Imperial,"Jacumba Natural Area, In-Ko-Pah Mountains, near Smuggler's Cove. (IPB 10/07)",1046,32.63482,-116.09537,241,,,WGS84,cch2,500176,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500176,"CPA, DC",,1,Total,2,0,0,1,0,,,2
SD00008033,3/16/2001,2001,3,16,75,integrifolia,Imperial,"Jacumba Natural Area, In-Ko-Pah Mountains, near Smuggler's Cove. (IPB 10/07)",1046,32.63482,-116.09537,241,,,WGS84,cch2,500176,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500176,"CPA, DC",,2,Total,3,1,2,0,0,,,1.833333333
SD00008033,3/16/2001,2001,3,16,75,integrifolia,Imperial,"Jacumba Natural Area, In-Ko-Pah Mountains, near Smuggler's Cove. (IPB 10/07)",1046,32.63482,-116.09537,241,,,WGS84,cch2,500176,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500176,"CPA, DC",second from right (rightmost is a clipping),3,Total,2,1,0,0,0,,,1.333333333
SD00010534,4/19/2003,2003,4,19,109,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,1123,32.63889,-116.34556,,,,WGS84,cch2,500184,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500184,"CPA, DC",Plants labelled on image,1,Total,6,8,3,0,8,,,2.84
SD00010534,4/19/2003,2003,4,19,109,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,1123,32.63889,-116.34556,,,,WGS84,cch2,500184,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500184,"CPA, DC",,2,Total,3,4,2,1,3,,,2.769230769
SD00010534,4/19/2003,2003,4,19,109,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,1123,32.63889,-116.34556,,,,WGS84,cch2,500184,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500184,"CPA, DC",,3,Total,2,6,3,0,2,,,2.538461538
SD00010534,4/19/2003,2003,4,19,109,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,1123,32.63889,-116.34556,,,,WGS84,cch2,500184,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500184,"CPA, DC",,4,Total,0,6,1,1,2,,,2.9
SD00010534,4/19/2003,2003,4,19,109,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,1123,32.63889,-116.34556,,,,WGS84,cch2,500184,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500184,"CPA, DC",,5,Total,4,2,2,2,1,,,2.454545455
SD00010538,5/16/1941,1941,5,16,136,integrifolia,San Diego,Campo Boulevard highway,976.99,32.65127,-116.38252,11263,,,WGS84,cch2,500082,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500082,"CPA, DC","Extremely dense; could be multiple plants. Good job scoring this one, but can skip super dense plants like this in future",1,Total,28,32,21,34,48,,,3.257668712
SD00010547,3/23/1935,1935,3,23,82,integrifolia,Imperial,"Boulder Park on Highway 80, top of Mountain Springs Grade",892.39,32.6589,-116.1008,644,,,WGS84,cch2,500048,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500048,"CPA, DC",,1,Total,4,1,1,1,1,,,2.25
SD00010545,4/29/2003,2003,4,29,119,integrifolia,San Diego,"Walker Canyon Ecological Reserve: between Boulevard and Jacumba on the north side of Interstate 8, along arroyo bottom near stream",870,32.66361,-116.22167,,,,WGS84,cch2,500187,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500187,"CPA, DC",Larger on left side,1,Total,3,0,0,3,13,,,4.210526316
SD00010612,5/18/1938,1938,5,18,138,integrifolia,San Diego,Burn at Boulevarde,1019.72,32.66367,-116.27363,1609,,,WGS84,cch2,500070,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500070,"CPA, DC",Top,1,Total,11,20,2,7,3,,,2.325581395
SD00010612,5/18/1938,1938,5,18,138,integrifolia,San Diego,Burn at Boulevarde,1019.72,32.66367,-116.27363,1609,,,WGS84,cch2,500070,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500070,"CPA, DC",Bottom,2,Total,2,5,3,10,19,,,4
RSA0011369,3/16/2013,2013,3,16,75,,San Diego County,The Jacumba Mountains; north side of Table Mountain.,1033,32.6639,-116.14568,,,,NAD83,cch2,1231699,,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",http://cch2.org/portal/collections/individual/index.php?occid=1231699,"CPA, DC",Plants labelled on image,1,Total,3,0,0,1,0,,,1.75
RSA0011369,3/16/2013,2013,3,16,75,,San Diego County,The Jacumba Mountains; north side of Table Mountain.,1033,32.6639,-116.14568,,,,NAD83,cch2,1231699,,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",http://cch2.org/portal/collections/individual/index.php?occid=1231699,"CPA, DC",Plants labelled on image,2,Total,2,0,0,1,0,,,2
RSA0011369,3/16/2013,2013,3,16,75,,San Diego County,The Jacumba Mountains; north side of Table Mountain.,1033,32.6639,-116.14568,,,,NAD83,cch2,1231699,,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",http://cch2.org/portal/collections/individual/index.php?occid=1231699,"CPA, DC",Plants labelled on image,3,Total,1,1,1,0,1,,,2.75
RSA0011369,3/16/2013,2013,3,16,75,,San Diego County,The Jacumba Mountains; north side of Table Mountain.,1033,32.6639,-116.14568,,,,NAD83,cch2,1231699,,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",http://cch2.org/portal/collections/individual/index.php?occid=1231699,"CPA, DC",Plants labelled on image,4,Total,0,0,0,0,0,,,#DIV/0!
RSA0011369,3/16/2013,2013,3,16,75,,San Diego County,The Jacumba Mountains; north side of Table Mountain.,1033,32.6639,-116.14568,,,,NAD83,cch2,1231699,,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",http://cch2.org/portal/collections/individual/index.php?occid=1231699,"CPA, DC",Plants labelled on image,5,Total,0,1,0,0,1,,,3.5
SD00010582,4/24/2012,2012,4,24,115,integrifolia,San Diego,Mountain Warfare Training Camp Michael Monsoor: La Posta area; east of Morena Reservoir and west of La Posta Road; along a dirt road,970,32.66724,-116.4419,,,,WGS84,cch2,500282,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500282,"CPA, DC",Top,1,Total,16,17,21,12,22,,,3.079545455
SD00010582,4/24/2012,2012,4,24,115,integrifolia,San Diego,Mountain Warfare Training Camp Michael Monsoor: La Posta area; east of Morena Reservoir and west of La Posta Road; along a dirt road,970,32.66724,-116.4419,,,,WGS84,cch2,500282,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500282,"CPA, DC",Bottom left,2,Total,3,4,1,3,1,,,2.583333333
SD00010582,4/24/2012,2012,4,24,115,integrifolia,San Diego,Mountain Warfare Training Camp Michael Monsoor: La Posta area; east of Morena Reservoir and west of La Posta Road; along a dirt road,970,32.66724,-116.4419,,,,WGS84,cch2,500282,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500282,"CPA, DC",Bottom right,3,Total,4,7,5,4,2,,,2.681818182
SD00010639,3/20/2007,2007,3,20,79,integrifolia,San Diego,"Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, ½ mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.",656,32.67444,-116.74806,,,,WGS84,cch2,500226,FL,Decomposed granite soil. Afternoon shade.,http://cch2.org/portal/collections/individual/index.php?occid=500226,"CPA, DC",Top left,1,Total,5,1,1,0,0,,,1.428571429
SD00010639,3/20/2007,2007,3,20,79,integrifolia,San Diego,"Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, ½ mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.",656,32.67444,-116.74806,,,,WGS84,cch2,500226,FL,Decomposed granite soil. Afternoon shade.,http://cch2.org/portal/collections/individual/index.php?occid=500226,"CPA, DC",Top right,2,Total,6,3,0,0,0,,,1.333333333
SD00010639,3/20/2007,2007,3,20,79,integrifolia,San Diego,"Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, ½ mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.",656,32.67444,-116.74806,,,,WGS84,cch2,500226,FL,Decomposed granite soil. Afternoon shade.,http://cch2.org/portal/collections/individual/index.php?occid=500226,"CPA, DC",bottom left,3,Total,4,0,1,0,0,,,1.4
SD00010638,3/1/2007,2007,3,1,60,integrifolia,San Diego,"Cleveland National Forest, in Morena Village, W of Lake Morena Drive, E of Lupine Drive, S of Cleveland Forest Drive.",963,32.67636,-116.51032,,,,WGS84,cch2,500232,FL,"Fine loose sand, no rocks.",http://cch2.org/portal/collections/individual/index.php?occid=500232,"CPA, DC",Left,1,Total,7,3,2,0,1,,,1.846153846
SD00010638,3/1/2007,2007,3,1,60,integrifolia,San Diego,"Cleveland National Forest, in Morena Village, W of Lake Morena Drive, E of Lupine Drive, S of Cleveland Forest Drive.",963,32.67636,-116.51032,,,,WGS84,cch2,500232,FL,"Fine loose sand, no rocks.",http://cch2.org/portal/collections/individual/index.php?occid=500232,"CPA, DC",Center,2,Total,5,9,5,1,0,,,2.1
SD00010638,3/1/2007,2007,3,1,60,integrifolia,San Diego,"Cleveland National Forest, in Morena Village, W of Lake Morena Drive, E of Lupine Drive, S of Cleveland Forest Drive.",963,32.67636,-116.51032,,,,WGS84,cch2,500232,FL,"Fine loose sand, no rocks.",http://cch2.org/portal/collections/individual/index.php?occid=500232,"CPA, DC",Right,3,Total,4,3,0,1,0,,,1.75
SD00010656,1/20/2005,2005,1,20,20,integrifolia,San Diego,"Rancho Jamul Ecological Reserve (California Dept. of Fish & Game): west of Hwy. 94, south of Jamul & north of Otay Lakes Road; central part of reserve just west of the main buildings, northeast-facing rocky slope",270,32.67861,-116.86,,,,WGS84,cch2,500195,FFL,some clay soils with granite boulders,http://cch2.org/portal/collections/individual/index.php?occid=500195,"CPA, DC",top left; blurry image,1,Total,3,6,1,0,0,,,1.8
SD00010656,1/20/2005,2005,1,20,20,integrifolia,San Diego,"Rancho Jamul Ecological Reserve (California Dept. of Fish & Game): west of Hwy. 94, south of Jamul & north of Otay Lakes Road; central part of reserve just west of the main buildings, northeast-facing rocky slope",270,32.67861,-116.86,,,,WGS84,cch2,500195,FFL,some clay soils with granite boulders,http://cch2.org/portal/collections/individual/index.php?occid=500195,"CPA, DC",bottom left; largest plant; blurry image,2,Total,9,8,5,0,0,,,1.818181818
SD00010526,5/12/2017,2017,5,12,132,integrifolia,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,700,32.68267,-116.69306,,,,WGS84,cch2,500330,FFL,granite substrates,http://cch2.org/portal/collections/individual/index.php?occid=500330,"DG, SA",top-right; specimens on this sheet dark,1,Total,5,8,3,7,10,,,3.272727273
SD00010526,5/12/2017,2017,5,12,132,integrifolia,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,700,32.68267,-116.69306,,,,WGS84,cch2,500330,FFL,granite substrates,http://cch2.org/portal/collections/individual/index.php?occid=500330,"DG, SA",large plant bottom left,2,Total,14,20,6,17,12,,,2.898550725
SD00010646,4/21/2008,2008,4,21,112,integrifolia,San Diego,"Hauser Wilderness: Cleveland National Forest; W of Morena Reservoir, at Bronco Flats just S of Skye Valley Road",995,32.69457,-116.56417,,,,WGS84,cch2,500220,FFL,mostly granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500220,"DG, SA","EXCLUDE. specimen blurry, may underestimate actual number of buds. Left plant appears to be one whole specimen, but it's possible there are loose branches within. Plant on left has multiple plants, did not score",NA,,,,,,,,,#DIV/0!
SD00010635,3/23/2008,2008,3,23,83,integrifolia,San Diego,"Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.",942,32.69463,-116.50762,,,,WGS84,cch2,500243,FL,Decomposed granite & scattered boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500243,"DG, SA",top left,1,Total,2,2,0,0,0,,,1.5
SD00010635,3/23/2008,2008,3,23,83,integrifolia,San Diego,"Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.",942,32.69463,-116.50762,,,,WGS84,cch2,500243,FL,Decomposed granite & scattered boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500243,"DG, SA",top right,2,Total,1,2,1,0,0,,,2
SD00010635,3/23/2008,2008,3,23,83,integrifolia,San Diego,"Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.",942,32.69463,-116.50762,,,,WGS84,cch2,500243,FL,Decomposed granite & scattered boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500243,"DG, SA",bottom left,3,Total,2,3,0,0,0,,,1.6
SD00010635,3/23/2008,2008,3,23,83,integrifolia,San Diego,"Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.",942,32.69463,-116.50762,,,,WGS84,cch2,500243,FL,Decomposed granite & scattered boulders.,http://cch2.org/portal/collections/individual/index.php?occid=500243,"DG, SA",bottom right,4,Total,2,2,0,0,0,,,1.5
SD00010578,5/9/1937,1937,5,9,129,integrifolia,San Diego,Lyons Valley,707.24,32.71175,-116.75089,1609,,,WGS84,cch2,500062,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500062,"DG, SA","No whole plants, maybe not menziesii",NA,,,,,,,,,#DIV/0!
SD00010600,4/9/2005,2005,4,9,99,integrifolia,San Diego,"Corral Canyon: Cleveland National Forest; south of Los Pinos Mountain and northwest of Lake Morena, near the road for the OHV area",980,32.71417,-116.58694,,,,WGS84,cch2,500198,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500198,"DG, SA",Specimen kind of blurry. left,1,Total,6,10,4,10,5,,,2.942857143
SD00010600,4/9/2005,2005,4,9,99,integrifolia,San Diego,"Corral Canyon: Cleveland National Forest; south of Los Pinos Mountain and northwest of Lake Morena, near the road for the OHV area",980,32.71417,-116.58694,,,,WGS84,cch2,500198,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500198,"DG, SA",middle. Unsure if immature or mature fruit,2,Total,1,0,4,2,0,,,3
SD00010600,4/9/2005,2005,4,9,99,integrifolia,San Diego,"Corral Canyon: Cleveland National Forest; south of Los Pinos Mountain and northwest of Lake Morena, near the road for the OHV area",980,32.71417,-116.58694,,,,WGS84,cch2,500198,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500198,"DG, SA",right. Several structures hidden behind leaves not scored,3,Total,6,4,4,4,3,,,2.714285714
SD00010468,3/24/1935,1935,3,24,83,,San Diego,East of Jamul,441.67,32.71452,-116.83958,,,,WGS84,cch2,500144,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500144,DG,"Old, slightly blurry. Top right, long roots assumed to be apart of the same plant. Could be underestimating buds, other structures…",1,Total,9,17,2,1,0,,,1.827586207
SD00010468,3/24/1935,1935,3,24,83,,San Diego,East of Jamul,441.67,32.71452,-116.83958,,,,WGS84,cch2,500144,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500144,DG,bottom left,2,Total,10,9,0,0,0,,,1.473684211
SD00010519,3/20/2010,2010,3,20,79,integrifolia,San Diego,Rancho San Diego; N side of San Miguel Mountain; along Millar Ranch Road; 0.8 miles SE of intersection with Highway 94 (Campo Road); 45 yds W of Millar Ranch Road on rock bench in seasonal creek,203,32.72141,-116.93084,,,,WGS84,cch2,500338,FL,"Granitic, rock bench in creekbed",http://cch2.org/portal/collections/individual/index.php?occid=500338,DG,"Top left. Plants slightly blurry. Upper rightmost plant has additional root, did not score",1,Total,3,4,1,3,1,,,2.583333333
SD00010516,4/11/2010,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,DG,"middle row, left",2,Total,4,2,1,1,0,,,1.875
SD00010516,4/11/2010,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,DG,middle middle,3,Total,5,5,4,6,2,,,2.772727273
SD00010516,4/11/2010,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,DG,lower left,4,Total,3,1,1,2,0,,,2.285714286
SD00010516,4/11/2010,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,DG,lower middle,5,Total,0,1,1,0,0,,,2.5
SD00010516,4/11/2010,2010,4,11,101,integrifolia,San Diego,"Cleveland National Forest near Cameron Fire Station, just north of 1-8 and Kitchen Creek Road. 300meters WNW of fire station",1005,32.722,-116.4687,,,,WGS84,cch2,500341,FFL,Gravelly sandy soil,http://cch2.org/portal/collections/individual/index.php?occid=500341,DG,lower right,6,Total,2,2,1,1,0,,,2.166666667
