ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
CHSC70018,1996,36.9081,-119.3067,473,16.6,27.2,7.6,19.7,603,34,44.1,795.4,28,4272,1520,990,332,64,333,269,4,-12,45.4,-9999,1366,992,57
HSC32387,1974,41.2795,-124.0082,463,12.3,17.1,8.3,8.8,2172,217,10.3,78.9,31,2672,2199,102,330,71,331,260,15,-9.9,36.3,-9999,929,368,64
RSA587321,1995,33.3966,-116.973,1225,15.9,24.6,9.5,15.1,485,43,53.3,574.9,21,3997,1485,702,342,54,345,290,2,-8.8,44,-9999,1342,983,59
SD11309,1935,32.9594,-116.5797,1494,12.7,21.6,5.9,15.8,802,67,28.3,323.6,54,2984,2280,355,293,110,313,203,12,-16.3,41.5,-9999,1226,796,58
SD215561,1997,33.3503,-117.0328,198,18,24.9,13,11.9,384,19,72.9,1278,8,4690,887,842,360,15,359,345,0,-3.3,46.7,-9999,1454,1110,56
SD115641,1983,32.6306,-116.0937,1130,15.6,24.5,8.3,16.2,463,48,55.3,510.8,24,3916,1568,692,321,83,329,245,2,-11.2,45.1,-9999,1483,1101,52
SD133999,1991,33.3314,-116.7125,932,15.2,24,8.5,15.5,445,51,56.6,468.1,26,3761,1653,614,306,99,322,223,2,-14.9,45.2,-9999,1479,1114,49
HSC89473,1986,41.0542,-124.1519,14,11.4,14.6,8.4,6.2,1216,124,17.6,117.9,29,2320,2439,34,345,38,337,299,8,-7.1,32.2,-9999,721,292,75
UC1239737,1938,40.8343,-123.7133,1418,10.5,19.5,3.4,16.1,2870,283,7.1,69,105,2313,2934,193,276,126,313,187,132,-17,38.9,-9999,918,379,65
HSC13581,1962,41.0406,-124.1148,63,11.5,15,8.1,6.9,1290,129,16.7,116,30,2365,2415,41,342,45,334,289,9,-7.8,32.8,-9999,756,314,73
UC1282735,1952,38.7123,-122.4785,278,15.6,24.5,7.8,16.7,986,34,25.9,720.1,28,3878,1597,688,332,67,334,267,6,-11.2,43.9,-9999,1306,924,56
UC579895,1934,38.2919,-122.968,135,13.2,16.3,8.8,7.5,1027,45,22.5,364.3,22,2937,1902,94,342,49,339,290,4,-9.1,35.8,-9999,1011,601,64
HSC32847,1973,39.6114,-123.1794,730,13.9,23,6.9,16.1,1281,77,18.6,300,43,3325,2023,501,319,89,330,242,15,-12.1,42.3,-9999,1182,749,59
JEPS1791,1934,40.3077,-123.9767,914,13.4,20.5,7.9,12.6,1682,141,13.9,145.1,32,3091,1992,293,336,67,338,271,12,-8.7,40.6,-9999,1076,581,62
CSUSB122,1966,33.9407,-117.3565,370,18.2,25.8,11.9,13.9,263,18,107.2,1439.6,9,4763,931,956,355,24,353,329,0,-5.2,47.2,-9999,1510,1247,54
RSA662611,1994,34.1657,-117.7691,584,17.6,24.8,12.3,12.4,567,29,48.6,863.9,9,4544,994,803,360,15,361,346,1,-2.9,45,-9999,1357,950,59
RSA771945,1973,34.4574,-117.8141,1210,15.1,25.1,6.6,18.4,241,27,104.1,917.6,38,3788,1798,738,306,94,322,228,2,-15.4,44.2,-9999,1396,1162,54
SDSU6137,1952,34.2915,-117.8404,1070,15.2,23.8,8.5,15.4,828,38,30.4,622,26,3753,1659,613,337,61,342,281,4,-9.4,42.5,-9999,1237,833,62
RSA29712,1932,34.2142,-117.6672,1144,14.7,23.2,8.2,15,787,37,31.4,620.7,29,3583,1758,534,327,76,334,258,5,-11.4,42.1,-9999,1240,833,60
RSA346567,1971,34.1764,-117.7542,614,17.3,24.7,12,12.8,591,29,46.2,840.3,10,4463,1052,782,358,20,358,338,1,-3.8,45.1,-9999,1356,942,59
RSA381419,1971,36.9062,-119.2686,304,17,27.8,7.7,20.1,553,31,48.8,890.4,26,4418,1453,1069,335,61,335,274,3,-11.6,46,-9999,1410,1046,56
RSA607025,1968,34.2843,-117.8647,1274,15,23.6,8.5,15.2,834,41,30,579.9,27,3705,1682,588,343,49,346,298,4,-8.2,41.8,16.7,1176,787,65
SBBG108619,1967,35.1951,-118.5348,1042,14.1,24,6.1,17.9,278,21,86.6,1131.3,46,3430,2017,572,307,93,320,227,3,-15.3,41.8,-9999,1244,986,59
OBI28779,1981,35.4598,-120.3339,424,15.1,23.1,8.2,14.9,436,21,57.6,1088.3,25,3719,1599,535,308,95,314,219,2,-15.2,45.4,-9999,1492,1154,47
UC1190350,1958,37.9129,-120.2832,702,15.3,25.1,7.4,17.7,837,55,30.2,459.3,32,3818,1721,722,327,71,331,260,6,-12.7,44.6,-9999,1260,853,58
UC1057474,1940,38.5404,-122.7734,67,14.5,19.7,8.7,11,976,38,25.1,520.7,22,3449,1604,308,339,56,336,280,4,-9.8,40.7,-9999,1207,807,57
JEPS1803,1941,34.77,-115.683,1330,16.8,28.1,7,21.1,195,59,137.9,477.9,32,4403,1551,1129,334,61,333,272,1,-10.8,43.2,-9999,1298,1103,63
POM97174,1925,35.1019,-118.2843,1199,14.7,25.1,6.3,18.8,286,18,86.2,1379.2,44,3654,1918,701,321,81,329,248,3,-12.7,42.4,-9999,1216,978,62
RSA421327,1925,34.1352,-118.4386,346,18.4,24.3,13.9,10.5,462,17,61.4,1467,6,4821,758,854,365,1,365,364,0,2.2,45,14.6,1332,994,62
RSA524475,1990,33.5,-116.9667,491,18,26.3,11.6,14.7,374,25,75,1047.9,11,4727,1011,995,347,40,348,309,0,-7.6,47.8,-9999,1604,1269,50
RSA554391,1992,34.3,-117.2167,1493,13,22.2,5.4,16.7,545,47,42.2,475.1,58,3081,2247,403,297,105,318,213,10,-16,40.6,16.9,1195,843,60
UCSB5326,1960,34.5334,-119.061,1294,13.5,22.3,6.8,15.4,651,23,36.1,965.4,41,3211,2058,410,314,88,326,239,7,-13.8,42,-9999,1175,835,61
CSUSB2020,1979,34.2478,-117.2645,1384,13.3,22.6,5.6,17,784,53,29.7,428.9,54,3174,2186,450,298,104,318,214,13,-16.1,40.9,-9999,1205,814,60
RSA607224,1968,34.3006,-117.9799,1259,14.7,23.9,7.7,16.2,863,36,28.6,668.6,33,3603,1817,598,329,74,336,262,7,-10.9,42.3,-9999,1203,810,63
RSA735439,2008,34.289,-117.2059,1471,12.7,21.9,5.1,16.8,586,49,38.7,451.4,62,2997,2321,379,289,112,315,203,12,-17.1,40.4,-9999,1194,834,59
RSA250674,1971,34.1346,-117.7312,533,17.5,24.5,12,12.4,512,23,53.7,1063.5,9,4519,1000,784,359,16,359,343,1,-3.5,44.7,-9999,1383,1005,58
RSA588054,1994,34.4662,-118.0305,1145,15.1,24.8,7.2,17.6,268,20,93.6,1244.1,34,3780,1751,698,318,83,328,246,2,-13.6,43.6,-9999,1324,1074,57
UC666593,1942,33.3436,-116.8804,1579,14.4,23.6,7.5,16.2,654,59,37.3,399.6,37,3515,1897,572,326,76,333,257,6,-11.6,41.6,18.5,1184,792,64
UC666595,1942,33.3436,-116.8804,1579,14.4,23.6,7.5,16.2,654,59,37.3,399.6,37,3515,1897,572,326,76,333,257,6,-11.6,41.6,18.5,1184,792,64
POM88484,1925,32.8772,-116.4459,1684,12.1,20.9,5.3,15.6,670,68,33,307.2,63,2793,2445,295,275,125,305,180,13,-17.9,41.3,18.6,1259,848,55
CHSC14017,1974,39.0117,-122.3667,359,16.5,26.5,8,18.5,578,30,45.9,880,26,4232,1485,934,338,58,340,283,3,-10,44.7,-9999,1349,1025,56
CHSC24140,1976,38.9425,-122.7922,561,15.1,24.3,7.6,16.7,1122,48,22.4,503.9,31,3725,1722,648,336,63,337,274,8,-10.1,43.1,-9999,1197,806,61
CHSC27541,1978,38.9425,-122.7922,561,15.1,24.3,7.6,16.7,1122,48,22.4,503.9,31,3725,1722,648,336,63,337,274,8,-10.1,43.1,-9999,1197,806,61
CHSC27799,1978,38.9425,-122.7922,561,15.1,24.3,7.6,16.7,1122,48,22.4,503.9,31,3725,1722,648,336,63,337,274,8,-10.1,43.1,-9999,1197,806,61
CHSC31306,1980,39.7164,-123.4894,506,12.6,20,6.1,13.9,1910,109,11.8,184.2,45,2851,2229,237,302,106,309,203,24,-14.3,40.5,-9999,1140,640,56
CHSC35982,1982,39.8994,-121.9169,94,16.9,26.7,7.7,19.1,647,56,41.6,474.6,26,4370,1412,999,340,52,336,284,3,-10.6,44.9,-9999,1324,953,57
CHSC36121,1980,39.0117,-122.3644,359,16.5,26.5,8,18.5,577,30,45.9,878.2,26,4229,1485,931,339,57,341,283,3,-9.9,44.7,-9999,1347,1023,56
CHSC4065,1967,40.1631,-122.2564,98,17.2,27.5,7.7,19.7,633,58,42.9,473.1,26,4464,1402,1081,339,54,333,279,3,-11.1,45.2,-9999,1326,957,57
CHSC55499,1991,40.4011,-121.9775,343,16.4,26.7,7.6,19.1,784,86,33.8,311.2,29,4216,1535,961,338,55,336,281,4,-10.8,45.6,-9999,1258,839,59
CHSC55712,1991,39.4803,-122.5,369,16,26.1,7.4,18.7,553,38,47.1,689.7,30,4071,1578,856,330,66,331,265,4,-12.7,43.4,-9999,1277,955,57
CHSC61985,1993,34.3381,-118.8644,422,17.5,24.4,12.5,11.9,434,14,63.4,1733.8,9,4522,977,768,364,6,363,357,0,-1.6,44.7,15.7,1351,1027,60
CHSC71117,1989,39.0558,-122.7814,422,14.4,23.5,6.7,16.8,844,40,28.9,584.6,37,3497,1865,538,310,95,315,220,8,-14.3,43.8,-9999,1298,925,53
CHSC88986,2000,39.8806,-121.8942,117,16.9,26.7,7.7,19,702,57,38.3,469,26,4361,1413,992,341,51,337,286,4,-10.4,44.8,-9999,1317,939,57
CHSC90100,1991,38.9431,-122.7933,561,15.1,24.3,7.6,16.7,1115,48,22.5,506.6,31,3719,1726,645,335,64,337,273,8,-10.2,43.1,-9999,1199,808,60
RSA29562,1941,33.2216,-116.6061,1001,15,23.7,8.4,15.3,485,59,51.5,404.9,27,3697,1689,583,314,92,327,235,2,-13.7,44.2,-9999,1426,1045,52
SD28484,1941,33.2216,-116.6061,1001,15,23.7,8.4,15.3,485,59,51.5,404.9,27,3697,1689,583,314,92,327,235,2,-13.7,44.2,-9999,1426,1045,52
SD38532,1935,33.0768,-116.5341,806,16.1,24.9,9.2,15.7,393,44,66.5,573,21,4097,1446,757,320,83,330,247,1,-12.5,46.4,-9999,1572,1219,48
CHSC77587,1999,39.7933,-122.5911,256,16.8,27.5,7.7,19.8,633,56,42.4,489,27,4351,1473,1035,339,53,337,283,3,-11.3,44,-9999,1272,914,60
CHSC81274,2001,39.4911,-123.7897,13,11.6,14.1,8.9,5.2,946,62,22.9,226.4,26,2390,2362,32,348,34,341,307,5,-6.8,32.5,-9999,788,400,73
CHSC90532,1997,39.1625,-122.615,495,15,24.4,7.3,17.1,924,41,27,597.9,34,3702,1766,657,327,75,332,257,7,-12,43.1,-9999,1224,856,58
CHSC23125,1962,37.9964,-123.0061,79,12.2,13.9,9.7,4.2,768,37,29,377.5,19,2572,2159,32,358,6,355,349,3,-4.6,31.5,-9999,738,395,77
CHSC26430,1977,41.7283,-123.8922,335,12,19.7,5.8,13.9,2348,223,9.4,88.5,54,2680,2403,213,305,102,313,211,37,-14,39.2,-9999,1019,464,60
CHSC27517,1978,38.9425,-122.7922,561,15.1,24.3,7.6,16.7,1122,48,22.4,503.9,31,3725,1722,648,336,63,337,274,8,-10.1,43.1,-9999,1197,806,61
RSA69060,1938,33.2776,-116.8555,726,16.5,25,9.9,15.1,556,40,47.6,628.1,18,4203,1342,779,336,63,340,277,2,-10.1,45.6,-9999,1466,1052,53
RSA75880,1930,33.2417,-116.7631,846,15.4,24.1,8.8,15.3,622,47,40.9,510,24,3841,1585,637,316,88,327,239,3,-13.4,45.2,-9999,1464,1033,51
SD114932,1979,32.7732,-116.4346,1430,12.6,21.3,6.2,15.2,593,55,38.2,389.2,50,2931,2283,318,277,129,304,175,8,-16.7,42.4,-9999,1331,927,52
SD136823,1992,33.4923,-117.3861,714,17.3,24.5,12.9,11.6,440,25,62.1,970.1,9,4442,1016,723,365,0,365,365,0,1.5,43.2,-9999,1139,833,71
SD15061,1936,32.5436,-117.0831,55,17.5,22.3,13.5,8.8,260,13,105.8,1736.2,6,4499,844,614,365,0,363,363,0,1.8,40.2,-9999,1079,820,72
SD194157,2002,32.9503,-116.6064,1825,12.2,21,5.4,15.6,919,74,24.2,281.9,62,2817,2426,303,299,103,316,213,18,-15.5,40.1,17.7,1135,709,63
SD21001,1938,33.2776,-116.8555,726,16.5,25,9.9,15.1,556,40,47.6,628.1,18,4203,1342,779,336,63,340,277,2,-10.1,45.6,-9999,1466,1052,53
SD21381,1938,33.0782,-116.6175,1223,14.6,23.3,8,15.3,684,62,35.9,374.7,30,3557,1793,535,328,75,334,259,4,-11.4,43.2,-9999,1298,872,59
SD50076,1960,32.9167,-116.5667,1251,13.6,22.5,6.9,15.7,675,53,35,427.4,41,3258,2044,436,301,105,317,212,7,-15.1,43,-9999,1315,896,55
SD60451,1963,32.8941,-116.4378,1732,12.5,21.2,5.6,15.6,705,68,31.9,309.9,58,2899,2350,325,290,113,312,199,12,-16.2,41.2,18.2,1237,829,58
SD70890,1969,32.9833,-116.6,1696,12.5,21.3,5.7,15.6,875,71,25.7,301.5,57,2915,2336,332,302,101,318,217,15,-15.2,40.6,19.7,1158,733,62
SD72123,1967,32.9833,-116.6083,1646,12.7,21.5,5.9,15.6,862,70,26.4,306.6,53,2973,2280,347,306,97,320,223,13,-14.6,40.8,19.5,1164,740,62
SD85310,1971,32.9,-116.65,885,15.8,24.3,9.4,14.9,491,35,52.5,699.2,20,3950,1486,660,330,73,336,262,2,-10.8,45.5,-9999,1452,1059,53
SD85418,1971,32.9,-116.65,885,15.8,24.3,9.4,14.9,491,35,52.5,699.2,20,3950,1486,660,330,73,336,262,2,-10.8,45.5,-9999,1452,1059,53
UC1019585,1927,32.6688,-116.8244,248,17.8,24.7,12.3,12.4,342,18,81.3,1351,9,4646,932,833,355,24,355,331,0,-5.3,45.4,-9999,1470,1133,55
UC1019607,1927,32.6851,-116.546,925,14.9,23.4,8.5,14.8,407,36,61.2,644.8,25,3658,1675,535,306,104,320,216,2,-13.1,45.2,-9999,1500,1140,48
UC1019608,1927,32.6688,-116.8244,248,17.8,24.7,12.3,12.4,342,18,81.3,1351,9,4646,932,833,355,24,355,331,0,-5.3,45.4,-9999,1470,1133,55
CHSC38460,1983,39.7833,-121.7572,264,16.8,26.3,8,18.3,1015,70,26.4,374.5,24,4316,1409,947,347,41,344,304,5,-9.5,44.4,-9999,1267,847,60
CHSC47108,1986,36.0942,-120.4406,335,16.3,25.6,8,17.6,229,13,115,1906,24,4156,1457,828,323,75,326,250,1,-13.5,44.4,-9999,1469,1242,51
CHSC52401,1983,38.9081,-122.7703,715,14.8,23.8,7.6,16.2,1358,57,18.3,421.4,32,3633,1766,600,339,57,342,285,10,-9.5,42.3,-9999,1140,728,63
SD85503,1971,33,-116.8333,421,17.2,24.2,11.8,12.5,395,21,68.9,1139.4,10,4421,1065,747,346,43,347,305,0,-7.2,46.1,-9999,1528,1164,51
UC168372,1894,33.102,-116.579,1476,14,22.8,7.2,15.6,732,68,32.7,333.9,38,3362,1959,470,322,80,330,250,6,-12.5,42,18.6,1239,822,61
CAS-BOT-BC7219,1897,39.6058,-121.6833,57,16.8,26.3,7.7,18.6,688,47,38.9,561.2,25,4326,1402,948,341,49,336,287,3,-10.4,44.4,-9999,1324,948,57
UC618397,1937,36.5832,-120.8085,351,16.3,25.2,8.1,17.1,261,18,100.6,1419.9,24,4130,1456,802,328,68,332,265,1,-13.2,44.4,-9999,1445,1193,52
RSA113487,1955,36.2742,-121.5045,1100,13.9,21.9,7.7,14.2,865,38,27.6,583.3,33,3299,1908,394,335,68,339,270,7,-9.6,40.4,15.4,1157,808,63
HSC23559,1970,40.8581,-123.468,547,13.4,22.7,5.5,17.3,1258,96,18.6,236,53,3182,2155,453,302,107,314,207,20,-14.4,44.2,-9999,1226,783,54
HSC13597,1928,39.1758,-122.7293,675,14.7,24,7.2,16.8,1127,52,21.9,465.1,36,3596,1847,624,331,70,337,267,10,-10.6,42.1,-9999,1152,762,62
HSC35256,1975,39.0463,-123.0093,759,14.3,23.2,7.1,16.1,1122,49,21.6,477.3,36,3456,1891,528,334,66,339,273,9,-9.4,41.9,-9999,1129,751,63
HSC37202,1975,39.0416,-122.9822,487,14.7,23.9,7.1,16.8,927,41,26.7,585.6,34,3611,1797,597,323,82,329,246,8,-11.8,43.6,-9999,1269,896,56
HSC37991,1976,38.8732,-122.4213,665,15.1,24.3,7.6,16.7,759,37,33,662.8,32,3721,1725,642,336,59,339,280,6,-10.4,42.6,-9999,1218,878,60
JEPS85033,1969,38.3893,-122.2478,444,15.1,22.4,8.1,14.3,893,34,28.1,662.4,26,3704,1590,519,348,39,348,310,5,-8,41.6,15.2,1198,848,62
OBI3000,1968,38.953,-123.735,13,11.1,13,9,4.1,865,57,24.4,227.3,26,2200,2528,20,347,27,342,315,5,-7.8,30.8,-9999,696,323,76
RSA523514,1990,33.5363,-116.9537,664,17.7,25.9,11.5,14.4,375,30,73.9,852.5,11,4605,1065,925,351,34,352,318,1,-6.4,47,-9999,1539,1210,53
UC131446,1903,37.6874,-122.4355,309,13.6,16.6,10,6.6,811,34,29.2,490.5,17,3094,1749,104,361,2,361,359,2,-3.6,34.9,-9999,869,524,74
UCD120083,1977,39.5007,-123.7893,2,11.6,14.1,8.9,5.2,919,61,23.5,231.5,26,2384,2368,32,348,33,341,308,5,-6.7,32.4,-9999,783,402,73
POM179734,1903,38.5152,-123.2439,55,12.5,15.4,9.2,6.3,909,47,24.8,327,22,2709,2081,56,348,36,344,307,4,-7.2,34.4,-9999,893,498,69
SBBG133171,2009,34.422,-119.794,25,15.4,18.9,12,6.9,399,12,63.5,1529,10,3705,1274,248,359,13,357,345,0,-4.7,37.9,-9999,1115,789,65
RSA12926,1935,33.5963,-117.4647,545,17.9,25.3,13.3,11.9,426,25,65.6,1030.9,8,4662,911,840,365,0,365,365,0,1.2,44.9,-9999,1253,933,66
RSA252917,1973,34.4518,-117.765,1296,14.7,24.7,6.3,18.3,247,35,100.2,699.7,42,3656,1891,681,306,95,322,227,2,-15.2,43.7,-9999,1346,1109,56
RSA421373,1944,34.498,-119.241,1230,15,23.2,8.8,14.3,651,22,38.4,1045.8,24,3674,1628,515,336,61,341,280,3,-9.5,44.2,-9999,1265,900,59
RSA584043,1992,34.2203,-117.7164,1255,14.8,23.5,8.3,15.2,800,39,31,603.1,29,3640,1736,569,337,60,341,281,5,-9.5,41.7,-9999,1197,807,64
SD215562,1967,34.3631,-118.5054,426,17.6,24.9,11.9,13,446,16,61.9,1567.6,10,4555,1007,825,359,17,358,341,1,-3.8,45.9,-9999,1416,1085,57
UC1375274,1971,34.2023,-117.4873,1376,14.4,23.1,7.4,15.6,1022,50,23.9,459.8,33,3503,1836,518,330,71,337,266,8,-10.8,41.7,-9999,1200,792,62
POM320434,1971,39.0043,-122.7619,438,14.4,23.6,6.8,16.9,869,39,28.1,605.3,37,3509,1870,554,315,89,320,230,8,-13.6,43.4,-9999,1257,891,55
RSA10775,1928,39.1664,-122.7414,777,14.4,23.8,7.1,16.7,1198,53,20.4,449.4,38,3520,1903,595,332,68,339,270,12,-10.3,41.5,-9999,1115,721,64
RSA226234,1971,34.1711,-117.8285,813,17,24.4,11.6,12.8,620,35,43.5,697.1,12,4330,1137,733,360,13,361,348,1,-2.9,43.9,-9999,1282,882,63
RSA247113,1966,34.1956,-118.0223,741,16.8,24.9,10.6,14.3,752,36,35.6,690,15,4284,1245,781,354,30,353,323,2,-5.5,44,-9999,1292,876,62
RSA346564,1971,34.2065,-117.4551,767,16.9,25,10.4,14.6,786,40,34.2,630,14,4317,1233,796,353,30,354,324,2,-5.3,44.8,-9999,1358,939,59
RSA523374,1935,34.5848,-118.1886,885,16.1,26.3,7.5,18.8,242,16,107.9,1622.8,30,4117,1586,893,317,81,325,245,2,-14.2,45.7,-9999,1418,1178,54
RSA597821,1969,34.4994,-118.0613,1072,15.3,25,7.4,17.6,262,18,96.9,1415.9,31,3844,1700,723,321,79,329,250,2,-13.4,43.8,-9999,1320,1067,58
RSA747646,2009,34.9427,-119.3814,1106,14.6,23.7,7.2,16.5,246,15,100,1621.1,37,3577,1852,592,310,91,323,232,2,-14.2,44.5,-9999,1362,1117,54
