id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
305974,UCSB,,UCSB,PreservedSpecimen,fe5feb40-1a5d-11e3-b49f-525400a0a001,UCSB030028,39883,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Shaw, J.",,1080,1982-04-12,1982,4,12,102,,,,"On vernally moist, south slope; with Pinus sabiniana, Vicia sp. and Calandrinia sp.; in clay soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"On Pozo Road 2 miles east of the city of Pozo",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:15:26",,35,urn:uuid:b15044d5-cc5e-4040-9be9-783b554fdc69,http://cch2.org/portal/collections/individual/index.php?occid=305974
305975,UCSB,,UCSB,PreservedSpecimen,fe5ff522-1a5d-11e3-b49f-525400a0a001,UCSB030056,23988,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Anthony, Jean",,18,1965-02-21,1965,2,21,52,,,,"In grassy field; coarse sand",,,,,,,,,,,,,,"Sheet - 1","United States",California,Monterey,,"1 mile west of Lockwood; 15 miles west of Highway 101 near Bradley",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:26:48",,35,urn:uuid:459bfce9-3f68-4073-bf51-1a5132df473e,http://cch2.org/portal/collections/individual/index.php?occid=305975
305976,UCSB,,UCSB,PreservedSpecimen,fe5ff824-1a5d-11e3-b49f-525400a0a001,UCSB030026,37852,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Hilend, Martha",,,1928-04-21,1928,4,21,112,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Bernardino",,"Near Lake Arrowhead; on Rim of the World Drive",,0,,34.23496,-117.189624,WGS84,3000,,"Rancho Santa Ana (no. 7)",,"Geolocate (copied from POM184333)",,"Mon Mar 31 11:47:09 2014",,,,,,,,,preprocessed,"2014-06-03 12:14:49",,35,urn:uuid:11ac4841-48fb-46a4-8b95-f15073897081,http://cch2.org/portal/collections/individual/index.php?occid=305976
305977,UCSB,,UCSB,PreservedSpecimen,fe5ff9fa-1a5d-11e3-b49f-525400a0a001,UCSB030027,49825,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Paul Reisentz",,58,1975-03-20,1975,3,20,79,,,,"On a N-facing slope; in sandy rocky soil; by a stream; in a canyon",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Los Angeles",,"2 miles east of Stunt Rd.; from Mulholland Hwy.; Santa Monica Mountains",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:15:07",,35,urn:uuid:8f31d272-4d9c-4dfa-8430-c166dc605352,http://cch2.org/portal/collections/individual/index.php?occid=305977
305978,UCSB,,UCSB,PreservedSpecimen,fe5ffbd0-1a5d-11e3-b49f-525400a0a001,UCSB030088,44936,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Meshkov, Anne",,12,1979-03-10,1979,3,10,69,,,,"In grassland of Southern Oak Woodland; with Adenostoma and Erioganum",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Diego",,"Old Julian Highway; 4 miles southeast of Ramona",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:40:46",,35,urn:uuid:3ce2739f-ff40-47b0-b886-35c2dd49dbc4,http://cch2.org/portal/collections/individual/index.php?occid=305978
305979,UCSB,,UCSB,PreservedSpecimen,fe5ffdb0-1a5d-11e3-b49f-525400a0a001,UCSB030087,55405,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Bivin, Mignonne; Baker, Gail",,1,1978-03-07,1978,3,7,66,,,,"25 degree, east-facing slope; open grassland/Blue Oaks",,,,,,,,,,,,,,"Sheet - 1","United States",California,Tulare,,"Sequoia National Park; Shepherd Saddle Road; 0.8 mi. above Corrals; Ash Mnt.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:40:08",,35,urn:uuid:be978ace-bc50-4e11-8592-c5511e7ac129,http://cch2.org/portal/collections/individual/index.php?occid=305979
305980,UCSB,,UCSB,PreservedSpecimen,fe600864-1a5d-11e3-b49f-525400a0a001,UCSB030086,51830,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Farneman, H.",,76,1967-03-26,1967,3,26,85,,,,"With Quercus dumosa and Amsinkia intermedia; on steep east-facing slope; in sandy-clay soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"North shore of Lake Nacimiento; near Bee Rock Campground; access by Interlake and Bee Rock Roads",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:39:48",,35,urn:uuid:dfbb9218-bb60-43df-9470-72ffce3df644,http://cch2.org/portal/collections/individual/index.php?occid=305980
305981,UCSB,,UCSB,PreservedSpecimen,fe600a3a-1a5d-11e3-b49f-525400a0a001,UCSB030085,54144,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Brownwell, Kathleen",,106,1979-04-15,1979,4,15,105,,,,"With Mimulus guttatus and Trifolium sp.; in moist woodland; loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,Fresno,,"Ellwood Road; Wonder Valley",,0,,36.784553,-119.289851,WGS84,5000,,"gwahlert (2019-09-04 09:35:47)",,"georef batch tool 2019-09-04","reviewed - high confidence",,,,,,,,,,,"2014-06-03 12:39:28",,35,urn:uuid:8717e311-7484-4dc1-ab9d-96d635852a73,http://cch2.org/portal/collections/individual/index.php?occid=305981
305982,UCSB,,UCSB,PreservedSpecimen,fe600bfc-1a5d-11e3-b49f-525400a0a001,UCSB030084,23986,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Masero, Ann",,4,1967-02-12,1967,2,12,43,,,,"On east-facing slope; in serpentine soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,Colusa,,"Along roadside of Wilber Springs Road; 1.4 miles south of Wilber Springs; in Northern inner Coastal Ranges",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:39:01",,35,urn:uuid:047d1e97-efb2-4a4b-ab33-91aed87b23f4,http://cch2.org/portal/collections/individual/index.php?occid=305982
305983,UCSB,,UCSB,PreservedSpecimen,fe60161a-1a5d-11e3-b49f-525400a0a001,UCSB030083,5331,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Robbins, G.",,289,1940-03-21,1940,3,21,81,,,,"In open, grassy field",,,,,,,,,,,,,,"Sheet - 1","United States",California,Sonoma,,"At junction of Pleasant Avenue Road and Chalk Hill Road; 2-3 miles southeast of Windsor",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:38:44",,35,urn:uuid:022505ea-5fc4-4e36-a365-7bc9dbc4751c,http://cch2.org/portal/collections/individual/index.php?occid=305983
305984,UCSB,,UCSB,PreservedSpecimen,fe6017f0-1a5d-11e3-b49f-525400a0a001,UCSB030082,11394,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Wisehart, Karen",,47,1962-03-30,1962,3,30,89,,,,"On grassy hillside; in shade",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"At summit of San Marcos Pass; 8 miles northwest of Santa Barbara",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:37:26",,35,urn:uuid:b9fb41c6-992e-42d4-b873-772395e13513,http://cch2.org/portal/collections/individual/index.php?occid=305984
305985,UCSB,,UCSB,PreservedSpecimen,fe601ac0-1a5d-11e3-b49f-525400a0a001,UCSB030081,10586,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Wedberg, H.",,7022,1957-03-22,1957,3,22,81,,,,"Sandy; flat",,,,,,,,,,,,,,"Sheet - 1","United States",California,Riverside,,"Hwy. 71, near Alberhill",,0,,33.7619,-117.4723,,,,"UCRiverside A",,"(copied from SDSU3317)",,"Fri Mar 14 21:05:24 2014",,,,,,,,,preprocessed,"2014-06-03 12:37:11",,35,urn:uuid:22b847e1-4951-4bd9-ae76-b0a0df8de7ca,http://cch2.org/portal/collections/individual/index.php?occid=305985
305986,UCSB,,UCSB,PreservedSpecimen,fe60265a-1a5d-11e3-b49f-525400a0a001,UCSB030080,23987,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Werner, Walter",,40,1967-03-22,1967,3,22,81,,,,"With Quercus spp., Encelia farinosa, and grasses; on stream bank; on south slope; in loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Bernardino",,"Green Canyon Creek; Calif. 38; 1.4 miles west of Thurman Flats Campground; in the San Bernardino Mtns.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:36:48",,35,urn:uuid:dac7c8c4-6544-4bb1-a425-990a44314ec7,http://cch2.org/portal/collections/individual/index.php?occid=305986
305987,UCSB,,UCSB,PreservedSpecimen,fe6028bc-1a5d-11e3-b49f-525400a0a001,UCSB030079,5332,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Tribbey, Bert",,63,1960-05-09,1960,5,9,130,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Summit of Refugio Pass; Santa Ynez Mountains; 8 miles north of U.S. 101",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:36:31",,35,urn:uuid:53ee0f6b-95fd-4c90-bd4e-754d0484c6cd,http://cch2.org/portal/collections/individual/index.php?occid=305987
305988,UCSB,,UCSB,PreservedSpecimen,fe602b1e-1a5d-11e3-b49f-525400a0a001,UCSB030078,7545,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Kamb, Peter; Chisaki, Francia",,1639,1950-03-18,1950,3,18,77,,,,"Gravelly soil, in open",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Contra Costa",,"Saddle between North and South Peaks of Mount Diablo",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:36:09",,35,urn:uuid:edb2b419-4a45-4888-b52e-9b2371256eae,http://cch2.org/portal/collections/individual/index.php?occid=305988
305989,UCSB,,UCSB,PreservedSpecimen,fe6035f0-1a5d-11e3-b49f-525400a0a001,UCSB030077,5327,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"T. M. Hendrix",,1209,1940-00-00,1940,0,0,,,,,"Collected in Spring",,,,,,,,,,,,,,"Sheet - 1","United States",California,Fresno,,"Near North Fork; T8S, R22E",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:35:50",,35,urn:uuid:ebd451b3-8d72-4218-8b4f-40921067d0d4,http://cch2.org/portal/collections/individual/index.php?occid=305989
305990,UCSB,,UCSB,PreservedSpecimen,fe6038f2-1a5d-11e3-b49f-525400a0a001,UCSB030076,33336,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Black, Nan",,210,1968-04-11,1968,4,11,102,,,,"In a grassy meadow; between Pteridium aquilinum stand and Quercus agrifolia; on northeast-facing slope; in sandy loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"100 feet northeast of East Camino Cielo Road; 0.7 mile from its junction with Highway 154; San Marcos Pass; Santa Ynez Mountains",,0,,34.5111,-119.8131,NAD83,500,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 7.8 USGS 1:24000",,,,,,,,,,,preprocessed,"2014-06-03 12:35:32",,35,urn:uuid:f49bc565-9179-4d4a-83a4-874e74d741c1,http://cch2.org/portal/collections/individual/index.php?occid=305990
305991,UCSB,,UCSB,PreservedSpecimen,fe6044b4-1a5d-11e3-b49f-525400a0a001,UCSB030075,34150,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Nilsen, Erik",,554,1977-05-24,1977,5,24,144,,,,"In a meadow; associated with Quercus lobata and Bromus mollis",,,,,,,,,,,,,,"Sheet - 1","United States",California,Mariposa,,"On Jersey Valley Rd.; 2 1/2 mi. from Scott Rd.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:35:10",,35,urn:uuid:b39621a3-7849-4151-a71d-9a3edeae4df0,http://cch2.org/portal/collections/individual/index.php?occid=305991
305992,UCSB,,UCSB,PreservedSpecimen,fe604ee6-1a5d-11e3-b49f-525400a0a001,UCSB030074,12159,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Dennis E. Breedlove",,1920,1962-03-18,1962,3,18,77,,,,"On sandstone roadcut",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"3.7 miles south of Tepusquet Canyon Road on Foxen Canyon Road",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:34:52",,35,urn:uuid:be82f59e-7310-49d3-81b0-c04be33159c4,http://cch2.org/portal/collections/individual/index.php?occid=305992
305993,UCSB,,UCSB,PreservedSpecimen,fe60590e-1a5d-11e3-b49f-525400a0a001,UCSB030073,5330,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"T. M. Hendrix",,1209,1950-00-00,1950,0,0,,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,Madera,,"North Fork",,0,,37.229669,-119.509581,WGS84,930,,"UCBerkeley I",,"GeoLocate (copied from UC526659)",,,,,,,,,,,preprocessed,"2014-06-03 12:34:34",,35,urn:uuid:92d08568-271e-439d-bfc7-ace1d029a08c,http://cch2.org/portal/collections/individual/index.php?occid=305993
305994,UCSB,,UCSB,PreservedSpecimen,fe606494-1a5d-11e3-b49f-525400a0a001,UCSB030072,5324,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Newby, Ron",,20,1959-03-28,1959,3,28,87,,,,"Growing beneath the oaks; on loam soil; many grasses present",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"500 yds. below Lake Cachuma Look Out Point; 50 yds. from Lake",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:33:59",,35,urn:uuid:128da6af-7b33-42cc-85a8-0c1661022342,http://cch2.org/portal/collections/individual/index.php?occid=305994
305995,UCSB,,UCSB,PreservedSpecimen,fe60763c-1a5d-11e3-b49f-525400a0a001,UCSB030071,5323,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Walker, Clifford",,79,1954-04-05,1954,4,5,95,,,,"Shaded woodland meadow; """"Baby Blue Eyes""""",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Middle Camp; Upper Santa Barbara Ynez Valley",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:33:33",,35,urn:uuid:ffac5acf-bb49-4797-b81e-86dd58e81e4b,http://cch2.org/portal/collections/individual/index.php?occid=305995
305996,UCSB,,UCSB,PreservedSpecimen,fe607826-1a5d-11e3-b49f-525400a0a001,UCSB030070,5322,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H., M.; B., R.",,LL6,1952-02-27,1952,2,27,58,,,,"W-slope; woodland habitat",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Above Rattlesnake Cnyn. Dam; 150 ft. NE of Las Canoas Rd.; Santa Barbara",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:33:07",,35,urn:uuid:a8bd7ddf-08e4-4fe2-9e10-fa361863977b,http://cch2.org/portal/collections/individual/index.php?occid=305996
305997,UCSB,,UCSB,PreservedSpecimen,fe607fec-1a5d-11e3-b49f-525400a0a001,UCSB030069,5320,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Constance, Lincoln; Beetle, Alan",,2559,1940-03-24,1940,3,24,84,,,,"North slope; with Juniperus, Aplopappus, Artemesia, Lupinus, Eriogonum",,,,,,,,,,,,,,"Sheet - 1","United States",California,Fresno,,"Curry Mountain; Waltham Canyon; 9 miles southwest of Coalinga",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:32:38",,35,urn:uuid:338d40b8-2a4b-46bd-86c1-a6c5260615d8,http://cch2.org/portal/collections/individual/index.php?occid=305997
305998,UCSB,,UCSB,PreservedSpecimen,fe6082ee-1a5d-11e3-b49f-525400a0a001,UCSB030057,16250,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Ramona Vernand",,45,1963-04-10,1963,4,10,100,,,,"In clumps; on streambank; in rocky soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Los Angeles",,"5.3 miles north of U.S. Highway 66; on San Dimas Canyon Road, San Dimas",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:28:53",,35,urn:uuid:84dbffcb-45ef-4b2c-9253-3aeffead6e9e,http://cch2.org/portal/collections/individual/index.php?occid=305998
305999,UCSB,,UCSB,PreservedSpecimen,fe6084d8-1a5d-11e3-b49f-525400a0a001,UCSB030058,12645,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Hugh Dearing; Margaret Dearing",,2731,1938-04-25,1938,4,25,115,,,,,,,,,,,,,,,,,,"Sheet - 1","United States",California,Tulare,,"Jack Ranch; near Posey P.O.",,0,,35.805,-118.681,NAD27,5000,,"UCBerkeley H",,"Terrain Nav. v. 8.7 (copied from SBBG8736)",,,,,,,,,,,preprocessed,"2014-06-03 12:29:13",,35,urn:uuid:393bfbea-35c9-4ed5-b4a0-8c9067989d99,http://cch2.org/portal/collections/individual/index.php?occid=305999
306000,UCSB,,UCSB,PreservedSpecimen,fe6086ae-1a5d-11e3-b49f-525400a0a001,UCSB030059,8456,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Copp, Joseph",,,1961-03-19,1961,3,19,78,,,,"Foothill Woodland-Chaparral",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"1 yd. S of W Camino Ciello; 0.6 road mi. E of Refugio Road (=Refugio Beach County Park- Santa Ynez road); Santa Ynez Mountains",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:29:32",,35,urn:uuid:b5c9cbbf-b12b-4636-ab5c-69ed0dcf3279,http://cch2.org/portal/collections/individual/index.php?occid=306000
306001,UCSB,,UCSB,PreservedSpecimen,fe608884-1a5d-11e3-b49f-525400a0a001,UCSB030060,23880,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"John R. Haller",,2140,1967-03-11,1967,3,11,70,,,,"In sandy soil; in grassy openings; in chaparral",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"About 1 mile southeast of Vandenberg Village; 3 miles south of Lompoc",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:29:50",,35,urn:uuid:bb2b8b2c-6db4-4345-8973-c09e952a5d6e,http://cch2.org/portal/collections/individual/index.php?occid=306001
306002,UCSB,,UCSB,PreservedSpecimen,fe608a64-1a5d-11e3-b49f-525400a0a001,UCSB030061,5321,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Jones, Barbara",,13,1946-02-27,1946,2,27,58,,,,"On chaparral slopes",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara",,0,,34.463,-119.6906,NAD83,500,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 8.7 USGS 1:24000 (copied from UCSB10468)",,"Thu May 8 13:45:27 2014",,,,,,,,,preprocessed,"2014-06-03 12:30:09",,35,urn:uuid:a2993884-54be-417f-b0f0-faad4048114a,http://cch2.org/portal/collections/individual/index.php?occid=306002
306003,UCSB,,UCSB,PreservedSpecimen,fe608c3a-1a5d-11e3-b49f-525400a0a001,UCSB030062,5333,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Whitehouse, W.",,34,1960-04-10,1960,4,10,101,,,,"Growing in moist, shaded soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,".8 mile up Cambria Pines lodge Rd.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:30:33",,35,urn:uuid:4245aea8-8a48-4442-b678-fe5a7d226497,http://cch2.org/portal/collections/individual/index.php?occid=306003
306004,UCSB,,UCSB,PreservedSpecimen,fe608e60-1a5d-11e3-b49f-525400a0a001,UCSB030063,42688,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Warren, D.",,32,1979-04-04,1979,4,4,94,,,,"With Lupinus nanus and Capsella bursapastoris; on disturbed, west-facing road-cut; in clay-loam soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"On east side of bend in Figueroa Mtn. Road; 17.6 miles east from junction with Route 154; San Rafael Mtns.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:30:51",,35,urn:uuid:44aef31f-9adf-4ef7-8941-0ef705a2b822,http://cch2.org/portal/collections/individual/index.php?occid=306004
306005,UCSB,,UCSB,PreservedSpecimen,fe60904a-1a5d-11e3-b49f-525400a0a001,UCSB030064,33377,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Marks, R.",,39,1978-03-16,1978,3,16,75,,,,"On grassy, north-west facing slope; with Amsinckia",,,,,,,,,,,,,,"Sheet - 1","United States",California,Riverside,,"At top of hill 3/4 mi. W of orange grove at 3000 McAllister Dr. in Riverside",,0,,33.8713,-117.4363,WGS84,425,,"UCRiverside A",,"GoogleMaps via BerkeleyMapper (copied from SDSU6156)",,"Sun Mar 30 19:39:40 2014",,,,,,,,,preprocessed,"2014-06-03 12:31:08",,35,urn:uuid:77b3be6c-8e94-4d91-9508-8d1a72e79b74,http://cch2.org/portal/collections/individual/index.php?occid=306005
306006,UCSB,,UCSB,PreservedSpecimen,fe60922a-1a5d-11e3-b49f-525400a0a001,UCSB030065,27796,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Myrick, Donald",,231,1961-03-10,1961,3,10,69,,,,"North slope of grassy hillside",,,,,,,,,,,,,,"Sheet - 1","United States",California,Fresno,,"Jacalitos Canyon; near Coalinga",,0,,36.10151,-120.31102,WGS84,2000,,"UCBerkeley A",,"GoogleMaps via BerkeleyMapper",,,,,,,,,,,preprocessed,"2014-06-03 12:31:26",,35,urn:uuid:10c539a2-bd95-411b-b83f-32b37a08acdb,http://cch2.org/portal/collections/individual/index.php?occid=306006
306007,UCSB,,UCSB,PreservedSpecimen,fe609400-1a5d-11e3-b49f-525400a0a001,UCSB030066,31347,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"V. Thomas Parker",,22,1974-02-16,1974,2,16,47,,,,"Found under Quercus agrifolia; on steep N-facing slope; in clay soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"Santa Barbara",,"Running Springs Ranch on Happy Canyon Rd.; about 6 mi. from Armour Ranch Rd.; in Santa Ynez Valley",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:31:45",,35,urn:uuid:d3939051-c5d3-4ef3-a4f2-321393f4715f,http://cch2.org/portal/collections/individual/index.php?occid=306007
306008,UCSB,,UCSB,PreservedSpecimen,fe6095d6-1a5d-11e3-b49f-525400a0a001,UCSB030067,37485,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Millett, Barbara",,20,1979-04-13,1979,4,13,103,,,,"With Calandrinia ciliata and Orthocarpus purpurascens; in grassy meadow; in clay soil",,,,,,,,,,,,,,"Sheet - 1","United States",California,"San Luis Obispo",,"2 mi. east of Hwy. 101 on E. Cuesta Ridge Rd.",,0,,,,,,,,,,,,,,,,,,,,,"2014-06-03 12:32:03",,35,urn:uuid:5bb3fbef-46ef-4ac5-9001-17ae87e19300,http://cch2.org/portal/collections/individual/index.php?occid=306008
